POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2065,690,410,166,98,129,91,54,1633,237,149,69,28,51,26,20,583,257,165,65,56,41,27,9,619,606,411,180,104,150,77,60,1586,4,5,3,0,3,0,0,15,1798,1135,484,286,376,223,140,4437,25,40,32,21,29,22,21,201,14,26,14,7,20,11,9,96,17,31,12,11,14,8,8,92,25,56,27,19,41,27,19,214,3,3,3,0,0,0,3,14,85,151,76,56,108,72,60,615,1882,1286,565,341,485,294,203,5050
POA2066,774,542,248,166,200,138,72,2138,261,260,149,75,103,57,24,927,271,244,123,65,78,50,25,864,648,714,430,270,338,200,122,2722,3,9,0,3,0,0,0,14,1961,1769,957,579,719,444,241,6664,29,53,40,27,32,30,18,230,21,29,25,18,21,14,3,122,20,27,15,10,14,11,7,115,27,57,42,36,53,42,23,273,0,5,0,3,0,0,0,14,100,169,127,96,121,96,49,760,2065,1934,1077,675,843,543,293,7422
POA2067,969,867,338,182,293,221,113,2979,66,62,51,33,23,27,13,271,157,139,45,17,48,27,8,448,260,208,121,76,125,67,30,890,10,11,5,0,0,0,0,30,1469,1288,558,312,491,340,165,4625,68,131,84,72,117,101,68,642,6,7,8,3,8,6,0,47,7,19,8,6,8,6,3,61,4,20,10,8,18,6,9,80,5,0,0,0,0,0,3,7,96,176,120,94,146,118,82,835,1561,1465,674,402,638,455,251,5455
POA2068,300,301,177,110,141,97,44,1181,143,184,91,39,62,33,18,569,155,160,95,41,66,33,18,571,489,604,333,191,220,127,80,2046,7,3,3,3,0,0,0,21,1090,1262,706,380,491,292,165,4386,8,26,27,21,28,32,14,157,9,9,11,10,14,7,7,81,8,11,7,8,7,4,0,45,10,47,41,23,33,19,14,190,0,5,0,0,0,0,0,5,37,108,91,58,82,60,34,475,1123,1369,797,446,576,355,198,4856
POA2069,247,301,143,83,153,102,62,1083,92,144,83,56,82,36,21,502,102,131,84,53,59,26,14,474,287,481,303,187,227,115,79,1678,6,3,0,0,0,3,0,14,738,1056,609,375,518,281,177,3747,6,15,17,19,31,22,12,116,3,10,13,9,11,13,4,67,3,8,8,7,8,11,0,40,6,32,26,20,31,20,5,138,0,0,0,0,0,0,0,3,20,60,61,54,84,58,27,356,758,1110,668,425,601,334,203,4100
POA2070,318,389,179,127,185,124,71,1389,68,96,98,53,82,43,13,455,71,98,63,39,59,37,19,388,201,328,230,147,190,115,55,1262,3,0,0,0,0,0,0,6,661,911,571,367,508,314,159,3491,16,33,21,11,41,31,13,173,3,9,7,5,13,6,9,46,0,16,8,6,4,4,4,45,5,19,23,16,26,17,10,113,0,0,0,0,0,0,0,0,30,71,59,38,78,56,32,371,695,984,631,407,593,372,187,3862
POA2071,302,415,233,170,274,198,93,1692,44,71,56,39,56,22,24,307,74,82,41,28,49,35,16,321,138,244,172,121,183,104,65,1028,3,3,3,0,3,0,0,17,570,812,507,358,551,363,192,3355,10,37,39,42,62,53,25,269,3,8,3,4,12,10,0,42,8,6,8,3,10,5,3,43,3,19,19,14,19,24,11,97,0,3,0,0,0,3,3,9,24,69,68,69,99,87,39,455,592,882,570,424,655,452,237,3812
POA2072,168,218,125,97,132,86,64,886,23,40,27,20,37,26,13,182,41,42,12,9,30,18,5,166,91,108,83,61,76,53,27,503,3,0,0,0,0,0,0,3,320,405,247,192,276,181,112,1740,12,19,21,26,45,25,14,169,0,9,4,0,4,0,0,22,3,3,7,7,8,6,0,32,7,20,3,11,17,13,4,66,0,0,0,0,0,0,0,0,23,48,41,44,70,45,20,295,345,455,285,237,346,223,136,2027
POA2073,352,474,234,169,210,171,106,1722,96,146,92,56,76,51,21,540,100,147,78,45,68,50,24,510,296,463,312,206,311,173,86,1836,0,3,0,0,0,0,0,3,842,1228,715,473,668,443,236,4610,25,36,26,23,49,38,10,205,0,8,10,6,15,3,10,59,10,7,5,3,3,4,0,38,7,19,25,18,28,16,10,132,3,4,3,0,0,0,0,8,41,80,65,54,102,65,34,437,885,1305,784,529,764,513,265,5045
POA2074,344,484,290,196,290,163,102,1865,116,167,88,63,99,45,29,616,126,161,77,49,97,55,25,582,367,593,397,285,363,215,117,2330,3,0,4,0,3,3,0,15,962,1404,847,586,857,475,266,5409,19,37,16,22,44,21,17,185,0,15,3,10,13,11,0,58,11,17,8,10,14,5,3,61,27,44,45,31,52,22,18,236,3,0,0,0,3,0,0,5,60,105,78,70,129,62,40,549,1020,1513,928,663,986,536,309,5952
POA2075,606,712,396,232,363,237,123,2668,111,161,101,59,76,42,27,587,125,199,106,46,76,47,23,630,227,373,228,135,216,128,74,1379,3,3,0,0,0,0,0,15,1078,1456,832,474,731,460,246,5273,27,50,49,20,49,25,19,241,3,6,7,9,13,14,0,59,4,15,10,11,10,3,0,59,15,35,26,23,32,12,7,154,0,0,0,0,0,0,0,3,45,109,100,69,108,51,33,517,1128,1560,938,542,836,515,277,5795
POA2076,408,549,358,250,310,210,122,2206,137,191,112,67,84,50,25,664,162,204,105,69,89,49,21,703,439,540,404,276,408,224,107,2392,0,3,0,0,3,0,0,8,1142,1492,983,660,898,526,274,5975,24,44,43,30,55,40,18,255,8,16,11,10,18,8,0,64,3,9,12,3,12,4,5,52,26,41,35,25,48,28,19,224,0,0,0,0,0,0,0,6,66,113,102,69,129,77,51,606,1199,1604,1091,729,1024,607,327,6579
POA2077,1526,1295,535,288,373,247,140,4406,178,169,74,53,79,40,15,611,199,191,94,74,65,31,22,671,573,603,322,181,268,127,64,2132,12,3,0,3,3,0,0,27,2486,2258,1031,596,789,453,243,7842,54,130,82,67,100,76,32,539,14,26,24,21,25,10,8,128,12,20,23,20,18,13,9,116,29,82,53,48,84,31,24,346,3,3,0,0,3,0,0,11,117,257,178,159,229,129,74,1147,2605,2512,1215,751,1015,580,314,8990
POA2079,94,107,62,37,61,42,25,423,32,51,29,19,16,12,3,162,66,58,41,14,31,12,3,224,203,251,130,102,86,50,28,848,0,3,4,0,0,0,0,9,390,469,257,181,196,119,60,1669,3,0,4,6,8,11,3,38,0,5,8,4,7,3,3,36,7,13,3,3,3,0,0,32,4,29,26,15,14,6,6,100,0,0,3,0,0,0,0,3,17,48,42,27,35,17,17,206,407,516,301,209,232,137,75,1873
POA2080,14,31,8,13,15,8,3,92,6,4,5,3,5,0,4,34,17,16,4,3,11,4,0,59,59,71,38,27,33,18,8,239,0,0,0,0,0,0,0,0,99,124,53,46,58,32,15,425,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,5,3,3,3,29,0,0,0,0,0,0,0,0,3,15,3,10,3,8,3,36,102,132,61,48,61,37,18,463
POA2081,52,65,37,31,34,27,17,256,34,51,31,17,40,8,5,197,51,35,16,18,35,11,5,170,181,227,125,80,112,48,26,790,0,0,0,0,0,0,0,6,321,383,211,149,216,94,49,1419,0,6,3,3,6,3,3,16,3,10,3,3,4,3,0,21,0,0,3,0,3,4,0,9,9,10,12,11,17,3,8,67,0,0,0,0,0,0,0,3,12,27,22,19,26,10,6,120,324,409,228,165,250,105,57,1542
POA2082,60,50,37,19,25,9,4,204,36,58,34,17,20,12,4,182,56,32,16,13,20,10,6,154,211,249,138,84,120,42,16,864,3,3,0,0,3,0,0,12,372,386,222,138,196,69,31,1407,3,3,4,0,3,0,3,16,0,8,9,7,4,3,0,31,0,0,0,3,3,0,0,9,4,13,19,15,22,12,0,76,0,0,3,0,0,0,0,4,11,31,34,20,28,10,3,134,379,418,249,154,220,78,35,1539
POA2083,7,15,4,3,8,4,0,36,6,7,3,3,0,3,0,29,3,10,3,0,0,3,0,26,23,26,25,13,18,11,3,119,0,0,0,0,0,0,0,0,42,65,43,18,27,16,0,217,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,7,0,0,0,0,0,0,0,3,7,7,3,4,5,4,0,36,0,0,0,0,0,0,0,0,7,11,7,12,5,6,0,45,48,75,53,25,35,20,0,264
POA2084,23,50,22,16,27,7,5,154,25,29,23,9,14,10,3,108,12,25,19,10,22,14,4,97,109,122,78,60,84,31,12,499,0,0,0,0,3,0,0,0,167,232,141,91,148,59,28,868,0,3,7,3,3,0,0,15,0,3,3,0,3,0,0,10,0,0,0,0,4,0,0,5,6,7,7,3,8,0,5,34,0,0,0,0,0,0,0,0,10,10,14,11,12,4,9,68,178,241,160,102,165,64,33,932
POA2085,124,197,110,87,117,56,33,719,82,123,74,47,57,16,8,409,66,82,52,30,52,20,13,311,269,381,203,141,183,90,46,1316,5,5,3,0,0,0,0,20,546,784,441,304,408,190,95,2763,4,18,10,7,8,9,3,59,0,9,9,3,6,5,0,37,0,11,7,0,11,3,0,37,12,37,17,11,26,15,9,123,0,5,0,0,0,0,0,5,19,71,40,22,58,35,15,249,567,857,480,319,462,225,103,3015
POA2086,151,223,137,97,145,83,38,869,124,184,95,60,56,30,18,567,122,145,74,37,54,29,10,477,434,502,280,181,204,104,38,1736,4,5,0,0,0,0,0,9,826,1057,589,375,457,243,106,3660,8,10,11,13,12,9,15,75,0,19,16,14,16,4,4,73,4,11,4,5,9,4,3,35,18,33,27,23,28,12,6,147,0,6,0,0,0,0,0,7,29,80,57,48,66,29,27,337,852,1136,644,429,525,276,129,3997
POA2087,153,302,166,104,151,88,40,1007,96,180,109,63,71,35,14,565,100,163,82,45,63,29,13,490,283,421,243,136,201,81,24,1391,0,0,0,0,0,3,0,3,633,1067,593,340,486,236,91,3454,3,18,17,11,22,10,6,86,6,18,16,6,10,5,4,59,0,6,12,7,6,5,3,39,15,23,26,25,33,18,13,152,0,0,0,0,0,0,0,3,26,68,62,47,66,37,26,341,658,1139,658,387,558,273,123,3796
POA2088,423,477,253,149,220,98,48,1670,190,201,119,71,110,67,26,798,195,205,96,59,88,56,18,724,486,640,374,219,320,197,118,2367,3,3,0,0,0,0,0,5,1307,1525,846,505,739,421,219,5560,18,36,60,41,54,30,12,236,9,23,13,15,20,13,12,110,9,23,15,16,17,17,7,101,17,53,52,42,64,37,22,289,4,4,4,0,4,0,0,11,63,135,138,109,157,92,52,746,1366,1658,988,613,892,520,275,6312
POA2089,199,164,66,31,44,27,10,546,82,43,19,14,9,5,0,176,71,36,22,10,17,14,8,178,189,138,55,25,34,21,14,473,0,0,0,0,0,0,0,3,537,381,162,81,110,69,28,1366,8,25,14,11,12,7,8,79,13,15,10,3,13,4,3,62,6,16,4,6,9,3,6,45,18,22,13,9,19,5,3,96,0,0,0,0,0,0,0,0,44,81,47,22,49,18,19,272,585,460,212,102,154,89,48,1645
POA2090,244,197,89,53,58,30,14,690,108,84,38,21,29,13,9,297,110,76,36,20,23,12,14,299,268,172,67,64,68,41,21,696,4,3,0,0,0,0,0,7,731,528,235,157,175,95,66,1995,12,18,10,15,19,7,3,82,10,15,11,5,11,4,7,67,8,7,9,8,8,3,3,43,13,21,20,15,19,20,17,118,0,0,0,0,0,0,0,0,39,64,46,43,53,39,29,314,775,591,276,203,233,137,91,2307
POA2092,145,182,101,68,78,35,18,630,69,99,44,25,33,32,11,313,47,86,52,25,25,20,19,277,166,255,155,82,98,54,22,837,0,0,0,0,0,0,0,0,425,620,355,208,242,140,67,2059,3,18,13,3,12,0,3,47,0,8,3,5,9,5,3,39,0,7,4,4,6,4,3,22,5,21,18,3,17,4,6,72,0,0,0,0,0,0,0,3,13,49,35,15,36,17,10,186,437,675,387,225,279,158,76,2240
POA2093,467,501,262,165,168,86,34,1679,243,270,116,56,86,25,26,821,215,224,127,62,76,50,26,784,571,702,365,233,280,136,74,2361,4,7,3,0,0,0,0,16,1498,1699,881,514,618,299,158,5662,19,35,27,21,36,18,8,154,11,27,12,10,19,6,12,107,11,16,17,8,27,12,10,99,19,55,75,38,67,29,13,303,0,3,0,4,0,0,0,6,58,142,132,85,147,66,37,676,1555,1840,1016,600,764,361,196,6339
POA2094,108,79,33,26,22,12,0,282,64,37,14,14,14,8,4,152,58,51,18,8,16,8,3,157,140,129,65,43,49,23,14,472,0,0,0,0,0,0,0,0,371,296,136,94,105,50,26,1065,7,13,3,3,9,3,6,36,5,7,3,0,11,5,3,32,0,3,10,0,6,7,0,22,3,13,13,7,8,3,0,46,0,0,0,0,0,0,0,3,12,39,26,12,34,16,10,142,386,333,164,106,138,61,34,1207
POA2095,310,212,71,33,62,18,5,707,102,88,23,14,38,15,3,277,126,93,39,20,30,10,5,323,223,183,106,77,94,52,29,761,3,4,4,0,0,0,0,10,763,573,242,138,216,97,43,2077,10,18,5,10,15,4,0,59,3,16,11,5,8,6,7,58,7,17,7,3,10,6,3,54,5,30,18,17,30,19,12,134,0,3,0,0,0,0,0,3,29,80,45,38,66,30,18,305,793,655,284,183,280,127,64,2388
POA2096,233,194,93,41,55,26,9,652,131,121,75,46,52,17,8,443,114,120,56,25,45,23,7,388,413,375,203,136,157,68,37,1391,0,3,3,0,3,0,0,8,881,821,423,254,313,128,62,2883,14,19,12,8,10,9,3,63,12,22,6,6,7,0,0,44,17,13,15,3,9,3,0,63,19,45,35,14,29,12,5,158,0,4,0,0,0,0,0,7,61,96,69,34,49,25,10,336,945,918,489,292,362,150,69,3225
POA2097,132,183,100,62,81,41,16,617,116,122,88,58,60,32,9,473,128,130,63,38,46,21,18,440,464,509,278,211,274,122,62,1932,0,0,0,0,0,0,0,0,840,942,529,365,466,220,98,3462,5,9,12,6,11,3,4,55,10,32,21,6,8,4,10,86,4,18,9,11,17,9,0,62,31,57,38,25,47,16,8,217,0,0,0,0,0,0,0,3,52,117,78,47,84,31,17,418,893,1058,605,412,550,246,121,3885
POA2099,722,644,345,185,276,164,77,2408,312,228,139,59,77,31,13,855,364,277,116,67,93,43,24,987,917,935,493,313,387,157,68,3269,5,3,5,7,3,0,0,26,2323,2077,1095,621,835,393,185,7538,39,48,51,32,54,43,15,291,33,48,26,30,37,17,5,188,25,47,25,24,29,15,5,178,67,111,104,65,91,33,16,487,15,11,4,4,4,0,0,38,171,272,215,151,212,105,52,1173,2490,2347,1310,780,1052,502,237,8711
POA2100,315,411,171,121,162,96,56,1330,175,190,125,68,81,35,18,687,164,192,91,51,72,23,22,611,612,651,349,217,294,117,57,2295,0,7,0,0,4,0,0,17,1265,1449,734,460,617,274,152,4947,9,30,12,11,32,15,14,128,7,20,11,18,24,10,5,95,9,19,6,9,11,3,4,60,32,47,39,36,56,20,9,233,0,0,0,0,3,0,0,3,50,112,73,73,124,56,33,519,1313,1565,804,526,740,327,179,5461
POA2101,172,146,73,55,72,28,16,554,154,142,68,46,51,25,5,489,181,136,72,21,43,17,9,489,619,556,326,206,230,108,52,2108,0,3,6,0,0,0,0,8,1122,995,541,326,398,177,88,3644,7,17,10,10,13,0,0,51,22,29,27,13,14,4,0,109,8,11,7,6,14,6,0,54,35,66,59,33,52,28,9,282,5,4,3,0,0,0,0,15,75,120,109,61,96,32,16,512,1192,1111,651,392,494,208,106,4152
POA2102,106,127,64,32,62,18,19,430,64,55,25,11,15,10,3,187,67,77,25,15,20,9,0,211,244,287,154,69,103,36,12,913,0,0,0,0,0,0,0,7,480,557,270,131,199,75,33,1750,6,3,3,3,9,3,0,34,9,23,9,3,3,6,0,50,3,3,6,3,9,3,3,34,17,28,35,21,41,17,9,160,0,3,0,0,0,0,0,3,31,59,55,33,59,23,12,275,516,619,326,162,258,96,50,2022
POA2103,83,110,57,38,54,28,11,383,64,71,41,17,39,8,5,244,68,70,41,17,29,18,9,254,306,351,176,125,149,76,36,1216,0,3,0,0,0,0,0,4,515,610,312,201,273,127,69,2104,3,7,0,6,14,3,4,41,8,16,12,9,13,5,0,59,3,4,3,0,12,0,0,27,11,50,17,20,35,16,11,156,3,3,0,0,3,0,0,11,24,81,35,33,79,25,13,291,541,693,342,237,349,153,82,2396
POA2104,13,26,18,14,16,11,7,105,12,20,19,10,17,3,0,87,20,21,8,3,8,8,3,70,49,87,50,38,41,32,15,308,0,0,0,0,0,0,0,0,96,149,96,68,91,48,21,568,0,0,0,0,0,0,0,7,0,0,4,3,0,3,0,8,0,0,3,3,3,0,0,12,0,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,7,9,5,8,4,4,47,99,165,108,75,95,50,29,614
POA2105,10,16,16,8,12,7,3,75,4,10,11,7,5,6,0,44,12,11,3,8,9,9,0,50,26,43,36,18,27,7,7,153,0,0,0,0,0,0,0,0,51,83,61,41,54,26,12,318,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,8,9,5,7,0,0,31,0,0,0,0,0,0,0,0,4,15,7,5,10,4,0,46,53,95,72,46,60,23,13,360
POA2106,39,71,43,31,52,22,15,282,53,77,33,27,32,11,8,255,68,64,38,21,22,14,10,239,270,292,188,124,157,82,55,1163,0,0,0,0,0,0,0,0,433,510,308,210,262,127,86,1936,3,7,8,7,7,3,3,30,5,18,16,7,7,3,0,57,3,7,5,5,3,3,5,30,30,49,30,25,33,16,10,189,0,5,0,0,0,0,0,6,40,84,52,46,47,23,24,319,478,592,361,250,314,154,105,2257
POA2107,89,163,90,67,99,29,10,551,110,145,88,56,65,25,15,501,113,136,74,45,71,28,6,467,396,485,305,188,246,90,53,1757,0,0,3,5,6,0,0,20,710,929,556,349,488,175,84,3292,3,19,11,4,13,7,4,61,15,20,9,6,12,5,4,66,10,14,11,11,12,4,3,68,18,41,21,31,41,20,16,180,0,3,0,0,0,0,0,11,46,96,49,48,79,38,23,379,759,1023,605,401,569,209,105,3669
POA2108,0,5,11,5,5,0,4,29,4,7,9,3,3,0,0,34,6,11,3,0,0,0,4,26,20,28,12,9,13,6,5,97,0,0,0,0,0,0,0,0,39,54,29,15,26,9,14,186,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0,0,0,3,0,0,3,3,3,4,6,4,3,0,19,0,0,0,0,0,0,0,3,7,3,5,15,8,7,0,36,49,58,36,27,30,16,14,223
POA2109,61,35,7,3,10,6,3,129,3,0,3,0,0,0,0,5,4,0,0,0,0,0,0,5,10,3,0,0,3,3,0,26,0,0,0,0,0,0,0,0,82,41,14,3,14,8,6,169,9,5,0,0,7,6,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,3,7,10,0,37,89,45,18,8,19,21,7,210
POA2110,76,93,48,29,62,40,17,371,63,112,62,43,49,21,12,374,72,78,38,33,40,26,15,293,238,317,209,132,159,114,57,1219,3,3,0,0,0,0,0,4,452,604,358,230,308,205,102,2259,7,16,13,7,12,5,4,63,0,12,10,3,4,0,3,36,3,5,5,0,7,7,6,35,12,27,20,6,7,6,10,88,0,0,0,0,0,0,0,7,24,57,47,23,30,20,30,230,476,663,407,248,335,225,131,2487
POA2111,174,143,74,50,78,46,34,610,103,93,71,42,51,29,10,411,129,104,51,19,41,22,8,378,368,405,229,131,165,112,59,1463,0,0,0,0,3,0,0,5,779,755,428,250,334,213,112,2870,10,19,11,12,18,9,5,86,5,12,11,12,8,5,6,66,7,17,4,5,14,5,4,59,19,41,30,20,29,13,7,152,4,0,0,0,0,0,0,3,40,87,57,54,78,35,23,368,819,841,486,302,412,247,134,3241
POA2112,906,692,314,220,342,223,132,2826,183,197,107,37,66,31,17,635,181,153,83,42,67,37,10,575,544,593,390,234,302,183,77,2314,7,0,0,3,0,0,3,20,1821,1630,890,537,775,469,242,6367,60,81,48,37,58,51,41,377,17,34,12,20,32,8,7,130,13,22,9,14,14,5,10,72,46,79,38,33,57,35,22,310,0,6,0,0,0,0,0,9,138,211,115,104,154,104,75,901,1955,1847,1008,642,931,575,315,7265
POA2113,528,381,192,128,156,118,68,1570,89,103,58,36,48,26,8,376,113,130,51,26,33,28,10,393,319,309,196,125,149,60,40,1201,3,6,3,0,3,0,0,8,1061,927,493,309,389,232,123,3544,24,34,16,11,23,33,28,167,5,7,8,3,13,10,0,51,10,14,8,4,3,0,0,37,16,28,24,15,24,22,16,141,3,0,0,0,0,0,0,8,55,82,58,34,61,60,41,404,1118,1010,555,348,455,296,167,3946
POA2114,862,549,225,125,213,172,124,2272,90,125,61,24,40,23,14,374,152,120,65,25,36,24,10,430,323,360,209,112,159,72,39,1274,3,0,0,3,0,0,0,16,1431,1155,553,292,447,292,189,4361,52,72,37,30,50,41,33,317,4,7,6,10,6,6,3,46,11,6,9,7,12,7,3,47,30,44,27,20,30,20,8,175,0,0,0,0,3,0,0,13,97,135,79,63,97,78,41,599,1533,1290,631,355,548,364,233,4956
POA2115,297,223,131,67,129,98,43,986,79,53,37,17,16,10,4,215,74,60,32,20,25,8,0,232,315,245,101,67,88,32,16,858,5,3,0,0,0,0,0,5,763,583,299,175,251,156,61,2290,10,17,21,16,27,17,16,129,14,7,11,9,4,3,0,51,7,12,0,4,3,3,3,34,21,53,29,31,29,6,5,181,3,4,0,0,0,0,0,11,54,95,65,61,72,35,26,408,820,675,367,237,326,188,89,2699
POA2116,179,163,84,60,117,78,31,717,44,25,12,11,8,7,3,113,43,25,19,3,6,3,0,101,107,141,68,48,36,25,12,435,3,3,0,0,0,0,0,9,380,363,184,123,169,115,46,1375,9,21,13,14,22,11,17,104,5,0,7,3,3,0,3,28,5,3,7,5,8,0,0,38,20,32,20,13,10,12,3,106,3,3,0,0,3,0,0,12,45,61,44,37,44,23,27,284,421,425,231,157,214,133,78,1657
POA2117,668,604,255,198,301,257,135,2414,100,102,41,36,41,32,11,367,111,108,43,37,27,19,10,360,313,339,200,112,167,96,46,1271,4,4,0,0,0,0,0,10,1195,1154,546,376,537,403,204,4421,42,68,44,31,63,57,23,331,32,15,9,11,11,3,3,92,11,22,13,13,18,3,4,76,43,74,46,43,42,24,11,273,0,6,0,0,0,0,0,5,127,181,108,96,130,94,42,779,1323,1342,652,474,667,498,238,5201
POA2118,967,1071,482,297,507,453,203,3977,55,51,41,33,39,21,6,249,102,88,40,22,33,26,9,320,223,246,150,99,149,95,35,1001,3,6,4,0,4,0,0,18,1346,1459,712,451,730,596,258,5561,52,104,59,56,94,71,41,475,15,14,9,3,9,3,0,50,3,11,7,6,10,12,3,58,23,35,29,23,36,13,12,171,3,0,0,0,3,0,0,10,98,165,114,90,145,98,56,766,1446,1627,825,547,878,695,312,6326
POA2119,211,305,195,105,155,133,67,1173,32,61,41,27,38,21,15,236,67,85,38,23,46,34,7,297,186,298,197,129,187,140,89,1233,0,0,0,0,0,0,0,7,497,753,474,281,431,330,183,2948,14,24,20,11,18,20,13,120,0,8,3,4,8,8,0,28,0,5,4,3,9,7,0,28,4,15,25,15,19,9,9,93,0,0,0,0,0,0,0,3,19,58,51,32,44,44,24,272,517,813,527,308,472,369,202,3217
POA2120,418,414,215,146,245,192,87,1717,120,158,91,52,84,45,18,565,126,150,72,39,58,46,12,504,472,579,326,216,303,189,91,2169,12,3,3,0,0,0,0,19,1139,1296,705,449,691,470,215,4976,5,19,13,13,34,25,17,141,6,6,12,18,11,9,0,52,3,12,5,15,16,8,4,57,21,53,34,28,54,33,18,238,0,0,0,0,0,3,0,6,32,89,70,76,115,77,35,496,1173,1387,772,522,812,542,258,5470
POA2121,948,1011,483,315,510,407,221,3900,86,99,57,39,58,25,20,389,89,108,53,38,48,40,15,392,267,331,221,164,230,160,95,1473,3,4,0,0,0,0,0,16,1404,1549,825,552,848,629,351,6168,49,113,56,74,91,88,51,523,3,7,10,10,15,4,3,53,5,9,3,5,9,6,5,47,16,27,28,27,33,15,4,157,0,0,0,0,0,0,0,5,75,158,105,116,152,115,66,785,1478,1708,932,673,1004,745,415,6952
POA2122,1048,902,372,255,393,326,223,3521,87,78,41,31,39,17,12,295,152,126,46,21,35,19,14,414,245,263,137,93,121,84,55,995,5,3,0,0,3,0,3,17,1534,1371,597,399,593,452,302,5244,73,100,79,55,70,75,38,485,9,24,9,3,12,11,8,70,9,16,9,6,12,9,7,67,22,40,19,20,30,10,9,154,4,0,0,0,0,0,0,3,115,177,118,86,123,100,60,784,1649,1545,718,485,713,556,359,6029
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
