POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,31,21,6,6,0,0,108,0,0,0,0,0,0,0,3,33,31,19,7,12,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,0,7,0,0,25,0,0,0,5,0,0,0,4,4,10,8,7,9,0,0,28,41,41,29,11,17,3,0,141
POA2360,40,35,33,35,33,3,0,173,20,32,6,3,3,0,0,59,17,8,13,7,12,3,0,61,559,546,306,186,271,39,9,1912,3,3,0,0,0,0,0,9,641,622,358,227,313,40,8,2214,0,3,3,4,0,0,0,10,6,7,7,0,6,0,0,26,0,8,4,7,13,5,0,41,212,254,141,99,93,14,0,813,16,9,8,10,6,0,0,51,237,283,169,117,120,23,0,943,880,902,527,347,435,60,6,3159
POA2361,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,9,29,35,16,14,3,0,104,0,0,0,0,0,0,0,0,18,34,33,16,19,3,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,8,10,13,9,0,0,54,0,0,0,0,0,0,0,0,12,11,10,10,9,0,0,57,33,48,46,25,23,5,0,180
POA2365,5,4,3,3,3,3,0,18,8,5,0,4,0,0,0,19,4,3,3,0,4,0,0,16,159,198,110,53,71,12,0,603,0,0,0,0,0,0,0,0,176,211,115,63,73,12,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,32,47,19,14,13,0,0,135,0,0,0,0,0,0,0,4,30,47,23,14,25,3,0,152,207,263,138,77,99,14,0,801
POA2369,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,25,30,17,14,18,0,0,107,0,0,0,0,3,0,0,3,25,34,17,19,23,0,0,118,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,12,6,9,3,0,53,3,0,0,0,0,0,0,6,14,21,16,3,9,3,0,65,40,57,31,25,30,3,0,188
POA2370,12,6,5,3,4,0,0,30,8,7,8,0,8,0,0,28,8,12,3,0,3,3,0,32,248,271,164,106,126,22,3,932,3,0,0,0,0,0,0,6,281,298,181,113,137,24,4,1029,0,0,0,0,4,0,0,4,7,5,4,3,0,0,0,20,3,7,0,0,3,0,0,13,87,101,68,32,48,7,5,341,0,8,11,3,5,0,0,27,94,118,85,45,55,7,5,403,377,414,259,157,193,23,9,1433
POA2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,23,21,19,13,5,0,107,0,0,0,0,0,0,0,0,27,31,27,15,13,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,4,4,0,0,32,0,0,0,0,0,0,0,0,7,8,9,4,4,0,0,38,31,36,30,22,21,9,0,149
POA2372,0,0,0,0,3,0,0,12,4,12,4,0,0,0,0,16,3,11,4,5,4,0,0,25,131,154,94,61,77,3,0,522,5,3,0,0,0,0,0,11,149,179,106,64,85,3,3,586,3,3,0,0,0,0,0,11,0,7,0,0,0,0,0,9,0,4,0,0,4,0,0,11,39,54,25,29,28,3,0,173,4,0,0,0,0,0,0,10,44,74,32,27,31,3,3,209,195,250,134,90,117,6,3,794
POA2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,18,10,7,7,3,0,59,0,0,0,0,0,0,0,0,9,25,10,7,7,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,24,12,9,7,3,0,65
POA2380,22,26,14,4,11,0,0,72,23,7,5,3,3,0,0,37,19,17,0,3,6,0,0,50,512,506,248,155,184,29,0,1629,3,7,0,0,0,0,0,15,575,566,268,164,200,29,0,1804,0,0,0,0,0,0,0,6,3,0,5,3,3,0,0,17,5,0,0,0,0,0,0,3,146,142,77,52,58,13,3,485,4,8,3,8,0,0,0,23,158,152,81,63,63,13,3,531,736,712,350,224,262,43,4,2339
POA2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,42,46,25,11,14,0,0,142,0,0,0,0,0,0,0,3,49,48,25,13,13,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,12,6,4,0,0,67,0,3,0,0,0,0,0,4,20,31,15,3,4,0,0,73,69,78,36,20,17,3,0,230
POA2382,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,11,0,4,0,0,0,0,0,7,31,61,27,15,17,4,0,151,0,6,0,0,0,0,0,5,36,73,26,16,17,4,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,31,9,10,15,0,0,77,0,0,0,0,0,0,0,0,24,30,9,10,13,0,0,88,58,106,37,20,37,4,0,260
POA2386,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,23,9,7,6,0,0,60,0,0,0,0,0,0,0,0,11,33,7,7,6,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,34,10,7,9,0,0,71
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,0,0,0,0,28,0,0,0,0,0,0,0,0,8,16,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,0,0,0,0,28
POA2388,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,125,136,75,34,38,10,0,412,3,0,3,0,0,0,0,6,134,139,76,33,37,10,0,436,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,4,37,34,18,15,13,0,0,121,7,0,0,0,0,0,0,10,53,39,23,18,15,0,0,145,183,178,100,54,55,12,0,581
POA2390,9,14,7,3,3,0,0,41,6,9,7,8,3,0,0,40,16,10,0,3,3,0,0,34,371,430,219,119,162,23,7,1338,0,3,4,0,3,0,0,8,410,464,243,135,175,30,7,1458,0,0,0,0,0,0,0,0,10,3,5,0,6,0,0,23,0,0,0,0,0,0,0,0,118,140,62,26,45,4,0,396,0,3,0,0,0,0,0,4,122,147,69,30,50,4,0,421,534,610,312,167,221,28,6,1877
POA2395,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,12,7,4,13,3,0,56,0,0,0,0,0,0,0,0,17,12,7,4,19,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,7,0,0,24,0,0,0,0,0,0,0,0,4,3,4,4,8,0,0,30,18,23,9,14,24,3,0,91
POA2396,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,18,31,21,12,12,4,0,91,0,0,0,0,0,0,0,0,23,31,23,7,12,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,19,11,6,9,0,0,65,0,0,0,0,0,0,0,0,10,25,11,6,6,0,0,67,32,50,37,19,18,3,3,167
POA2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,25,25,13,3,3,0,0,67,0,0,0,0,0,0,0,0,25,32,12,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,17,0,3,0,0,0,0,0,7,3,5,3,0,0,0,0,16,31,36,12,6,4,0,0,92
POA2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,4,0,3,0,0,42,0,0,0,0,0,0,0,0,16,15,4,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,4,0,3,0,0,42
POA2399,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,28,15,6,3,3,0,74,0,0,0,0,0,0,0,0,28,33,15,6,3,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,3,0,4,4,0,0,22,0,0,0,0,0,0,0,0,9,10,3,4,4,0,0,26,34,38,12,9,6,3,0,103
POA2400,29,29,5,4,9,3,0,76,7,21,6,4,7,0,0,49,26,22,6,4,6,0,0,59,437,380,209,78,112,8,0,1225,0,8,0,4,0,0,0,12,507,447,230,98,134,13,3,1431,3,0,3,0,4,0,0,5,0,0,0,0,0,0,0,8,8,0,0,0,4,0,0,13,179,206,95,58,55,3,0,599,11,11,12,3,3,0,0,41,195,229,108,62,67,3,0,665,705,674,334,159,203,11,5,2090
POA2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,12,7,0,0,0,57,0,0,0,0,0,0,0,0,15,25,12,7,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,9,15,28,12,4,0,0,0,69
POA2402,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,7,79,62,34,21,44,6,0,245,0,0,0,0,0,0,0,0,85,63,43,26,44,6,0,264,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,23,23,14,14,9,0,0,84,0,0,0,0,0,0,0,0,28,30,15,16,12,0,0,95,112,94,60,39,52,10,0,362
POA2403,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,0,0,3,33,32,20,18,10,0,0,116,0,3,0,0,0,0,0,3,36,44,29,18,10,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,3,4,0,0,25,0,3,0,0,0,0,0,3,13,9,0,3,4,0,0,24,43,49,29,20,12,0,0,156
POA2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,10,52,64,30,13,18,0,0,183,0,0,0,0,0,0,0,0,55,72,30,13,18,0,0,197,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,18,10,6,0,0,61,0,0,0,0,0,0,0,0,15,13,18,10,6,0,0,70,70,81,45,29,30,0,0,259
POA2405,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,33,15,3,3,0,0,62,0,0,0,0,0,0,0,0,17,33,16,3,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,10,22,38,15,7,4,0,0,83
POA2406,0,3,0,3,0,0,0,7,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,46,42,20,3,4,0,0,115,3,0,0,0,0,0,0,5,58,51,19,6,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,7,9,3,0,0,36,0,0,0,3,0,0,0,5,7,14,7,11,3,0,0,40,68,62,30,11,10,0,0,177
POA2408,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,25,11,6,6,0,0,72,0,0,0,0,0,0,0,0,24,27,8,6,12,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,24,30,13,6,14,0,0,89
POA2409,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,8,34,39,32,12,11,0,0,135,3,0,0,0,0,0,0,10,39,41,35,16,17,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,28,30,14,16,0,0,121,0,0,0,0,0,0,0,3,39,28,30,14,16,0,0,127,83,66,62,34,32,0,0,275
POA2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,9,10,4,3,0,0,0,33,0,0,0,0,0,0,0,0,9,14,10,9,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,14,13,10,5,4,0,0,44
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,18,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,0,0,0,0,20
POA2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,15,9,9,0,0,66,0,0,0,0,0,0,0,0,11,18,18,10,9,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,17,20,21,15,11,4,0,76
POA2420,0,0,0,0,4,0,0,7,9,8,10,0,5,0,0,28,0,11,8,3,0,0,0,21,130,131,75,65,97,19,10,534,0,0,0,0,3,0,0,4,138,155,92,75,107,26,11,593,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,5,0,3,0,0,0,0,0,6,39,59,24,28,20,3,0,174,0,3,0,0,0,0,0,8,37,71,26,26,23,3,0,193,178,224,121,103,130,26,9,784
POA2421,0,0,0,0,0,0,0,5,3,11,7,0,6,0,0,26,3,3,0,0,0,0,0,9,82,114,49,43,46,11,4,347,0,0,0,0,0,0,0,3,85,129,52,46,55,11,4,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,11,4,7,3,0,0,39,3,0,0,0,0,0,0,3,11,16,10,6,5,0,0,48,95,144,63,54,58,14,4,437
POA2422,9,4,8,3,3,0,0,26,5,3,3,3,3,0,0,29,19,12,9,4,5,0,0,55,156,175,94,65,75,10,0,575,0,0,0,0,0,0,0,4,188,200,119,83,84,11,0,688,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,22,0,0,0,0,3,0,0,6,36,60,49,25,40,0,0,205,3,0,0,0,0,0,0,5,42,65,48,31,50,7,0,244,232,259,169,111,138,20,0,929
POA2423,0,3,0,3,0,0,0,9,3,8,3,0,0,0,0,8,0,4,3,0,3,0,0,12,64,67,53,33,46,5,4,276,0,0,0,0,0,0,0,3,68,77,58,36,53,5,4,311,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,6,34,44,19,16,27,3,0,146,3,3,0,0,0,0,0,4,38,51,24,17,25,3,0,164,106,130,84,57,80,12,5,473
POA2424,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,12,8,14,4,3,0,0,39,0,0,0,0,0,0,0,0,11,13,15,3,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,28,0,0,0,0,0,0,0,0,3,7,3,3,3,0,0,30,16,20,20,15,8,0,0,79
POA2425,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,17,0,4,0,0,0,0,0,6,62,93,52,37,43,3,3,293,0,0,0,0,0,0,0,0,66,99,55,34,45,3,3,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,9,4,4,0,0,54,3,0,0,0,0,0,0,3,13,19,13,4,5,0,0,59,80,120,73,45,47,9,4,379
POA2426,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,3,0,0,0,0,0,3,29,28,16,10,12,4,0,98,0,0,0,0,0,0,0,0,32,28,19,16,14,4,0,108,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,4,5,7,3,5,5,0,0,24,0,0,0,0,0,0,0,0,5,8,11,4,8,0,0,33,34,39,30,22,19,4,0,143
POA2427,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,12,0,4,0,0,3,0,0,12,47,69,41,29,27,5,3,224,0,0,0,0,0,0,0,3,52,76,48,28,34,12,4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,15,18,10,22,0,4,89,4,0,0,0,3,0,0,8,20,15,21,12,27,0,4,96,73,89,66,43,57,9,8,347
POA2428,29,32,14,11,14,0,3,102,34,41,15,12,28,6,3,148,46,37,23,14,18,5,0,146,522,566,350,236,318,49,9,2057,7,0,5,3,3,3,0,15,635,683,408,273,386,63,18,2459,3,6,3,3,8,0,0,27,12,23,12,16,15,0,0,72,8,14,3,6,7,0,0,45,222,307,193,126,161,19,4,1040,12,17,8,10,10,0,0,55,258,372,222,159,202,22,3,1235,891,1054,633,426,586,83,23,3696
POA2429,0,12,8,0,3,0,0,32,17,17,7,8,12,0,0,58,13,20,7,6,18,0,0,59,282,356,191,117,176,32,3,1169,5,8,3,0,0,0,0,14,312,410,219,133,214,39,10,1328,0,0,0,4,7,0,0,11,10,3,3,8,3,0,0,27,0,0,0,0,3,0,0,13,95,145,81,41,82,7,4,460,3,3,3,0,0,0,0,12,105,152,91,53,94,11,4,520,417,564,309,187,310,54,10,1853
POA2430,58,70,34,15,25,5,0,211,66,80,44,25,28,6,0,246,47,62,34,18,17,8,3,196,1005,1155,661,436,611,98,14,3991,15,7,5,3,8,0,0,36,1186,1373,777,503,693,122,19,4672,0,7,10,10,3,0,0,26,19,28,25,14,14,0,0,100,3,14,17,10,9,4,0,60,426,526,339,235,261,55,10,1845,22,40,18,7,6,0,0,95,469,613,406,273,297,54,14,2127,1656,1982,1183,777,997,175,31,6803
POA2431,0,7,0,0,3,0,0,10,8,6,3,3,3,0,0,27,10,9,7,3,9,0,0,34,115,139,81,51,67,12,0,469,3,0,0,0,0,0,0,11,137,163,92,59,81,12,5,546,0,0,0,0,0,0,0,0,11,9,5,0,7,0,0,24,0,3,3,0,0,0,0,5,44,48,36,30,28,3,0,191,4,4,0,0,0,0,0,10,55,62,47,29,32,3,0,230,199,220,132,94,114,18,3,779
POA2439,0,3,3,0,0,0,0,8,0,6,4,3,0,0,0,14,3,4,3,3,3,0,0,22,96,113,51,54,52,15,0,383,0,0,0,0,0,0,0,3,99,120,69,60,56,19,0,420,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,3,30,30,22,11,19,6,0,114,0,3,0,0,0,0,0,3,31,35,22,16,23,8,0,133,130,153,90,74,75,20,0,554
POA2440,26,14,8,8,14,0,0,73,26,28,16,9,15,3,0,110,28,29,28,14,19,0,6,120,570,681,405,273,366,65,10,2377,3,8,3,0,0,0,0,12,656,761,463,307,419,70,16,2687,0,0,0,3,4,0,0,5,24,23,4,9,8,0,0,60,3,13,10,8,15,0,0,56,399,452,270,163,208,19,4,1522,17,21,7,7,0,0,0,50,445,508,289,187,228,22,8,1695,1097,1266,753,490,650,96,22,4386
POA2441,3,3,3,4,5,0,4,20,3,7,9,5,5,4,0,36,15,24,6,4,0,3,0,47,131,138,112,65,69,9,0,528,0,0,3,0,0,0,0,3,149,175,131,78,83,14,5,637,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,7,0,6,6,0,0,0,0,11,34,39,25,20,31,3,0,156,0,0,0,0,0,0,0,4,33,47,32,24,33,6,0,184,184,228,168,106,112,19,5,818
POA2443,5,7,3,3,7,0,0,29,9,7,3,4,16,3,0,44,14,19,12,7,6,0,0,58,156,184,105,88,103,19,4,658,0,3,0,0,0,0,0,4,182,225,124,109,128,18,4,796,0,0,0,0,0,0,0,0,0,11,4,3,7,0,0,26,3,0,10,3,3,0,0,17,57,77,68,42,64,6,0,311,3,4,3,0,0,3,0,16,66,92,78,47,69,13,3,370,248,320,201,155,203,32,4,1161
POA2444,119,131,97,54,75,15,3,483,152,187,83,59,74,14,0,572,132,155,90,49,67,8,0,502,1335,1493,877,516,765,142,29,5156,9,0,5,0,3,0,0,20,1743,1966,1151,677,986,177,35,6742,0,12,14,6,13,0,0,52,31,55,25,29,31,3,3,181,12,29,20,18,28,4,0,110,357,511,308,246,320,55,17,1810,5,15,13,8,4,3,0,51,414,614,389,299,397,64,25,2209,2159,2584,1544,981,1392,244,56,8951
POA2445,9,11,0,7,7,3,0,31,11,23,15,9,14,5,0,77,14,13,10,9,10,5,0,61,210,252,156,130,149,30,4,931,0,0,0,0,0,0,0,6,243,301,182,153,182,43,8,1109,0,0,0,0,0,0,0,6,4,4,7,0,0,0,0,16,0,4,0,3,5,0,0,15,31,48,42,24,41,4,0,195,0,3,0,0,0,0,0,4,31,56,51,32,49,7,0,237,276,359,237,185,232,49,5,1341
POA2446,3,7,3,6,6,7,0,41,27,34,22,17,14,4,0,121,22,28,14,13,19,3,3,110,447,588,344,225,271,47,10,1937,6,3,0,0,5,0,0,19,512,661,388,258,321,65,14,2225,0,0,3,0,3,0,0,10,4,11,9,10,5,0,0,37,0,5,12,5,7,0,0,28,151,176,101,86,96,11,4,623,4,4,4,3,4,0,0,19,161,193,120,98,115,16,9,715,676,855,513,357,441,77,22,2941
POA2447,4,4,0,4,4,0,0,14,13,21,12,0,16,0,0,59,8,17,11,3,5,0,0,51,226,266,161,111,114,23,3,907,0,5,0,3,0,0,0,10,255,318,184,122,139,19,3,1049,0,3,0,0,3,0,0,3,7,3,3,0,3,0,0,16,0,0,0,0,0,0,0,3,62,113,56,45,46,11,0,329,3,3,3,0,0,0,0,9,74,122,60,47,51,11,0,364,325,436,243,168,195,29,8,1404
POA2448,12,4,3,7,7,0,0,27,10,12,12,6,7,3,0,47,12,12,13,9,9,0,0,63,213,228,134,62,119,20,5,776,0,0,0,0,0,0,0,3,239,266,168,80,138,19,4,922,3,0,0,3,0,0,0,13,13,9,11,13,9,0,0,50,8,12,3,0,7,0,0,31,123,129,79,50,66,11,3,458,3,5,3,6,4,0,0,25,151,157,98,68,80,11,3,567,397,423,262,149,223,36,11,1491
POA2449,0,3,5,0,0,0,0,9,7,5,3,7,4,0,0,26,0,0,0,0,5,0,0,8,52,60,36,28,29,4,0,209,0,0,0,3,0,0,0,3,63,74,41,38,33,4,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,44,53,40,30,19,3,0,180,4,8,0,0,0,0,0,13,45,55,39,36,19,3,0,201,103,131,82,65,57,9,3,451
POA2450,248,264,147,86,112,36,11,915,114,127,70,38,58,11,0,423,158,136,76,50,59,8,3,485,1255,1342,813,483,671,140,32,4739,15,13,11,8,6,0,0,48,1790,1878,1115,672,913,194,55,6612,37,55,58,38,55,36,19,299,28,62,27,19,33,4,0,174,17,34,32,20,23,3,0,123,330,522,304,221,270,46,12,1708,16,19,17,18,10,3,0,75,432,693,444,315,386,87,33,2381,2221,2575,1552,991,1291,279,84,8993
POA2452,30,30,22,14,22,3,0,119,56,56,38,12,20,4,0,185,29,31,13,12,25,3,3,115,455,605,281,190,237,48,23,1839,4,6,4,0,0,0,0,13,571,733,353,232,305,61,23,2281,5,6,0,6,6,7,0,32,18,20,25,10,18,3,0,93,3,11,0,14,13,3,0,42,160,230,131,103,110,26,3,762,5,16,6,3,3,0,0,30,190,279,166,133,151,40,10,965,758,1012,521,360,458,106,34,3247
