POA_CODE_2016,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2227,8,34,56,69,60,39,12,0,0,279,15,36,53,77,82,48,8,5,3,326,476,645,1372,1791,1887,1153,283,22,9,7625
POA2228,20,29,99,74,67,44,8,3,0,338,14,43,80,87,89,57,15,0,0,380,441,749,1910,2092,1933,1332,315,37,7,8830
POA2229,30,56,110,112,100,86,24,4,3,518,27,58,128,142,122,116,38,7,3,641,784,1309,2782,3295,3073,2365,614,77,10,14315
POA2230,26,58,169,98,119,69,29,3,0,570,25,59,162,145,145,117,45,9,4,722,683,1403,3947,3046,3264,2671,771,86,14,15882
POA2231,0,12,12,4,9,12,0,0,0,49,3,10,17,21,17,10,7,0,0,79,43,78,201,298,266,167,44,4,0,1101
POA2232,25,80,160,154,126,92,35,10,0,681,25,51,156,178,114,87,29,8,9,643,842,1428,3832,4109,3676,2356,646,68,11,16963
POA2233,45,94,122,154,146,92,24,0,0,679,26,60,79,119,129,82,29,0,0,528,977,1401,2638,3829,3459,2350,505,25,3,15189
POA2234,44,103,125,147,166,131,28,3,0,741,35,70,107,134,138,108,36,3,0,635,1116,1959,2736,3040,3980,3472,663,35,7,17005
POA2250,48,125,284,256,298,200,61,8,0,1283,62,119,218,270,287,185,56,16,9,1217,1737,2674,6007,6470,6963,5138,1165,139,21,30316
POA2251,25,55,97,119,133,113,27,3,0,566,29,61,87,120,147,98,32,9,7,583,961,1201,2303,3157,3651,2754,619,50,8,14712
POA2256,11,25,52,52,52,32,14,0,0,236,9,22,48,64,58,50,25,3,0,276,289,485,1072,1287,1414,1107,275,33,4,5963
POA2257,21,61,103,104,103,94,32,0,0,521,25,54,81,118,101,100,34,6,0,517,650,946,1939,2479,2773,2170,552,52,5,11574
POA2258,8,18,21,11,32,13,5,0,0,110,7,12,15,18,24,12,4,0,0,102,141,259,478,500,640,460,120,3,0,2599
POA2259,66,142,214,228,255,141,30,0,0,1075,76,102,189,201,254,173,57,9,8,1064,1792,2404,4531,5492,5958,3687,765,67,8,24693
POA2260,23,32,82,86,99,79,22,0,0,427,16,31,62,67,101,66,21,9,0,383,723,998,2043,2461,2687,1967,483,49,3,11410
POA2261,32,101,221,204,223,140,37,9,0,972,53,102,184,187,222,155,47,12,0,969,1376,2043,4516,4782,5065,3922,820,64,7,22603
POA2262,21,55,88,90,72,35,0,0,0,355,30,39,76,73,71,72,14,7,0,381,546,871,1697,1716,1821,1317,219,11,3,8197
POA2263,19,51,95,72,70,64,11,0,0,379,24,52,67,85,98,70,19,3,0,426,505,951,1802,1688,1903,1540,275,28,6,8688
POA2264,24,32,47,50,54,45,6,0,0,250,16,36,51,46,52,28,13,7,0,255,313,511,1066,1034,1207,994,244,22,3,5400
POA2265,6,7,31,24,31,18,3,0,0,120,3,16,17,23,18,21,5,0,0,100,108,224,423,478,555,400,108,16,0,2308
POA2267,0,10,5,9,13,9,3,0,0,42,0,3,3,9,18,5,0,0,0,39,41,77,167,218,243,252,63,3,0,1069
POA2278,3,7,17,24,18,9,0,0,0,82,6,0,8,10,14,10,3,0,0,51,97,109,256,284,281,231,18,0,0,1276
POA2280,39,63,69,113,134,70,23,4,0,502,16,39,53,67,93,72,22,4,0,374,816,1110,1888,2491,2966,1951,352,44,7,11634
POA2281,15,16,38,49,60,41,14,0,0,234,12,25,32,35,57,40,4,3,0,211,403,480,918,1177,1473,1089,175,17,3,5736
POA2282,21,29,47,61,63,49,11,0,0,277,13,15,22,48,43,24,12,0,0,178,520,580,1023,1508,1689,1194,276,19,0,6806
POA2283,32,40,75,81,96,62,22,3,0,416,32,41,65,75,79,61,24,12,0,388,599,801,1630,1850,2143,1834,416,48,7,9323
POA2284,12,29,44,32,44,23,4,0,0,187,4,21,36,34,38,23,15,5,0,179,274,440,867,858,1094,769,171,13,0,4489
POA2285,29,88,186,160,144,77,13,0,0,699,20,47,106,107,111,63,20,6,0,469,840,1314,3642,3494,2957,1880,260,19,0,14390
POA2286,11,10,25,22,13,16,0,0,0,99,6,5,15,18,14,13,0,0,0,77,128,135,413,369,391,251,34,4,4,1727
POA2287,41,100,183,155,122,79,17,9,0,709,25,72,124,142,108,84,26,4,0,577,924,1778,3712,3755,3389,2260,399,41,3,16253
POA2289,24,35,70,65,51,56,15,3,0,318,9,31,77,54,60,43,7,3,0,294,562,868,1945,2278,2169,1239,238,39,0,9350
POA2290,34,66,124,111,114,74,15,0,0,555,23,61,127,95,109,67,20,9,0,515,892,1391,3427,3324,3344,2373,401,53,0,15210
POA2291,13,26,45,51,41,30,12,0,0,216,14,23,47,47,46,22,9,4,0,209,383,782,1625,1505,1533,1019,207,44,3,7093
POA2292,3,4,15,10,11,5,0,0,0,48,9,7,12,3,4,0,3,0,0,36,66,135,373,287,251,157,28,0,0,1291
POA2293,3,7,8,9,7,3,0,0,0,50,0,3,5,7,7,4,3,0,0,37,40,166,449,295,213,211,36,3,0,1416
POA2294,0,7,12,9,4,7,3,0,0,44,0,10,13,13,3,4,0,0,0,38,22,103,387,211,155,108,23,0,0,1011
POA2295,3,6,25,22,23,19,4,3,0,107,5,8,25,15,13,15,6,0,0,93,129,178,520,560,572,493,109,11,0,2561
POA2296,0,8,18,9,10,4,0,0,0,46,0,0,8,10,6,4,0,0,0,31,35,123,349,214,164,118,15,0,0,1024
POA2297,0,0,10,5,3,4,0,0,0,24,0,3,8,4,9,6,0,0,0,31,27,63,194,198,180,114,11,0,0,793
POA2298,5,30,60,22,25,22,0,3,0,170,7,18,39,37,26,11,7,3,0,140,199,657,1225,855,702,540,81,15,4,4269
POA2299,16,27,32,40,38,13,5,3,0,175,9,25,42,19,33,9,6,0,0,141,274,648,1198,998,935,643,95,14,3,4796
POA2300,3,23,52,29,32,15,10,0,0,160,3,18,42,27,39,20,6,6,0,157,170,792,1930,946,967,795,240,36,5,5884
POA2302,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,3,0,0,0,6,4,58,96,42,37,40,6,0,0,284
POA2303,0,22,22,17,27,16,8,3,0,121,6,19,27,29,20,17,10,3,0,129,229,581,879,835,922,631,147,13,3,4250
POA2304,4,46,78,59,42,35,11,0,0,280,16,22,61,44,43,29,9,5,0,232,260,839,2066,1410,1289,944,152,22,0,6994
POA2305,9,24,38,39,38,27,12,0,0,189,7,8,27,36,41,29,9,9,0,164,346,551,1097,1417,1468,974,194,25,5,6067
POA2306,0,0,14,3,4,6,0,0,0,30,5,3,15,10,11,6,0,0,0,41,38,86,183,143,148,121,16,0,0,741
POA2307,5,13,35,23,6,6,3,0,0,85,4,7,16,18,11,4,3,0,0,63,83,287,464,317,260,188,30,0,0,1628
POA2308,6,14,0,0,0,0,0,0,0,22,3,4,0,0,0,0,0,0,0,6,174,272,17,0,0,0,0,0,0,460
POA2311,0,7,3,0,0,0,0,0,0,11,0,0,3,0,9,3,0,0,0,18,9,15,74,60,82,83,28,23,0,365
POA2312,0,3,3,6,13,8,0,0,0,25,0,4,7,6,11,0,0,0,0,23,40,33,67,86,171,110,24,3,0,532
POA2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,45,8,12,0,0,0,0,120
POA2315,10,10,42,45,38,26,8,0,0,185,12,19,26,44,47,50,31,0,3,224,357,413,842,1141,1324,1056,325,31,3,5492
POA2316,11,15,13,24,31,17,4,0,0,114,12,7,15,11,27,15,9,0,0,95,209,211,329,491,642,452,81,7,0,2419
POA2317,7,7,20,15,20,22,5,0,0,96,7,7,11,17,21,12,8,5,3,93,159,160,312,454,547,445,128,17,3,2233
POA2318,14,33,47,58,57,29,3,0,0,242,12,7,25,37,49,35,7,8,0,191,339,468,1000,1339,1343,802,166,32,5,5497
POA2319,6,14,19,17,18,20,5,3,0,104,0,5,19,25,20,32,7,0,0,111,110,161,400,437,570,497,95,14,3,2282
POA2320,43,108,211,147,128,93,20,3,0,754,33,54,134,126,138,95,20,10,3,618,998,1549,3416,3495,3383,2163,443,49,15,15503
POA2321,21,45,81,64,70,35,14,0,0,336,15,21,42,59,64,39,13,3,0,244,424,602,1597,1516,1461,1007,191,42,11,6857
POA2322,15,39,80,77,89,46,7,0,0,351,23,35,72,76,59,33,11,0,0,311,532,752,1860,1800,1880,1244,191,8,0,8268
POA2323,23,54,122,114,103,64,20,3,0,506,30,48,83,89,87,60,20,0,7,424,681,1058,2414,2438,2479,1748,343,31,10,11211
POA2324,23,49,77,76,99,74,28,0,0,432,22,57,52,73,81,72,20,6,0,376,527,873,1539,1651,2130,1677,415,50,3,8857
POA2325,24,71,114,97,103,52,19,3,0,496,26,53,75,83,110,71,11,11,3,450,683,1060,2136,2183,2302,1675,361,45,4,10451
POA2326,12,24,24,35,34,12,0,0,0,135,8,20,27,33,31,20,0,3,0,151,172,264,593,620,625,453,66,0,0,2796
POA2327,9,30,46,34,25,15,3,0,0,168,10,13,26,29,24,18,3,7,0,131,202,335,645,584,614,431,64,8,0,2876
POA2328,0,8,8,13,4,4,0,0,0,36,7,3,4,12,10,4,10,0,0,50,52,88,183,243,276,182,67,14,0,1112
POA2329,3,3,4,3,0,3,0,0,0,22,3,0,4,7,9,7,3,7,0,43,46,45,156,169,180,189,53,30,7,875
POA2330,29,63,102,93,94,40,4,0,0,421,19,32,54,71,84,51,13,4,0,340,593,870,1941,2055,2165,1357,298,45,4,9331
POA2331,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,7,122,120,46,13,12,3,0,0,0,314
POA2333,12,40,63,50,37,24,7,0,0,227,7,17,40,47,51,24,6,3,0,189,330,492,1282,1188,1275,804,150,16,11,5550
POA2334,5,13,23,19,15,9,0,0,0,81,3,12,16,12,10,7,0,0,0,54,64,124,322,297,226,141,24,0,4,1205
POA2335,8,19,56,38,25,10,3,0,0,164,8,7,19,19,28,22,0,0,0,95,190,239,614,719,656,420,100,8,3,2959
POA2336,3,5,12,18,7,3,0,0,0,47,3,10,10,8,17,5,0,0,0,47,62,89,237,240,265,209,61,14,0,1179
POA2337,8,13,22,25,25,12,10,3,0,121,11,6,29,31,25,21,5,3,0,133,219,268,772,781,794,617,179,36,9,3673
POA2338,0,7,3,11,3,3,0,0,0,25,0,0,3,4,0,7,0,0,0,14,18,50,70,118,129,119,51,9,0,566
POA2339,0,0,3,0,3,0,0,0,0,5,0,0,4,3,0,3,3,0,0,17,10,14,51,46,59,62,33,8,0,288
POA2340,45,101,197,195,183,143,39,5,0,914,69,76,184,160,175,134,44,23,6,873,1409,1872,4575,4365,4732,3670,928,149,18,21724
POA2341,0,3,3,3,4,4,3,0,0,18,3,0,10,9,5,3,0,0,0,32,15,34,91,88,108,102,20,3,0,466
POA2342,3,3,0,0,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,13,10,11,27,44,58,47,23,10,0,238
POA2343,7,0,8,13,22,18,3,0,0,67,3,13,8,18,11,23,13,4,0,89,85,133,341,376,487,446,156,34,10,2061
POA2344,3,0,3,0,6,0,0,0,0,8,3,0,0,7,3,0,0,0,0,15,15,23,54,66,113,80,31,6,3,388
POA2345,0,0,4,0,3,0,0,0,0,15,0,3,4,7,4,0,3,0,0,31,17,20,57,78,72,72,30,3,0,360
POA2346,3,3,11,11,9,11,3,0,0,38,3,3,6,12,16,14,3,0,0,60,59,78,163,228,243,217,79,10,3,1087
POA2347,0,0,3,0,7,3,3,0,0,13,3,3,3,0,7,3,0,0,0,23,21,32,113,90,146,145,65,25,3,647
POA2350,21,50,71,59,78,59,12,5,0,353,16,30,57,52,54,32,27,4,0,280,711,1138,2059,2005,2480,1972,523,91,11,10986
POA2351,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,74,87,9,3,0,0,0,0,0,179
POA2352,4,3,7,12,14,15,3,0,0,63,3,0,10,11,6,10,3,0,0,42,87,83,229,265,275,233,67,10,0,1246
POA2353,4,0,4,3,0,3,0,0,0,16,0,0,0,6,6,4,0,0,0,24,20,19,72,83,110,91,33,9,0,438
POA2354,4,4,6,10,10,7,3,3,0,49,0,3,4,9,5,9,10,10,3,54,72,107,210,268,376,352,207,41,10,1648
POA2355,0,0,3,3,0,0,0,0,0,9,0,3,3,0,5,3,0,0,0,16,17,17,33,41,65,73,20,4,0,275
POA2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,11,9,4,0,0,41
POA2357,4,8,7,16,7,7,3,0,0,46,4,8,8,11,20,11,6,0,0,67,55,89,214,274,355,358,115,30,8,1489
POA2358,3,3,5,4,9,14,4,0,0,46,6,0,7,11,9,16,4,0,0,58,83,109,247,302,373,354,116,23,3,1607
POA2359,0,0,0,0,0,3,0,0,0,5,0,0,3,0,3,5,0,0,0,16,6,12,33,55,57,62,16,4,0,257
POA2360,16,24,45,46,45,39,20,0,0,224,16,22,34,39,46,36,27,12,7,244,367,498,1022,1081,1279,1012,293,84,20,5652
POA2361,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,4,0,0,0,13,16,10,24,64,76,71,26,7,3,302
POA2365,3,8,11,15,8,4,0,4,0,53,3,3,8,9,14,11,15,3,0,67,70,105,259,302,352,327,162,31,12,1614
POA2369,0,0,4,0,4,7,0,0,0,13,0,0,3,0,0,0,0,0,0,9,19,21,40,43,53,54,21,3,0,253
POA2370,7,14,33,21,26,26,6,4,0,138,9,12,28,17,28,16,18,4,0,129,189,213,437,518,611,602,215,52,4,2841
POA2371,0,3,0,0,5,3,0,0,0,4,0,0,7,0,0,7,3,4,0,23,12,17,41,47,97,92,49,16,3,369
POA2372,7,4,10,12,10,6,10,0,0,53,7,6,9,12,14,16,10,0,0,74,96,94,206,318,348,488,173,34,4,1763
POA2379,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,8,8,19,34,37,36,18,3,6,165
POA2380,13,29,45,44,36,46,5,0,0,219,4,16,29,34,30,32,21,7,0,172,285,366,993,898,932,819,212,33,6,4538
POA2381,5,7,3,0,3,0,0,0,0,21,0,3,3,4,6,3,0,0,0,24,20,48,91,87,108,131,34,10,3,529
POA2382,0,3,6,5,3,3,0,0,0,21,0,0,0,5,4,3,0,0,0,11,38,48,72,122,136,85,31,13,0,541
POA2386,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,9,0,9,18,43,46,24,15,8,0,160
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,19,20,22,20,8,4,0,103
POA2388,7,4,9,11,8,5,0,0,0,43,3,7,8,4,14,8,3,5,0,49,51,76,202,202,238,201,79,19,0,1058
POA2390,21,21,36,37,45,25,15,0,0,197,16,16,45,33,38,36,9,6,0,200,251,279,760,776,869,760,229,34,7,3960
POA2395,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,12,3,9,16,30,55,37,22,4,0,176
POA2396,0,0,0,0,3,0,0,0,0,7,0,4,4,6,0,3,0,0,0,19,3,23,50,46,70,57,28,8,0,282
POA2397,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,8,5,10,33,35,29,50,18,0,0,170
POA2398,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,3,11,18,21,31,31,11,3,0,130
POA2399,3,0,3,0,4,0,0,0,0,13,0,0,3,3,4,0,0,0,0,12,13,18,49,47,73,53,13,7,0,263
POA2400,15,29,46,48,41,27,14,0,0,218,16,18,25,33,36,42,23,0,0,202,219,371,848,873,935,763,263,47,3,4321
POA2401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,13,18,34,42,26,16,8,0,165
POA2402,6,6,8,11,4,3,3,0,0,30,3,0,5,7,5,5,7,3,0,36,32,56,103,117,160,122,59,4,3,657
POA2403,5,0,3,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,17,12,21,49,38,73,57,31,9,3,287
POA2404,0,0,0,3,0,0,0,0,0,7,0,5,0,5,3,3,0,0,0,19,29,32,79,105,176,140,67,15,0,647
POA2405,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,17,3,16,46,53,53,53,23,13,0,261
POA2406,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,3,3,0,0,11,4,20,73,83,77,70,21,4,0,347
POA2408,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,19,31,36,55,32,12,3,0,198
POA2409,0,0,4,0,0,3,0,0,0,6,0,3,0,3,0,4,0,0,0,6,7,15,42,49,79,56,16,3,0,274
POA2410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,11,7,20,29,24,12,3,0,116
POA2411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,14,7,10,3,0,0,65
POA2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,9,24,27,63,27,7,0,0,156
POA2420,3,10,14,12,16,14,0,0,0,70,3,3,10,18,24,9,3,0,0,68,95,90,216,295,389,346,114,24,0,1574
POA2421,3,3,12,11,14,3,0,0,0,45,3,3,3,6,16,3,0,0,0,28,45,65,131,194,232,164,57,10,3,905
POA2422,3,13,9,11,4,9,3,0,0,56,3,3,5,15,21,19,9,6,3,84,90,126,217,307,496,439,205,34,7,1924
POA2423,0,0,3,10,4,8,0,0,0,35,4,7,11,9,12,17,3,0,0,59,51,57,116,161,294,276,80,11,3,1061
POA2424,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,8,4,6,12,24,33,35,17,6,0,146
POA2425,3,3,4,4,3,3,3,0,0,28,8,3,0,5,6,3,0,3,0,35,47,50,93,157,210,137,37,17,4,743
POA2426,0,0,0,0,0,10,0,0,0,14,0,3,3,3,0,4,0,0,0,11,20,15,38,43,63,63,13,3,0,251
POA2427,0,0,0,10,3,5,0,0,0,20,3,3,0,3,6,9,4,0,0,33,35,37,84,146,211,196,52,10,0,778
POA2428,12,29,47,71,57,64,30,4,0,305,25,18,32,47,61,60,23,11,4,272,480,467,1086,1399,1755,1693,441,48,11,7380
POA2429,8,17,26,27,32,31,10,0,0,141,10,14,18,20,33,31,13,6,0,147,201,245,496,578,905,867,244,41,9,3597
POA2430,25,41,76,102,123,81,19,3,0,469,24,40,48,61,101,79,40,13,8,422,735,894,1806,2205,2764,2512,582,71,19,11581
POA2431,3,4,8,18,10,19,5,0,0,63,6,5,8,10,10,16,3,3,0,57,88,102,210,326,392,364,93,10,0,1588
POA2439,3,5,9,13,14,8,4,0,0,58,4,4,0,3,13,9,3,0,0,33,62,71,124,208,303,210,43,8,0,1031
POA2440,13,23,35,58,60,49,11,0,0,256,29,19,59,52,64,58,19,8,0,318,479,537,1112,1323,1740,1521,417,67,13,7204
POA2441,0,12,6,10,14,9,3,0,0,66,3,7,10,7,13,14,8,0,0,70,61,118,238,293,399,431,101,18,0,1653
POA2443,3,5,14,18,25,19,5,0,0,96,3,10,14,16,21,26,3,4,4,106,114,134,322,434,677,654,136,25,3,2492
POA2444,31,65,156,153,149,103,33,3,0,693,36,39,83,110,120,86,31,16,3,526,1187,1276,3188,3827,4353,3296,762,88,7,17992
POA2445,8,9,22,15,28,25,3,0,0,108,7,4,12,21,20,17,7,0,0,88,199,139,284,539,770,505,104,10,0,2545
POA2446,12,37,49,46,56,37,9,0,0,257,15,24,31,37,43,47,17,5,0,213,311,386,751,1041,1296,1092,286,35,3,5200
POA2447,4,12,15,18,21,24,13,0,0,97,6,5,19,14,18,14,14,4,0,94,138,186,343,501,610,580,155,32,0,2544
POA2448,7,19,29,19,17,19,7,0,0,109,4,4,13,15,22,13,9,4,0,90,164,181,418,471,624,682,142,22,4,2713
POA2449,3,0,3,0,8,5,0,0,0,25,0,0,6,0,0,4,4,0,0,20,42,48,81,113,188,171,44,7,3,698
POA2450,48,81,175,142,145,109,36,0,0,737,36,65,101,133,149,111,39,16,0,658,1205,1483,3215,3630,4190,3370,823,77,7,17997
POA2452,7,20,33,49,60,40,14,3,0,219,16,12,43,55,50,35,14,0,0,218,401,508,1051,1289,1444,1095,202,14,0,6007
POA2453,3,0,3,5,8,4,0,0,0,30,4,3,3,5,15,10,9,3,0,57,55,45,106,158,264,284,129,28,3,1073
POA2454,3,7,12,26,21,21,0,0,0,93,11,4,14,19,26,32,5,3,0,115,142,127,395,605,801,730,145,34,3,2991
POA2455,0,3,7,10,7,6,0,0,0,39,0,0,3,3,6,6,3,3,3,31,57,58,143,178,284,284,66,8,3,1080
POA2456,13,18,44,24,61,44,5,0,0,210,13,25,61,49,46,38,8,0,4,245,326,416,1147,1223,1348,1229,189,15,9,5901
POA2460,18,54,96,87,121,67,24,3,0,466,23,44,58,68,86,67,27,15,3,389,651,797,1608,2082,2508,2167,500,97,18,10424
POA2462,4,3,6,5,11,5,0,0,0,29,6,3,4,4,5,9,0,0,3,32,42,60,97,143,236,226,54,9,3,872
POA2463,4,13,7,28,24,21,7,0,0,96,4,4,13,19,26,27,6,11,0,104,174,179,299,521,669,611,138,27,3,2626
POA2464,7,9,18,20,27,26,0,0,0,106,4,3,13,18,15,16,16,0,0,84,128,112,339,425,537,535,133,12,7,2230
POA2465,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,7,4,12,22,19,29,20,11,3,0,119
POA2466,0,0,0,0,3,0,0,0,0,4,0,0,0,3,6,8,4,3,0,29,20,18,44,62,105,106,28,4,0,389
POA2469,0,3,3,10,7,10,0,0,0,26,0,4,11,9,14,10,0,3,0,45,62,67,118,198,321,371,111,29,6,1282
POA2470,18,29,38,34,40,29,12,0,0,205,15,15,32,49,50,44,22,11,0,232,413,487,890,1097,1251,1060,258,56,8,5520
POA2471,3,0,7,3,4,6,5,0,0,27,0,4,0,9,4,6,8,0,0,29,60,58,114,220,227,203,71,4,0,966
POA2472,0,5,9,6,3,10,0,0,0,27,8,0,0,6,9,0,4,0,0,39,46,51,105,148,177,145,48,11,0,732
POA2473,7,3,4,3,12,3,3,0,0,33,0,0,8,7,8,11,5,0,0,39,78,74,162,196,252,257,59,5,0,1101
POA2474,0,11,8,17,19,17,0,0,0,76,10,11,19,11,23,21,10,8,3,117,131,142,287,368,578,607,151,33,6,2297
POA2475,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,4,6,25,20,29,13,7,0,106
POA2476,0,0,0,0,3,0,0,0,0,6,0,0,0,3,6,4,0,0,0,14,6,20,21,49,74,80,49,11,4,314
POA2477,13,26,34,40,45,38,8,0,0,196,17,6,18,41,38,40,23,3,4,197,347,275,675,1020,1295,1142,306,52,11,5127
POA2478,17,37,62,92,90,83,21,0,0,406,15,24,68,107,90,82,29,12,7,437,683,785,1825,2454,2842,2432,633,56,16,11732
POA2479,4,4,6,17,19,9,0,0,0,57,9,4,22,24,24,19,10,5,3,115,117,88,307,482,587,479,121,32,11,2226
POA2480,26,70,143,129,192,125,53,4,0,738,31,49,122,127,157,145,41,18,0,685,1131,1468,2935,3684,4513,3884,976,131,20,18740
POA2481,0,8,43,33,42,27,6,0,0,162,14,30,95,89,70,58,23,3,3,376,202,332,1203,1149,1135,1004,253,27,6,5300
POA2482,7,8,11,24,33,4,0,0,0,89,8,7,26,31,37,25,11,4,0,146,110,115,294,523,666,530,136,14,0,2384
POA2483,3,10,28,45,44,38,13,0,0,181,18,20,32,46,64,47,14,5,3,249,205,261,613,988,1175,1004,215,30,5,4487
POA2484,10,26,62,58,90,42,11,0,0,305,29,22,61,65,90,85,24,10,0,388,385,469,1018,1447,1891,1604,394,64,9,7297
POA2485,0,18,42,39,34,22,18,0,0,184,14,33,46,33,37,57,15,4,5,244,256,447,1018,922,1089,1023,258,16,4,5042
POA2486,22,43,101,108,113,90,24,3,4,505,34,47,108,92,116,82,24,15,3,525,883,1057,1969,2515,2874,2412,565,76,9,12357
POA2487,10,11,31,46,46,17,7,0,0,170,17,14,42,67,51,38,16,0,0,252,335,362,925,1347,1344,1043,227,27,7,5619
POA2488,0,3,9,11,8,3,0,0,0,41,4,4,14,25,15,9,3,0,0,68,91,98,226,348,402,307,30,0,0,1503
POA2489,3,14,15,25,25,17,3,0,0,94,8,3,24,32,19,24,11,3,0,116,160,167,477,813,621,477,97,13,0,2819
POA2490,0,0,3,0,4,0,0,0,0,8,0,0,0,4,3,4,3,0,0,16,23,16,56,57,73,79,14,3,0,323
POA2500,17,93,171,122,103,67,22,4,0,602,32,81,167,104,94,61,26,11,0,579,829,2936,4838,3337,3095,2097,498,64,4,17708
POA2502,7,16,67,46,25,24,4,0,0,191,11,34,56,43,41,30,4,4,0,227,170,442,984,876,892,529,79,7,0,3973
POA2505,4,6,16,20,29,16,0,0,0,95,4,3,19,17,25,16,0,0,0,81,85,195,398,403,418,295,33,0,0,1822
POA2506,10,17,37,29,28,23,6,0,0,148,7,17,46,31,30,21,3,3,0,153,166,300,652,546,621,498,51,11,0,2843
POA2508,16,29,32,44,41,30,8,0,0,205,16,18,30,38,45,21,5,4,0,178,303,442,779,1152,1185,740,121,14,0,4734
POA2515,3,21,22,32,39,25,3,0,0,144,8,23,25,51,43,15,4,3,0,176,265,383,820,1314,1379,1023,205,15,0,5404
POA2516,4,4,24,21,22,14,3,0,0,98,5,12,10,20,20,13,0,0,0,90,184,226,465,752,771,457,67,9,0,2935
POA2517,16,28,54,56,45,26,8,0,0,231,8,13,45,32,36,32,5,9,0,182,333,520,1182,1511,1488,942,142,17,3,6139
POA2518,21,60,73,65,81,39,5,5,0,349,14,32,56,61,76,43,8,7,4,300,449,836,1717,1868,1847,1223,178,29,6,8144
POA2519,16,34,68,68,67,28,13,0,0,290,9,34,44,52,59,34,15,0,3,251,437,788,1482,1633,1601,1086,244,27,3,7298
POA2522,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,40,33,12,3,0,0,0,0,0,89
POA2525,12,21,43,37,57,32,3,0,0,207,11,9,22,42,35,28,7,0,0,154,340,427,1027,1276,1186,758,158,18,0,5192
POA2526,26,39,51,63,69,49,17,0,0,308,21,38,49,53,64,31,9,3,0,267,470,730,1344,1526,1750,1144,175,16,0,7151
POA2527,30,56,122,92,91,67,12,0,0,470,26,45,75,79,82,70,15,6,0,388,692,1038,2082,2184,2211,1419,215,21,3,9858
POA2528,28,42,88,75,59,53,13,0,0,355,23,52,71,76,94,63,18,8,3,407,523,955,1775,1708,1972,1399,232,23,4,8585
POA2529,29,59,128,140,97,58,13,0,0,521,32,48,78,93,106,63,10,4,3,433,805,1174,2338,2880,2871,1770,264,25,5,12129
POA2530,32,84,167,140,123,63,12,0,0,626,37,65,107,114,142,76,15,4,4,565,894,1335,2918,3334,3082,1962,323,32,11,13892
POA2533,16,17,32,47,66,31,9,0,0,219,9,22,29,37,62,51,16,0,0,235,408,597,1083,1360,1693,1430,290,43,5,6906
POA2534,4,3,9,11,25,15,3,0,0,68,6,3,7,7,23,17,6,0,0,64,150,201,390,534,566,547,122,16,0,2523
POA2535,0,9,18,22,16,23,5,0,0,93,4,6,13,7,26,22,3,3,0,95,134,195,418,548,590,690,208,24,3,2809
