POA_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2161,5634,20634,509,1142,1003,3087,1516,4226,310,642,810,2011,648,1738,23,71,1796,4460,0,0,0,0,0,0,13,55,18,57,46,135,8997,29520,662,..,9663,29520
POA2162,4122,13922,256,615,544,1799,804,2410,378,800,127,317,36,97,13,31,546,1244,0,0,0,0,0,7,23,55,20,65,25,52,5522,17696,411,..,5932,17696
POA2163,1755,5821,56,106,121,402,173,508,440,994,528,1037,9,26,8,27,989,2084,3,9,0,0,0,0,25,68,26,73,9,19,2956,8504,212,..,3173,8504
POA2164,4898,16154,203,540,394,1367,596,1907,320,537,8,15,0,0,3,9,331,556,68,85,0,0,3,11,6,20,81,119,43,110,5946,18841,326,..,6276,18841
POA2165,7302,25886,381,1022,1576,5789,1960,6804,906,1996,667,1654,1444,3736,11,31,3027,7417,0,6,0,0,16,40,76,249,92,299,80,196,12463,40596,845,..,13308,40596
POA2166,8735,31919,232,554,2494,8067,2729,8622,997,2747,1857,4750,588,1489,22,63,3467,9054,0,0,3,10,10,23,133,415,144,453,78,207,15151,50262,902,..,16050,50262
POA2167,2045,6627,367,906,447,1228,812,2134,18,50,0,0,0,0,9,18,31,60,0,0,0,3,0,5,8,7,8,14,9,35,2902,8867,178,..,3079,8867
POA2168,10051,36152,429,1174,765,2379,1193,3556,492,836,456,657,11,14,4,17,959,1527,0,0,0,0,0,0,9,18,7,16,31,52,12243,41306,623,..,12868,41306
POA2170,20477,69728,753,1531,3502,9553,4257,11083,1036,2052,3395,8167,2349,6261,58,138,6836,16615,0,0,0,4,0,8,36,106,43,121,95,216,31702,97764,1665,..,33363,97764
POA2171,8492,31645,61,168,538,1662,602,1827,21,33,0,0,0,0,3,7,18,37,0,0,0,0,0,0,6,17,6,20,28,84,9148,33619,368,..,9518,33619
POA2172,782,2618,0,0,30,82,34,84,4,3,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,8,0,0,822,2711,28,..,852,2711
POA2173,3770,12334,15,29,340,1054,352,1082,3,10,0,4,0,0,0,0,3,16,0,0,0,0,0,0,32,88,32,88,3,3,4157,13532,180,..,4341,13532
POA2174,557,2077,3,8,3,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,11,35,577,2130,50,..,622,2130
POA2175,508,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,12,3,13,517,1694,44,..,557,1694
POA2176,12084,42401,442,1280,597,1963,1041,3242,56,117,0,0,0,0,56,137,110,258,0,0,0,0,0,7,87,316,89,318,51,138,13378,46350,505,..,13877,46350
POA2177,3727,13798,237,657,362,1023,603,1685,3,5,3,8,11,26,3,3,17,43,0,0,0,0,0,0,11,21,11,21,3,24,4367,15565,179,..,4548,15565
POA2178,1064,3758,3,11,0,0,3,11,0,0,0,3,0,0,5,17,9,15,0,0,0,0,0,8,0,3,3,13,4,19,1087,3819,84,..,1171,3819
POA2179,1784,5531,15,37,3,12,16,55,3,3,0,0,0,0,5,8,4,4,0,0,8,11,12,25,4,8,20,49,66,101,1894,5739,151,..,2048,5739
POA2190,4663,16955,437,1089,1564,5111,2001,6202,220,394,165,445,4,8,3,5,393,854,0,0,0,3,0,0,26,90,30,95,24,82,7108,24190,501,..,7612,24190
POA2191,1401,4458,281,612,241,728,516,1340,88,153,39,107,11,21,0,0,139,281,0,0,0,0,0,0,14,43,14,43,4,17,2081,6138,124,..,2206,6138
POA2192,2056,6587,155,412,282,794,433,1202,1331,3116,356,836,35,76,5,23,1726,4047,0,0,0,0,0,0,23,68,23,68,15,51,4256,11960,369,..,4621,11960
POA2193,2919,8898,266,691,284,816,553,1515,606,1336,624,1369,495,1123,5,14,1729,3841,0,0,0,0,0,0,121,294,121,294,21,47,5339,14593,455,..,5792,14593
POA2194,1836,6425,240,712,662,2318,904,3025,2400,6409,1909,5096,862,2345,3,4,5168,13860,0,0,0,0,0,0,18,58,18,58,31,84,7963,23447,501,..,8458,23447
POA2195,2094,7937,92,268,264,939,356,1204,3811,11160,1486,4514,167,506,15,34,5482,16223,0,5,0,9,0,0,37,136,41,144,21,72,7990,25577,489,..,8479,25577
POA2196,5664,20026,291,793,1280,4232,1571,5027,989,2388,549,1323,407,1131,0,0,1938,4841,0,6,0,0,0,0,97,312,98,319,36,96,9307,30315,694,..,9995,30315
POA2197,1924,6509,178,442,384,1368,563,1810,151,273,7,21,0,0,9,19,167,313,0,0,5,8,0,0,11,22,12,28,4,15,2674,8678,236,..,2910,8678
POA2198,2279,7415,49,124,236,769,285,893,52,83,0,3,0,0,0,0,53,86,0,0,0,0,0,0,9,16,9,16,4,18,2622,8435,144,..,2773,8435
POA2199,3548,12270,164,437,633,2140,802,2580,435,790,255,664,168,437,5,15,864,1903,0,0,0,0,0,0,14,58,14,58,18,56,5249,16868,408,..,5658,16868
POA2200,5361,19460,380,1123,1665,5747,2043,6872,489,1098,3118,8306,1628,4650,26,78,5261,14131,0,0,0,0,0,0,80,255,80,255,68,167,12817,40886,1013,..,13831,40886
POA2203,1692,4993,446,1145,171,450,613,1595,1072,2023,1138,2157,721,1535,21,43,2952,5759,0,0,0,3,0,0,171,345,174,349,24,48,5463,12747,409,..,5870,12747
POA2204,3154,9618,1491,3812,447,1287,1937,5094,1316,2612,1891,3717,1131,2202,73,154,4409,8691,0,0,0,0,0,3,160,390,161,398,67,142,9729,23941,826,..,10555,23941
POA2205,1953,6509,346,959,168,522,516,1483,208,452,536,1217,3367,8541,10,23,4121,10231,0,0,0,0,0,0,33,96,33,96,41,90,6671,18408,556,..,7230,18408
POA2206,5096,15254,115,315,477,1332,596,1643,213,486,117,245,215,484,0,0,547,1214,0,0,0,0,0,0,7,29,7,29,17,51,6270,18198,480,..,6751,18198
POA2207,5499,17412,1236,3060,746,2224,1983,5283,268,556,817,1975,311,775,31,63,1439,3367,0,0,0,0,0,0,93,203,93,203,22,50,9031,26320,630,..,9663,26320
POA2208,3409,10322,124,302,196,587,315,892,174,362,42,87,131,300,4,12,354,763,0,0,0,3,0,0,48,100,46,102,14,38,4140,12118,290,..,4431,12118
POA2209,3208,10182,380,969,563,1603,946,2568,514,1117,389,946,151,379,0,0,1055,2447,0,0,3,10,0,0,29,100,29,106,16,59,5258,15364,359,..,5611,15364
POA2210,6548,20048,536,995,1110,3159,1646,4150,337,475,1206,2900,665,1349,0,3,2208,4730,0,4,0,0,0,0,79,221,76,223,32,89,10508,29243,674,..,11184,29243
POA2211,3880,11517,267,532,1116,3272,1381,3802,212,312,148,310,33,67,17,23,407,711,0,0,0,0,0,0,11,30,9,27,13,43,5700,16098,412,..,6113,16098
POA2212,3354,10095,285,634,1136,3676,1419,4318,182,290,18,43,93,185,12,22,305,544,0,0,0,0,0,0,27,64,27,64,33,86,5128,15101,364,..,5492,15101
POA2213,5212,15669,412,924,1297,3930,1712,4852,227,295,8,16,0,0,5,5,235,312,0,0,0,0,0,0,61,138,61,138,19,46,7236,21015,450,..,7689,21015
POA2214,1205,3572,0,3,57,155,56,160,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,1273,3740,53,..,1327,3740
POA2216,3426,10717,423,1039,255,722,676,1759,444,958,1051,2549,4068,10007,18,50,5579,13567,62,84,0,0,0,0,60,189,127,271,41,81,9838,26394,828,..,10670,26394
POA2217,3591,10867,691,1559,413,1162,1105,2717,392,915,1206,2818,3087,7996,19,45,4706,11777,0,0,0,0,0,5,55,145,57,147,32,64,9491,25573,775,..,10261,25573
POA2218,2077,6859,119,340,196,633,316,972,305,729,1069,2600,1753,4556,25,58,3145,7939,0,3,0,0,0,0,51,122,57,125,37,71,5639,15970,363,..,6009,15970
POA2219,2341,6927,725,1410,580,1425,1303,2833,131,200,584,1096,726,1339,0,0,1443,2637,0,0,0,0,0,0,43,110,43,110,13,30,5150,12545,484,..,5631,12545
POA2220,3783,13089,303,800,571,1940,874,2742,354,911,1142,3287,4115,11733,30,75,5638,16009,0,0,0,0,0,0,19,44,19,44,35,84,10349,31960,679,..,11032,31960
POA2221,3963,12826,273,629,392,1064,663,1690,318,700,131,320,77,159,0,5,531,1187,0,0,3,3,0,0,20,37,24,46,21,45,5201,15794,387,..,5584,15794
POA2222,1792,5852,323,717,290,872,614,1588,183,456,892,2196,875,2129,6,10,1959,4802,0,3,0,0,0,0,6,10,9,16,13,25,4385,12276,228,..,4620,12276
POA2223,4168,12774,374,785,611,1805,985,2593,287,561,851,1760,968,2089,3,4,2108,4415,0,3,0,0,0,0,36,92,36,93,20,61,7321,19934,565,..,7887,19934
POA2224,3264,9956,127,268,867,1892,996,2160,69,179,285,590,263,409,0,0,629,1181,0,0,0,3,0,0,20,48,22,51,9,17,4911,13361,364,..,5280,13361
POA2225,1415,4464,137,403,105,322,243,720,20,29,0,0,0,0,0,3,21,36,0,0,0,3,0,0,0,3,3,6,0,0,1680,5223,108,..,1788,5223
POA2226,3072,9374,334,884,325,783,657,1666,278,488,138,249,0,0,3,9,418,748,0,0,0,4,3,4,21,52,24,60,13,27,4178,11871,264,..,4446,11871
POA2227,3328,10211,134,264,739,1757,871,2022,174,321,657,1229,79,153,0,0,906,1706,0,4,0,0,0,0,19,32,21,41,14,28,5140,14008,342,..,5480,14008
POA2228,3497,10587,323,612,806,1803,1127,2417,304,527,642,1382,996,2052,0,3,1938,3965,40,61,28,51,0,0,0,4,67,109,19,51,6653,17125,517,..,7171,17125
POA2229,5892,18185,547,986,1700,3930,2251,4918,195,362,1280,2356,744,1287,3,3,2216,4013,0,3,0,0,0,0,3,3,4,6,22,57,10385,27183,691,..,11078,27183
POA2230,4491,13515,135,266,727,1674,863,1938,1643,2771,2722,5173,1533,2838,0,7,5894,10779,0,0,0,0,0,0,82,174,81,178,30,69,11372,26474,1329,..,12697,26474
POA2231,670,2103,9,19,7,17,19,31,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,28,9,28,4,14,707,2176,53,..,758,2176
POA2232,6737,20460,414,800,1075,2530,1492,3331,577,1094,2251,4307,824,1664,3,9,3652,7067,0,4,33,62,0,0,13,26,55,87,40,103,11974,31053,737,..,12708,31053
POA2233,8019,25021,242,491,450,1100,689,1586,345,578,521,1020,8,22,7,11,886,1630,18,26,48,79,0,0,20,34,84,146,33,57,9708,28442,470,..,10173,28442
POA2234,8131,26186,60,145,1098,2883,1164,3028,14,17,54,108,81,125,0,0,147,252,0,3,0,0,0,0,0,0,3,0,14,34,9450,29499,389,..,9842,29499
POA2250,17464,49174,1886,3123,1690,3473,3576,6596,1645,2669,797,1381,874,1643,14,20,3333,5714,19,25,50,94,3,7,96,267,163,384,130,251,24665,62122,2118,..,26783,62122
POA2251,9964,27260,992,1561,475,841,1468,2398,335,615,69,121,6,16,4,8,420,765,50,78,40,69,0,0,15,20,106,165,41,80,11998,30676,2165,..,14167,30676
POA2256,4468,11130,1074,1836,349,696,1418,2530,399,604,18,23,0,3,3,3,421,631,0,3,76,134,3,0,13,29,95,168,29,51,6438,14509,1240,..,7678,14509
POA2257,8462,21806,1439,2457,565,1152,2003,3610,605,934,36,71,28,48,11,15,682,1067,5,11,275,437,0,0,28,64,311,518,52,86,11503,27081,2263,..,13767,27081
POA2258,1410,4198,167,323,158,336,326,663,0,0,5,7,0,0,4,10,8,15,0,0,0,3,0,0,0,3,3,4,6,16,1758,4894,130,..,1885,4894
POA2259,18475,51413,631,1263,525,1200,1159,2464,356,614,56,104,25,39,6,20,448,780,152,223,159,237,16,44,9,16,333,523,68,155,20481,55331,2039,..,22527,55331
POA2260,6510,18559,288,526,363,787,651,1314,788,1660,155,322,28,43,7,19,979,2046,0,4,0,3,0,3,7,13,14,25,37,83,8186,22025,1667,..,9852,22025
POA2261,14570,39782,1868,3021,1346,2718,3218,5733,758,1209,370,655,625,1146,8,12,1771,3022,58,88,14,35,3,3,40,87,115,215,85,149,19758,48903,3666,..,23422,48903
POA2262,7285,19110,124,243,19,38,141,283,137,225,0,0,0,3,0,0,143,229,20,28,23,32,3,8,15,36,60,99,20,35,7642,19759,806,..,8446,19759
POA2263,7146,18278,967,1623,164,298,1134,1923,1036,1652,15,15,16,25,4,6,1068,1702,32,58,18,48,4,9,0,3,56,113,77,112,9481,22133,1100,..,10575,22133
POA2264,4943,12418,325,505,55,146,379,652,44,69,5,5,12,20,6,3,65,101,3,5,3,3,0,3,3,13,11,26,16,27,5414,13230,909,..,6322,13230
POA2265,1646,4557,268,416,3,3,272,417,55,131,0,0,0,0,0,0,55,131,0,0,0,0,7,12,0,0,8,15,12,17,1986,5141,182,..,2170,5141
POA2267,963,2347,16,26,20,34,34,57,12,21,30,51,0,3,0,0,47,68,0,18,55,71,0,0,11,13,62,105,3,6,1108,2586,218,..,1324,2586
POA2278,832,2427,3,3,0,0,3,3,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,841,2450,48,..,884,2450
POA2280,8084,22048,799,1323,383,727,1178,2046,447,717,33,48,176,296,5,8,670,1070,22,32,70,101,0,0,26,38,115,173,21,42,10069,25382,852,..,10915,25382
POA2281,4513,11683,339,572,112,243,451,817,480,702,50,64,17,36,0,0,550,801,35,40,3,3,0,0,12,32,48,78,22,42,5589,13420,727,..,6312,13420
POA2282,4489,12295,647,1032,152,335,803,1363,107,184,23,41,20,40,10,16,160,285,0,0,0,0,0,0,9,41,9,41,11,13,5470,13997,413,..,5882,13997
POA2283,7728,19837,418,681,271,486,685,1161,211,298,43,86,10,24,7,23,268,435,4,14,26,54,3,12,3,3,37,76,22,44,8735,21559,1055,..,9797,21559
POA2284,3372,8834,208,336,168,293,380,627,108,161,0,0,15,28,6,4,126,197,3,4,46,57,0,4,10,15,61,90,6,16,3946,9764,388,..,4328,9764
POA2285,9905,27650,628,984,96,159,726,1145,168,240,16,27,6,17,3,5,203,291,0,0,0,0,0,3,10,17,13,29,10,23,10859,29136,776,..,11638,29136
POA2286,1366,3672,13,36,12,14,23,50,6,10,0,0,0,0,0,0,6,10,0,0,0,0,0,0,3,11,3,11,0,7,1401,3747,93,..,1489,3747
POA2287,11229,31247,1025,1886,367,749,1390,2639,306,506,42,58,9,24,8,17,374,609,0,16,0,0,4,3,28,60,35,79,28,55,13050,34624,934,..,13980,34624
POA2289,6077,16537,243,407,330,636,570,1046,297,482,96,153,22,36,11,14,424,685,0,0,0,0,0,0,8,11,8,11,25,35,7101,18321,613,..,7715,18321
POA2290,10049,27148,1154,1828,671,1315,1822,3138,269,461,53,77,160,279,12,20,498,838,3,15,99,126,3,7,6,16,118,160,27,64,12514,31350,952,..,13468,31350
POA2291,3267,9076,254,436,731,1502,982,1935,463,676,447,706,47,80,4,3,954,1469,0,0,0,3,0,0,3,10,3,8,17,24,5216,12519,632,..,5846,12519
POA2292,803,1908,66,99,84,203,147,309,58,90,17,29,0,0,7,6,79,123,0,0,0,0,0,0,3,8,3,8,3,3,1037,2350,119,..,1158,2350
POA2293,569,1282,44,81,360,742,402,816,15,28,64,114,18,46,0,0,106,182,0,0,19,31,0,0,3,4,18,36,19,22,1107,2334,166,..,1273,2334
POA2294,517,1172,60,108,168,347,224,457,59,81,21,39,0,3,0,0,80,121,0,0,0,0,0,0,0,0,0,0,16,20,838,1766,91,..,927,1766
POA2295,2397,5562,51,86,65,115,115,200,146,221,6,17,0,0,0,0,153,240,3,14,0,3,0,0,0,0,12,20,12,18,2685,6037,319,..,3002,6037
POA2296,496,1107,57,125,180,347,238,471,40,59,14,24,15,17,0,0,65,101,0,0,0,0,0,0,12,29,19,31,8,10,827,1722,96,..,920,1722
POA2297,550,1383,15,30,24,48,41,76,51,72,0,0,0,0,0,8,49,75,0,0,0,0,0,0,0,0,0,0,7,3,650,1538,55,..,704,1538
POA2298,2783,6988,187,314,251,520,439,835,311,442,89,122,16,20,41,55,451,650,0,0,0,0,0,9,9,23,11,30,20,41,3707,8540,388,..,4097,8540
POA2299,3047,8171,409,849,272,720,683,1569,310,545,137,267,0,0,35,85,481,900,0,0,0,0,0,0,6,14,6,14,15,44,4236,10693,457,..,4696,10693
POA2300,663,1725,212,446,1122,2458,1333,2898,587,953,708,1170,1423,2432,0,0,2726,4550,0,0,0,0,0,0,8,18,13,23,26,44,4754,9234,1041,..,5791,9234
POA2302,3,10,0,3,4,14,4,20,37,55,36,57,176,295,0,0,256,404,0,0,0,0,0,0,4,3,4,3,3,6,270,439,60,..,334,439
POA2303,2277,5895,223,403,501,1059,728,1463,217,305,352,557,104,121,0,0,668,977,0,3,0,3,0,0,30,58,35,58,24,37,3736,8428,473,..,4205,8428
POA2304,4587,11190,609,1062,361,688,972,1751,354,513,32,42,0,0,26,45,409,601,0,0,3,7,0,3,37,66,42,81,36,73,6046,13693,623,..,6668,13693
POA2305,3909,10468,341,538,214,393,553,928,267,398,47,78,5,3,18,29,339,504,0,4,0,0,0,0,5,14,6,18,7,17,4815,11944,394,..,5213,11944
POA2306,988,2457,78,157,168,416,247,570,100,124,0,0,0,0,0,0,104,124,0,0,0,0,0,0,0,6,3,5,0,0,1343,3164,129,..,1472,3164
POA2307,1222,3096,174,283,132,331,305,619,19,35,0,0,0,0,0,3,23,42,0,0,0,0,0,0,0,0,0,0,12,40,1561,3788,134,..,1700,3788
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,..,0,29
POA2311,310,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,0,0,3,9,32,0,0,321,793,101,..,425,793
POA2312,509,1326,3,11,0,0,3,11,0,3,3,0,0,0,0,0,7,5,6,10,0,0,3,12,0,0,11,21,0,0,521,1366,62,..,582,1366
POA2314,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
POA2315,3553,8861,577,992,888,1977,1468,2970,179,280,97,158,278,471,3,3,558,912,11,18,19,44,0,3,6,16,35,75,43,83,5658,12898,3100,..,8762,12898
POA2316,1693,4448,73,171,133,341,209,510,3,4,0,0,0,0,0,0,4,8,34,55,86,136,3,6,4,18,131,214,24,43,2066,5220,484,..,2552,5220
POA2317,1470,3751,512,856,315,723,826,1571,88,124,65,106,45,79,0,0,204,306,3,4,24,35,0,0,0,3,29,41,12,25,2536,5700,738,..,3279,5700
POA2318,3816,10874,106,189,3,8,105,194,13,23,0,0,0,0,3,3,10,28,0,0,4,6,3,11,3,12,12,28,10,34,3963,11161,231,..,4193,11161
POA2319,2377,5754,112,172,50,110,155,276,34,53,3,3,0,0,9,18,43,75,0,3,6,6,0,0,10,21,17,34,5,10,2596,6153,373,..,2977,6153
POA2320,10672,29893,784,1375,187,282,969,1658,157,244,0,0,34,52,3,13,194,310,38,61,3,5,5,20,26,62,78,142,112,146,12028,32143,1059,..,13083,32143
POA2321,4473,12972,269,504,10,27,281,535,25,36,0,0,0,0,0,0,26,41,6,15,0,0,9,30,10,16,25,65,149,238,4954,13848,377,..,5331,13848
POA2322,6081,16823,241,413,35,60,279,479,22,35,30,37,0,0,0,0,55,75,13,19,81,112,3,5,0,0,96,138,20,46,6529,17557,489,..,7024,17557
POA2323,7809,21317,796,1436,311,529,1104,1967,383,527,0,0,0,0,3,5,388,534,29,46,3,3,3,4,21,40,50,98,117,172,9467,24084,742,..,10213,24084
POA2324,7442,19172,679,1150,222,408,905,1560,144,221,37,65,0,0,4,14,180,289,200,296,60,87,17,29,23,67,298,484,34,72,8858,21580,1965,..,10831,21580
POA2325,8680,22975,784,1373,102,164,888,1542,135,201,0,0,0,0,0,3,137,202,3,9,0,0,3,10,21,35,30,56,62,129,9807,24903,1163,..,10965,24903
POA2326,2416,6530,121,180,0,0,121,180,15,35,0,0,0,0,0,0,15,35,0,5,3,7,4,3,4,9,9,28,9,21,2566,6790,216,..,2785,6790
POA2327,2491,6396,216,350,105,164,318,515,99,139,0,0,0,0,0,0,99,139,0,5,0,0,0,0,0,3,3,9,7,16,2921,7075,225,..,3145,7075
POA2328,794,2039,54,72,0,6,55,78,26,38,0,0,0,0,0,0,26,38,0,0,0,0,0,0,0,3,3,3,24,61,899,2211,145,..,1046,2211
POA2329,740,1804,3,4,0,0,3,4,32,36,0,0,0,0,0,0,32,36,3,3,0,0,0,0,0,3,6,6,16,28,783,1869,182,..,966,1869
POA2330,6059,16683,375,735,182,310,554,1047,260,417,0,3,3,3,0,0,266,423,46,61,8,11,14,22,3,14,62,110,50,101,6997,18358,861,..,7860,18358
POA2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2333,4301,11416,374,643,148,246,520,891,23,38,4,14,0,0,0,0,28,52,13,19,3,4,0,0,6,17,20,40,21,43,4896,12440,938,..,5836,12440
POA2334,948,2683,9,27,0,0,9,27,3,13,0,0,0,0,0,0,3,13,3,16,0,0,0,0,0,0,3,16,3,3,972,2742,68,..,1046,2742
POA2335,1902,5444,80,163,10,27,93,188,27,36,0,0,0,0,0,0,26,39,0,0,4,8,0,4,0,3,5,16,27,63,2053,5747,182,..,2238,5747
POA2336,844,2185,8,11,0,0,8,11,44,72,0,0,0,0,0,0,44,72,0,0,42,56,0,0,3,0,40,59,14,34,951,2360,135,..,1085,2360
POA2337,2540,6471,81,142,0,0,81,142,158,249,0,0,0,0,0,0,154,250,15,26,0,3,4,6,0,3,21,33,25,54,2829,6948,396,..,3231,6948
POA2338,555,1222,0,3,0,0,0,3,13,14,0,0,0,0,0,0,13,14,0,0,0,0,0,4,0,0,0,3,4,10,572,1249,134,..,712,1249
POA2339,235,572,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,235,572,81,..,315,572
POA2340,15098,39627,1424,2196,346,566,1770,2759,329,527,24,32,13,26,0,3,366,589,34,61,37,61,10,15,281,763,357,907,111,301,17710,44181,2027,..,19734,44181
POA2341,605,1342,3,3,0,0,3,3,15,19,0,0,0,0,0,0,15,19,0,0,0,0,0,0,9,15,9,15,0,0,629,1379,96,..,725,1379
POA2342,167,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,7,0,3,164,408,43,..,206,408
POA2343,1781,4267,15,26,0,3,14,27,65,102,0,0,0,0,0,0,65,102,6,9,0,0,3,3,9,13,13,28,4,11,1886,4435,319,..,2205,4435
POA2344,246,659,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,6,7,0,0,255,666,25,..,287,666
POA2345,257,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,261,668,26,..,286,668
POA2346,1132,2697,3,3,0,0,3,3,41,43,0,0,0,0,0,0,41,43,11,19,0,0,0,0,3,9,13,27,10,20,1203,2793,175,..,1382,2793
POA2347,759,1613,7,10,0,0,6,7,18,20,0,0,0,0,0,0,18,20,3,8,0,0,0,3,3,5,11,17,8,20,803,1678,175,..,981,1678
POA2350,7596,19355,751,1356,143,235,892,1593,457,761,46,89,0,3,0,3,508,855,6,17,11,25,3,10,11,21,36,62,74,168,9106,22037,1303,..,10409,22037
POA2351,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,..,4,9
POA2352,968,2488,25,56,0,0,25,56,12,23,0,0,0,0,0,3,12,22,7,9,0,0,3,6,6,3,11,21,3,9,1014,2591,89,..,1104,2591
POA2353,351,900,22,28,0,0,22,28,0,0,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,3,16,35,0,9,398,969,35,..,432,969
POA2354,1300,2986,3,15,0,0,3,15,23,26,0,0,0,0,3,4,24,36,3,0,8,8,3,14,6,14,16,34,23,56,1376,3128,291,..,1658,3128
POA2355,243,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,4,0,0,0,3,7,14,3,9,258,562,50,..,307,562
POA2356,55,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,141,20,..,76,141
POA2357,1435,3331,37,45,5,14,42,56,38,66,4,3,0,0,0,0,44,71,11,24,4,8,0,0,8,14,22,46,27,59,1571,3567,252,..,1821,3567
POA2358,1403,3323,13,20,0,3,12,23,29,44,0,0,0,0,0,0,29,44,6,7,10,10,0,0,6,4,23,25,4,8,1474,3424,207,..,1681,3424
POA2359,269,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,11,3,14,0,0,272,668,58,..,332,668
POA2360,4725,11943,141,243,26,34,164,279,350,506,0,0,0,0,0,0,351,510,25,42,15,22,0,5,11,29,50,92,98,255,5391,13086,511,..,5907,13086
POA2361,320,758,0,5,0,0,0,5,3,8,0,0,0,0,0,0,3,8,6,9,0,0,0,3,9,9,15,23,3,3,344,790,62,..,406,790
POA2365,1284,3200,16,46,0,0,21,42,29,42,0,0,0,0,0,0,29,42,3,3,0,4,3,10,0,5,8,23,12,27,1353,3332,243,..,1600,3332
POA2369,298,777,3,3,0,0,3,3,3,9,0,0,0,0,0,0,3,9,3,10,3,9,0,3,3,4,8,17,3,0,317,808,48,..,366,808
POA2370,2708,6217,34,44,3,4,31,41,115,169,0,0,0,0,0,0,115,169,13,15,11,11,3,5,3,5,27,41,47,117,2936,6577,495,..,3429,6577
POA2371,465,981,0,3,0,0,0,3,5,7,0,0,0,0,0,0,5,7,3,9,0,0,0,0,4,5,8,14,6,11,489,1013,120,..,608,1013
POA2372,1815,3983,53,71,0,0,53,71,30,39,0,0,0,0,0,0,30,39,3,12,11,17,0,0,6,17,23,49,14,14,1935,4160,361,..,2303,4160
POA2379,110,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,115,296,43,..,157,296
POA2380,3420,8750,128,211,32,42,156,247,188,267,18,31,38,49,0,0,248,347,6,7,7,8,0,0,14,31,26,50,24,62,3869,9453,446,..,4315,9453
