POA_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2713,279,147,116,120,116,93,96,172,14,1156
POA2714,224,106,140,102,91,62,77,140,17,972
POA2715,124,60,73,73,64,26,78,127,14,634
POA2716,132,42,70,35,56,40,35,55,13,469
POA2717,86,45,40,43,48,35,45,68,11,420
POA2720,416,482,521,322,345,294,396,460,57,3290
POA2721,58,5,6,3,4,0,3,12,0,97
POA2722,230,136,189,132,131,129,106,290,39,1381
POA2725,35,19,18,11,7,4,15,19,4,131
POA2726,33,7,11,13,3,5,10,22,0,116
POA2727,76,20,12,10,15,6,3,29,0,177
POA2729,177,79,85,58,73,39,101,104,9,741
POA2730,84,54,66,58,49,23,68,158,16,582
POA2731,544,443,360,296,293,282,162,306,32,2727
POA2732,184,107,79,61,67,54,50,114,20,730
POA2733,80,17,18,20,23,7,19,56,5,248
POA2734,79,41,10,17,30,22,7,27,0,223
POA2735,60,13,33,14,22,6,16,23,4,192
POA2736,57,13,22,14,17,3,3,27,9,161
POA2737,89,26,45,21,52,15,24,67,12,350
POA2738,161,136,127,70,102,68,49,77,10,806
POA2739,110,88,90,67,58,74,46,77,8,616
POA2745,2077,2709,2248,1623,2974,1530,1302,1148,265,15890
POA2747,1876,3004,2983,2238,3574,1957,2319,2119,435,20500
POA2748,156,158,165,84,170,85,87,80,16,999
POA2749,924,1283,1351,851,1534,867,836,799,144,8599
POA2750,2156,3646,3059,2288,3684,1988,1824,1856,393,20903
POA2752,309,299,456,245,435,218,278,273,55,2574
POA2753,981,1254,1506,888,1141,761,757,843,130,8272
POA2754,297,434,468,290,407,250,235,245,46,2667
POA2755,16,25,29,46,5,0,7,3,0,138
POA2756,2199,2212,3314,1745,2747,1522,1589,1755,309,17385
POA2757,60,71,71,45,64,33,28,39,9,418
POA2758,660,861,847,395,656,344,276,335,91,4469
POA2759,1273,1782,2150,1371,2671,1386,1683,1348,244,13912
POA2760,1051,1767,1845,1575,2313,1307,2258,1802,333,14243
POA2761,1118,2282,1952,1512,2505,1375,2050,1675,283,14748
POA2762,294,541,383,236,420,222,193,205,36,2539
POA2763,1705,3457,1936,1583,2818,1565,1266,1220,275,15823
POA2765,973,976,1277,549,1187,644,765,695,127,7195
POA2766,488,1133,887,746,1143,654,968,817,145,6977
POA2767,814,2020,1198,993,1816,871,1162,1136,226,10249
POA2768,2054,3870,1423,1243,2400,1392,851,833,241,14302
POA2769,938,1858,573,437,978,527,263,243,98,5918
POA2770,1144,2187,2628,2358,2960,1905,3752,3204,592,20728
POA2773,494,1000,315,316,432,203,89,127,51,3026
POA2774,831,1929,822,672,977,481,276,438,85,6503
POA2775,93,90,112,60,54,42,48,93,16,610
POA2776,223,590,278,258,287,145,83,130,33,2022
POA2777,1023,2381,1173,981,1237,668,356,592,116,8528
POA2778,140,361,153,168,156,70,54,83,15,1202
POA2779,244,633,331,308,304,191,115,192,28,2345
POA2780,657,1546,678,809,606,438,216,529,80,5552
POA2782,353,719,273,311,305,191,98,213,37,2508
POA2783,129,320,161,171,156,92,77,116,21,1235
POA2784,67,141,84,70,79,42,30,52,6,574
POA2785,254,555,245,206,209,145,85,175,20,1903
POA2786,64,100,100,67,52,40,22,44,3,486
POA2787,324,195,270,173,183,130,295,218,52,1835
POA2790,563,764,1032,716,803,504,686,689,106,5877
POA2791,41,19,17,17,16,10,9,19,3,136
POA2792,54,23,14,8,15,11,14,32,4,165
POA2793,100,30,41,37,31,27,23,64,5,355
POA2794,601,564,560,441,419,443,257,619,85,3987
POA2795,2317,3531,2699,2484,2255,1821,1211,2137,303,18766
POA2797,31,15,25,18,28,10,23,31,4,192
POA2798,203,226,136,71,110,63,71,80,26,991
POA2799,233,207,278,198,203,143,222,269,35,1787
POA2800,2412,4245,2959,2253,2652,1899,1381,2072,298,20185
POA2803,32,16,11,6,15,0,8,31,3,122
POA2804,248,160,134,132,110,75,68,146,19,1086
POA2805,43,14,6,12,11,5,23,34,0,154
POA2806,73,42,57,29,27,14,24,54,7,336
POA2807,42,9,12,10,7,9,12,20,5,135
POA2808,17,3,7,3,10,5,7,7,0,64
POA2809,29,14,7,8,8,3,0,10,7,81
POA2810,394,157,150,100,115,85,96,154,7,1256
POA2817,78,14,13,9,5,0,13,28,5,163
POA2818,93,60,60,41,51,36,23,45,9,419
POA2820,385,316,275,382,217,188,149,303,41,2243
POA2821,392,259,268,217,200,141,201,204,21,1921
POA2822,50,13,24,21,26,14,15,23,0,193
POA2823,176,61,58,51,60,31,50,75,15,581
POA2824,201,107,115,82,87,54,81,119,16,872
POA2825,200,116,139,127,99,58,133,135,16,1028
POA2826,58,13,3,10,3,4,5,7,0,100
POA2827,341,182,189,200,130,112,102,198,19,1474
POA2828,128,23,21,28,22,16,13,34,3,289
POA2829,281,148,125,139,132,69,70,156,35,1153
POA2830,2255,3415,2718,2331,2505,2105,1120,2038,305,18785
POA2831,292,103,109,62,95,46,62,105,18,892
POA2832,212,120,99,127,80,45,60,133,23,903
POA2833,58,38,8,31,17,6,20,30,3,211
POA2834,97,101,53,116,61,50,65,82,16,649
POA2835,242,233,361,177,175,104,335,185,39,1852
POA2836,84,31,19,50,18,3,6,54,4,278
POA2838,19,16,8,10,4,0,3,14,0,78
POA2839,99,64,33,79,34,12,16,54,16,398
POA2840,219,164,107,166,100,59,62,130,33,1043
POA2842,97,29,13,19,17,10,21,31,5,243
POA2843,137,72,68,48,40,38,40,72,12,520
POA2844,141,57,39,38,37,28,35,79,12,466
POA2845,50,72,126,111,96,63,114,106,4,747
POA2846,11,3,13,16,10,8,3,18,0,90
POA2847,54,79,152,137,96,65,134,95,15,832
POA2848,22,39,75,51,34,34,57,70,9,399
POA2849,132,68,90,55,69,31,46,77,14,572
POA2850,1082,1055,1288,727,762,717,918,846,103,7498
POA2852,196,134,238,133,127,107,208,186,15,1331
POA2864,95,55,69,23,38,11,29,44,6,370
POA2865,92,35,48,31,34,21,34,78,9,384
POA2866,266,203,197,121,163,96,83,154,20,1305
POA2867,82,26,20,24,28,15,12,42,3,257
POA2868,78,37,36,17,14,8,22,32,3,256
POA2869,165,57,43,51,49,28,66,52,11,512
POA2870,687,746,763,528,578,486,521,487,93,4888
POA2871,705,548,540,372,396,366,313,496,86,3821
POA2873,109,27,34,10,14,7,15,11,0,222
POA2874,97,26,18,9,11,3,11,24,3,200
POA2875,142,44,48,31,16,14,30,50,6,395
POA2876,73,13,17,10,19,3,10,13,3,159
POA2877,362,183,195,172,146,108,162,176,29,1541
POA2878,77,9,0,26,3,3,10,28,3,160
POA2879,47,20,7,21,19,4,12,16,10,164
POA2880,814,1137,1033,1060,760,705,726,831,139,7216
POA2898,56,19,35,25,21,16,8,42,13,225
