POA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
POA2767,0,26,0,26,..,1261,37,1292,3,1298,..,91,10,104,0,104,..,188,19,206,0,206,..,17,3,19,0,19,..,83,16,94,0,94,..,36,8,39,0,40,..,634,114,748,10,759,..,5130,495,5626,33,5660,..,22,13,36,406,441,5013,5159,507,5664,439,11115,5043,..,..,..,..,5043,..,7,0,7,0,7,..,353,61,414,8,424,..,5,0,5,0,5,..,79,46,131,0,131,..,79,49,133,0,133,..,5,5,7,0,7,..,167,101,267,0,267,..,59,20,75,0,75,..,9,0,9,0,9,..,25,3,28,0,28,..,11,0,15,0,15,..,42,8,53,0,53,..,124,5,135,0,135,..,651,32,683,10,693,..,297,42,336,3,339,..,38,3,43,0,43,..,64,12,77,0,77,..,348,49,395,0,398,..,1531,141,1669,15,1684,..,29,3,36,0,35,..,3,0,3,0,3,..,34,17,54
POA2768,0,17,0,14,..,687,12,699,3,707,..,127,8,133,0,133,..,205,9,215,0,215,..,6,3,8,0,8,..,53,0,56,0,58,..,22,4,26,0,28,..,677,72,750,17,763,..,5739,463,6201,52,6255,..,20,4,21,1342,1364,7092,5761,466,6220,1390,14701,7100,..,..,..,..,7100,..,38,0,34,0,34,..,222,17,240,0,240,..,0,0,0,0,0,..,195,60,256,0,256,..,287,109,401,3,398,..,22,4,20,0,20,..,507,173,675,3,682,..,41,13,48,0,48,..,4,0,4,0,4,..,43,0,43,0,43,..,29,0,29,0,29,..,57,4,61,3,63,..,122,3,127,0,128,..,764,45,805,11,816,..,827,133,953,3,956,..,222,11,234,0,235,..,118,10,128,0,130,..,309,30,339,3,339,..,2355,234,2589,18,2605,..,87,5,93,0,93,..,15,0,15,0,15,..,100,64,160
POA2769,0,10,0,10,..,249,4,251,3,257,..,53,4,50,0,54,..,87,4,93,0,93,..,0,0,3,0,3,..,33,7,38,0,38,..,8,0,9,0,9,..,338,47,386,3,390,..,2521,201,2717,18,2737,..,14,0,17,193,213,2889,2539,202,2738,212,5843,2907,..,..,..,..,2907,..,26,0,30,0,28,..,70,12,83,0,83,..,0,0,0,0,0,..,66,28,95,0,96,..,123,35,153,0,159,..,8,0,7,0,7,..,194,61,260,0,259,..,18,0,20,0,20,..,6,0,6,0,6,..,20,0,20,0,20,..,0,0,0,0,0,..,17,0,17,0,17,..,99,9,114,0,114,..,312,12,323,4,332,..,295,33,334,3,336,..,92,3,99,0,99,..,112,9,120,0,120,..,243,18,260,0,266,..,1160,88,1249,11,1260,..,27,0,27,0,27,..,10,0,10,0,10,..,27,18,47
POA2770,6,62,0,66,..,1384,74,1457,10,1467,..,194,40,225,3,233,..,138,12,149,0,149,..,18,3,17,0,17,..,226,58,288,6,291,..,86,35,120,5,129,..,1814,416,2235,37,2268,..,8992,1442,10435,133,10568,..,129,35,159,2137,2298,17120,9116,1471,10593,2268,29987,17666,..,..,..,..,17666,..,6,0,6,0,6,..,1019,343,1365,10,1373,..,3,0,3,0,3,..,74,53,122,3,127,..,105,63,176,0,177,..,9,13,25,0,25,..,189,126,321,3,322,..,121,36,153,0,152,..,12,0,12,0,17,..,54,3,55,0,55,..,42,0,45,3,50,..,112,25,137,3,139,..,250,49,297,0,297,..,685,63,753,5,757,..,139,30,172,4,171,..,24,3,22,0,22,..,764,147,913,19,931,..,145,23,172,0,175,..,2008,320,2324,35,2360,..,87,12,97,0,97,..,5,0,9,0,9,..,33,15,42
POA2773,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,25,4,34,0,31,..,125,19,145,0,143,..,7,0,9,137,147,2700,133,20,147,141,2990,2734,..,..,..,..,2734,..,3,0,3,0,3,..,10,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,0,9,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,3,0,3,..,4,0,4,0,4,..,8,0,6,0,6,..,8,0,8,0,8,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0
POA2774,0,0,0,0,..,13,0,13,0,8,..,23,0,22,0,22,..,0,0,0,0,0,..,12,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,69,5,72,4,75,..,274,26,300,3,299,..,13,0,13,185,199,5849,284,26,308,188,6350,6031,..,..,..,..,6031,..,4,0,4,0,4,..,20,0,18,0,18,..,0,0,0,0,0,..,12,0,12,0,12,..,6,3,10,0,10,..,0,0,0,0,0,..,22,3,24,0,24,..,3,0,3,0,3,..,6,0,6,0,6,..,19,0,19,0,19,..,25,0,25,0,25,..,11,3,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,11,0,10,0,10,..,12,0,12,0,12,..,3,0,3
POA2775,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,29,0,32,0,32,..,0,0,0,138,143,599,32,0,37,138,772,567,..,..,..,..,567,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2776,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,3,14,4,20,..,74,5,82,0,82,..,4,0,4,59,56,1832,78,5,82,56,1969,1898,..,..,..,..,1898,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2777,0,5,0,5,..,15,0,11,0,11,..,32,0,38,0,35,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,67,23,88,4,91,..,335,41,378,3,385,..,21,3,26,257,277,7746,356,47,404,259,8407,8438,..,..,..,..,8438,..,7,0,7,0,7,..,4,0,4,0,4,..,7,0,7,0,7,..,8,0,10,0,10,..,14,4,19,0,19,..,0,0,0,0,0,..,25,9,33,0,33,..,10,0,10,0,10,..,24,0,24,0,24,..,19,0,22,0,22,..,42,0,42,0,42,..,14,0,17,0,17,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,26,7,28,0,30,..,18,0,18,0,18,..,0,3,3
POA2778,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,4,14,0,20,..,63,4,66,0,65,..,0,0,0,52,51,1099,59,4,66,53,1216,1093,..,..,..,..,1093,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,10,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0
POA2779,0,3,0,3,..,3,0,3,0,3,..,12,3,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,20,4,25,0,25,..,116,9,123,3,130,..,3,0,3,73,80,2129,117,9,129,79,2334,2394,..,..,..,..,2394,..,0,0,0,0,0,..,6,0,8,0,8,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,7,0,7,0,7,..,7,4,5,0,5,..,4,0,4,0,4,..,19,0,19,0,19,..,7,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,12,0,7,0,7,..,0,0,0
POA2780,0,4,0,4,..,40,0,41,0,41,..,29,3,34,0,34,..,4,0,4,0,4,..,10,3,16,0,16,..,3,0,3,0,3,..,43,3,43,0,43,..,95,16,113,0,118,..,552,58,611,8,611,..,16,5,17,403,421,5274,560,68,630,406,6306,5776,..,..,..,..,5776,..,8,0,8,0,8,..,8,0,8,0,8,..,3,0,3,0,3,..,19,3,31,0,31,..,59,16,79,0,79,..,3,4,7,0,7,..,84,20,111,0,111,..,3,4,9,0,9,..,11,0,11,0,11,..,35,0,35,0,35,..,57,0,58,0,58,..,23,0,19,0,19,..,0,0,0,0,0,..,13,0,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,33,3,37,0,37,..,14,7,20,0,20,..,25,3,31
POA2782,0,0,0,0,..,7,0,7,0,7,..,15,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,34,3,38,0,38,..,171,18,182,3,183,..,9,8,17,142,158,2539,173,23,203,144,2884,2792,..,..,..,..,2792,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,9,0,9,..,11,0,16,0,16,..,0,0,0,0,0,..,28,3,26,0,26,..,7,0,7,0,7,..,8,0,8,0,8,..,9,3,13,0,13,..,20,0,20,0,20,..,12,0,13,0,13,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,11,0,17,0,17,..,3,0,8,0,8,..,0,0,0
POA2783,0,0,0,0,..,3,0,3,0,3,..,10,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,14,3,15,..,57,5,60,6,66,..,5,0,5,66,68,1103,57,5,62,65,1237,1229,..,..,..,..,1229,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2784,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,37,3,38,0,38,..,3,0,3,32,35,545,33,3,36,32,616,540,..,..,..,..,540,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,9,..,0,0,0,0,0,..,8,0,8,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4
POA2785,0,0,0,0,..,6,0,6,0,6,..,11,0,12,0,12,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,24,3,30,..,116,11,132,3,135,..,3,0,4,149,151,1902,121,13,134,145,2184,2053,..,..,..,..,2053,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,7,0,6,..,0,0,0,0,0,..,3,3,7,0,8,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,23,0,23,0,23,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,14,0,14,0,14,..,0,0,3
POA2786,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,30,0,30,0,30,..,0,0,0,89,84,541,31,0,31,89,659,506,..,..,..,..,506,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2787,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,22,3,27,..,79,4,82,3,87,..,4,0,4,357,362,1858,81,4,84,357,2301,1841,..,..,..,..,1841,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,0,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0
POA2790,0,3,0,3,..,18,0,18,4,21,..,6,0,9,0,9,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,12,3,12,0,16,..,45,8,50,0,51,..,229,36,268,12,281,..,24,0,21,1084,1103,6595,251,43,289,1094,7977,6733,..,..,..,..,6733,..,0,0,0,0,0,..,14,3,13,0,13,..,3,0,3,0,3,..,14,6,17,0,18,..,9,6,15,0,15,..,0,0,0,0,0,..,19,8,31,0,34,..,0,3,3,0,3,..,3,0,3,0,3,..,5,0,7,0,7,..,10,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,7,3,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,3,0,3,..,24,4,31,0,31,..,26,3,26,0,26,..,3,0,0,0,0,..,0,0,0
POA2791,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,14,14,159,3,0,3,14,171,159,..,..,..,..,159,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2792,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,23,23,172,3,0,3,23,202,165,..,..,..,..,165,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2793,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,0,0,0,50,50,460,10,0,10,50,516,397,..,..,..,..,397,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2794,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,4,27,3,29,..,116,13,129,3,132,..,8,0,8,403,417,4531,123,13,141,411,5082,4738,..,..,..,..,4738,..,0,0,0,0,0,..,3,0,5,0,3,..,15,0,15,0,15,..,0,3,6,0,6,..,20,7,21,0,20,..,0,0,0,0,0,..,15,6,24,0,27,..,9,0,10,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,5,0,5,..,0,0,0,0,0,..,3,0,3
POA2795,0,4,0,4,..,54,0,54,0,56,..,28,4,28,3,34,..,9,0,14,0,14,..,16,3,20,0,20,..,3,0,3,0,3,..,23,8,29,0,29,..,136,28,169,7,172,..,744,111,853,15,864,..,43,0,46,2266,2308,18195,787,109,900,2279,21372,18822,..,..,..,..,18822,..,17,0,17,0,17,..,33,10,41,0,41,..,11,4,17,0,17,..,22,9,33,0,33,..,43,11,52,0,57,..,3,0,9,0,9,..,69,25,95,0,96,..,7,0,7,0,7,..,19,0,19,0,19,..,20,0,20,0,20,..,34,3,39,0,39,..,15,0,15,0,15,..,19,0,23,0,23,..,26,0,26,0,26,..,28,5,30,0,30,..,12,0,12,0,12,..,6,0,6,0,10,..,29,0,29,0,29,..,116,8,130,0,130,..,23,5,28,0,34,..,22,0,23,0,23,..,5,0,6
POA2797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,9,9,192,4,0,4,9,197,210,..,..,..,..,210,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
