POA_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
POA2372,11,61,17,16,6,125,3,3,38,44,86,14,191,0,0,0,0,5,0,10,0,0,0,4,38,0,46,0,0,6,3,27,8,45,26,29,210,156,585,81,1082
POA2379,0,3,3,3,0,13,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,3,0,28,22,44,7,110
POA2380,27,143,36,60,11,299,12,10,107,105,130,18,386,0,0,0,3,0,0,9,3,4,9,16,120,3,153,0,0,16,6,51,9,85,95,77,569,394,1462,200,2783
POA2381,3,10,3,0,0,19,0,0,6,10,8,5,26,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,3,0,3,3,9,3,7,46,56,138,18,272
POA2382,3,13,3,9,3,26,0,3,12,13,12,4,43,0,0,0,0,0,0,0,0,0,3,0,11,0,15,0,0,0,0,3,3,9,5,8,48,35,164,37,299
POA2386,0,7,0,3,0,11,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,24,12,35,5,79
POA2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,23,3,56
POA2388,3,34,10,11,3,66,0,3,19,15,22,3,70,0,0,0,0,3,0,3,0,0,0,3,20,0,20,0,0,0,3,11,4,25,13,15,125,86,281,37,547
POA2390,19,123,35,40,11,243,15,16,89,72,132,20,339,4,0,7,0,7,0,19,3,0,9,8,107,3,135,0,0,11,5,56,21,99,91,71,479,340,1190,176,2360
POA2395,0,5,0,0,4,8,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,15,19,43,10,91
POA2396,3,10,8,0,0,24,4,0,10,6,17,0,34,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,3,10,3,3,30,21,91,17,166
POA2397,0,3,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,19,19,28,4,69
POA2398,4,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,14,18,31,7,69
POA2399,0,4,0,0,0,11,0,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,3,0,6,3,6,34,23,75,12,150
POA2400,17,170,32,61,8,313,21,11,99,84,115,17,345,0,0,6,3,4,0,19,3,4,5,17,115,13,146,0,0,6,11,61,32,107,78,61,590,405,1216,191,2541
POA2401,0,4,7,0,0,12,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,29,14,35,6,81
POA2402,5,26,5,17,0,63,0,0,14,22,15,3,49,0,0,0,0,3,0,3,0,0,3,0,17,0,23,0,0,0,0,4,7,12,3,11,71,58,187,28,363
POA2403,0,8,3,0,0,19,0,3,3,4,7,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,6,4,3,30,15,97,9,158
POA2404,4,24,3,12,0,48,0,3,15,16,26,9,73,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,7,9,9,67,63,187,43,384
POA2405,0,4,8,3,0,16,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,5,27,34,58,10,131
POA2406,3,7,4,0,0,21,0,0,3,9,5,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,6,3,8,47,42,75,15,192
POA2408,0,4,0,0,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,25,31,31,7,103
POA2409,3,9,0,11,3,28,3,0,4,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,40,30,61,10,147
POA2410,0,3,0,0,0,6,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,11,23,9,67
POA2411,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,9,15,6,38
POA2415,0,3,0,5,0,13,0,0,0,7,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,12,25,63,4,101
POA2420,16,39,15,29,5,114,3,7,37,47,50,6,152,0,0,3,0,6,0,6,0,0,0,4,42,0,48,0,0,6,3,20,4,36,39,35,179,160,542,45,1007
POA2421,6,19,14,23,3,75,3,3,30,26,19,8,79,0,0,0,0,4,0,5,0,0,0,5,29,0,32,0,0,7,4,11,4,24,22,17,124,120,327,34,641
POA2422,7,69,22,27,5,133,3,12,53,55,50,4,177,0,0,5,0,5,0,19,0,0,3,3,34,0,46,3,0,4,3,23,7,43,26,36,237,185,590,68,1144
POA2423,4,12,7,13,5,50,5,6,22,25,40,9,109,0,0,0,0,7,0,6,0,0,4,0,25,0,32,0,0,3,0,20,3,35,26,17,90,96,357,53,641
POA2424,0,4,5,0,0,7,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,11,13,40,9,85
POA2425,0,19,5,10,0,31,3,0,20,17,31,0,79,0,0,0,0,3,0,7,3,0,3,0,19,0,18,0,0,4,3,9,0,16,13,7,67,74,252,26,446
POA2426,3,13,5,7,0,24,0,0,3,8,23,3,38,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,8,0,7,0,3,21,26,89,15,155
POA2427,3,28,14,6,0,54,6,5,28,22,53,6,124,0,0,0,3,4,0,11,0,0,0,3,18,0,20,0,0,0,3,8,5,12,16,12,80,90,273,26,491
POA2428,60,260,88,98,10,568,55,32,261,206,401,43,996,0,0,17,8,29,3,60,7,0,17,38,169,11,240,4,0,15,19,91,34,151,175,133,909,801,2524,291,4836
POA2429,26,71,47,43,6,213,23,18,114,109,229,25,521,3,0,3,10,6,0,25,0,0,3,9,92,0,103,0,0,11,6,43,10,74,71,59,346,338,1230,171,2217
POA2430,90,411,151,155,30,912,109,76,473,417,723,98,1890,0,0,16,21,44,3,80,0,5,23,48,258,12,349,3,3,19,28,139,34,225,277,244,1372,1264,3961,414,7535
POA2431,10,54,20,20,5,122,6,6,57,34,75,4,187,0,0,0,0,9,3,13,0,0,3,4,40,0,49,0,0,3,4,21,8,30,25,24,188,155,597,56,1055
POA2439,11,47,12,15,3,95,3,4,30,34,43,12,126,0,0,3,3,7,0,6,0,0,3,3,37,0,42,0,0,0,0,13,3,21,18,23,123,110,404,40,720
POA2440,50,219,97,143,22,568,45,24,235,186,429,31,953,0,0,10,5,26,0,43,0,0,6,18,147,14,183,0,3,8,18,97,45,177,117,114,722,658,2590,282,4481
POA2441,4,52,15,23,4,122,13,5,59,52,80,8,216,0,0,0,0,3,0,7,0,0,3,4,36,0,48,0,0,0,8,25,8,37,39,20,207,184,564,64,1077
POA2443,13,67,30,49,3,184,19,14,77,61,131,21,320,3,0,4,4,7,0,14,0,0,4,10,52,3,72,0,0,9,3,40,11,60,67,41,251,222,904,90,1580
POA2444,155,700,218,255,30,1541,255,105,967,592,840,98,2851,4,3,16,27,70,3,129,12,3,46,86,371,23,541,12,4,38,39,142,52,290,711,416,2984,2255,5482,517,12361
POA2445,27,133,47,41,6,285,7,15,122,59,121,13,336,0,0,0,5,3,3,16,0,0,4,9,72,3,84,0,0,3,9,32,7,49,62,52,403,302,860,72,1751
POA2446,35,172,55,94,11,386,33,26,193,152,259,23,685,0,0,6,3,20,0,27,3,0,9,21,163,8,200,0,3,9,8,66,24,116,97,103,614,514,1893,195,3419
POA2447,23,87,20,39,14,197,16,13,83,84,140,21,355,0,0,0,3,7,0,12,3,0,5,7,63,0,87,0,3,3,4,28,14,53,49,52,287,242,928,109,1670
POA2448,24,104,32,46,3,231,16,17,81,78,154,7,355,0,0,3,4,7,3,17,0,0,4,12,63,5,90,3,0,3,10,30,12,54,58,68,346,311,885,94,1765
POA2449,6,17,10,13,4,58,3,3,22,23,52,8,105,0,0,0,0,4,0,4,0,0,0,0,12,0,17,0,0,3,0,3,0,9,17,17,79,65,229,38,435
POA2450,110,642,212,226,38,1365,226,113,954,536,774,91,2682,9,5,27,25,79,6,158,5,6,54,67,397,26,555,11,4,55,55,207,58,384,595,390,2945,2145,5394,522,11987
POA2452,42,221,95,90,6,507,57,40,265,167,317,34,885,3,4,4,12,26,3,54,9,0,19,22,110,11,171,3,0,12,11,87,15,132,166,131,864,652,1977,150,3944
POA2453,8,25,12,7,0,65,4,8,28,25,37,0,101,0,3,0,0,3,0,16,0,0,0,0,15,0,22,0,3,4,0,12,3,18,27,32,147,91,303,34,627
POA2454,42,154,56,35,6,342,48,18,187,103,117,16,490,0,0,21,5,14,0,41,3,0,10,6,54,3,77,0,3,13,12,34,11,79,153,93,653,382,801,102,2184
POA2455,11,53,20,11,0,108,8,9,38,33,57,5,148,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0,0,3,0,8,3,18,23,27,140,118,345,42,697
POA2456,39,261,63,73,7,494,36,36,230,147,230,16,690,0,0,13,10,19,3,41,0,0,18,26,117,3,167,3,0,12,21,59,25,129,147,116,995,669,1724,189,3846
POA2460,54,328,117,141,22,714,61,49,329,272,628,47,1383,3,0,11,13,41,6,74,7,3,21,41,262,6,346,3,4,5,15,114,41,179,215,159,1179,988,3581,374,6502
POA2462,4,14,7,19,0,54,0,3,15,12,47,8,92,0,0,3,0,0,0,3,0,0,0,4,18,0,27,0,0,5,0,8,3,18,20,13,82,52,297,50,522
POA2463,18,82,31,41,7,193,15,17,75,73,133,19,337,0,0,0,8,6,3,25,3,0,3,13,48,4,70,0,0,7,11,48,11,67,63,52,292,264,944,120,1733
POA2464,15,75,35,31,6,176,27,12,102,47,65,14,262,0,0,5,5,3,3,14,0,0,10,8,64,0,79,0,0,5,9,21,13,46,84,50,375,252,694,89,1540
POA2465,0,0,0,4,0,5,0,0,4,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,13,10,57,0,81
POA2466,4,13,3,0,0,17,4,0,9,13,15,3,40,0,0,0,0,4,0,7,0,0,0,0,4,0,4,0,3,0,0,7,0,12,4,12,33,33,141,18,245
POA2469,10,27,8,18,3,77,8,0,23,29,49,3,120,0,0,0,0,4,0,4,0,0,3,5,13,0,16,0,0,3,4,13,4,29,22,23,120,132,361,57,731
POA2470,20,135,55,98,11,341,18,14,128,114,271,24,572,0,0,0,3,16,6,30,4,0,4,11,122,3,152,0,0,4,12,60,21,96,63,59,461,383,1898,186,3045
POA2471,3,24,15,17,0,63,5,0,27,27,44,11,114,0,0,0,0,0,0,3,0,0,0,3,12,0,24,0,0,0,0,8,5,12,10,6,88,94,336,47,579
POA2472,0,24,6,10,0,51,0,4,16,13,34,3,75,0,0,0,0,3,3,4,0,0,0,0,19,0,19,0,0,4,0,9,0,15,10,10,75,58,270,16,436
POA2473,4,63,23,21,0,122,9,10,39,28,57,4,141,0,0,0,3,8,0,8,0,0,0,8,17,0,29,0,0,0,0,14,6,24,33,20,159,116,355,30,711
POA2474,18,54,39,43,3,171,14,11,90,60,103,19,288,0,0,3,3,6,0,10,0,0,3,11,42,0,59,0,0,8,14,23,9,54,51,44,278,224,691,87,1377
POA2475,0,0,0,3,0,8,0,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,10,3,0,13,7,28,6,53
POA2476,0,6,7,13,0,27,0,4,4,3,10,0,20,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,3,0,3,4,3,25,37,79,15,156
POA2477,63,240,89,68,6,544,51,43,274,166,224,23,784,3,0,18,3,13,0,33,0,0,21,25,116,3,164,4,3,16,16,40,14,98,201,155,966,631,1498,138,3574
POA2478,116,574,135,158,24,1180,172,88,557,284,475,76,1663,6,4,24,18,41,0,99,6,0,43,55,208,8,325,9,6,42,37,126,35,264,548,338,2216,1275,3304,373,8055
POA2479,22,90,24,13,4,188,42,14,122,56,49,10,289,0,0,15,11,10,0,45,3,0,8,11,29,3,47,4,3,21,14,14,12,72,148,67,544,303,444,90,1594
POA2480,205,863,224,285,34,1860,240,145,1030,567,894,86,2963,9,10,57,21,51,4,154,9,5,57,67,414,21,568,20,7,64,51,204,72,420,717,533,3387,1907,5559,524,12626
POA2481,51,211,48,40,11,440,86,28,262,106,83,20,585,17,8,50,12,16,3,92,3,3,27,16,75,0,127,17,7,88,53,65,27,256,311,155,1395,650,1170,188,3869
POA2482,33,101,32,25,11,233,40,19,119,64,66,9,325,7,4,29,12,9,4,54,0,0,11,10,40,0,62,3,0,24,14,39,17,101,121,80,503,290,612,67,1667
POA2483,55,158,73,54,14,411,56,25,212,142,161,22,624,4,3,26,19,25,0,77,3,0,11,32,101,5,156,7,3,38,28,55,21,150,209,132,825,555,1295,163,3174
POA2484,66,249,70,82,16,528,58,45,296,210,272,32,903,3,0,22,12,34,3,82,3,6,20,28,165,7,223,4,4,26,26,103,37,218,212,177,1055,803,2259,251,4760
POA2485,25,111,54,63,6,298,39,26,196,141,206,41,648,3,0,17,8,18,3,48,0,3,15,27,93,4,143,0,0,21,17,72,24,128,151,85,632,580,1507,159,3118
POA2486,73,398,103,157,28,833,102,62,448,369,612,70,1661,0,8,24,24,55,4,116,3,3,35,62,266,14,377,3,3,43,35,170,36,287,273,222,1577,1404,3836,392,7696
POA2487,58,239,74,64,7,517,80,37,287,145,174,12,738,0,3,10,11,27,0,62,0,0,22,27,81,6,135,5,3,31,34,61,30,159,258,165,1106,730,1484,154,3893
POA2488,19,78,18,19,0,153,10,9,74,32,56,4,193,0,0,4,0,9,0,17,0,0,5,8,22,0,31,0,3,5,8,17,9,36,46,39,265,147,459,42,1003
POA2489,32,144,32,39,0,276,29,17,110,83,133,12,386,0,0,0,11,14,6,27,0,0,3,21,44,4,73,3,7,11,9,36,10,71,102,74,467,333,904,70,1946
POA2490,0,9,5,11,0,31,0,0,13,5,10,0,27,0,0,0,4,6,0,10,0,0,0,3,3,0,5,0,0,0,3,0,0,6,6,0,45,44,114,3,211
POA2500,219,925,167,184,27,2270,355,140,1000,391,413,68,2370,28,0,67,29,48,5,183,33,3,79,77,264,17,471,29,14,104,43,125,57,368,1907,578,4509,1861,3602,380,12835
POA2502,25,75,38,38,5,218,15,11,74,98,166,15,384,0,0,7,3,11,0,19,3,0,13,11,104,3,131,5,0,15,10,59,27,119,111,51,406,425,1231,154,2374
POA2505,17,51,16,23,3,131,27,9,58,45,71,9,217,0,0,3,0,4,0,14,0,0,7,13,45,3,69,0,0,4,5,25,7,47,64,29,239,221,595,52,1207
POA2506,15,58,19,24,3,136,13,5,56,67,145,17,309,3,0,0,5,6,0,12,0,0,3,19,75,6,109,3,0,13,13,48,22,95,67,27,257,286,925,120,1678
POA2508,45,198,65,64,13,482,61,22,165,85,112,19,464,6,5,16,8,22,0,54,10,0,15,20,91,8,144,4,7,27,14,56,9,108,327,137,886,599,1373,137,3457
POA2515,102,354,76,71,11,880,144,43,319,99,89,23,707,12,3,33,17,14,0,91,4,3,29,18,59,0,123,8,4,29,22,38,20,117,706,240,1497,652,1077,117,4297
POA2516,46,158,42,29,11,379,62,25,139,61,74,15,367,3,0,11,8,9,0,38,3,4,11,13,37,0,73,3,0,12,9,27,9,53,270,113,637,362,748,74,2202
POA2517,75,307,102,98,12,738,108,46,267,164,190,32,804,6,0,16,6,25,0,48,5,0,19,28,142,4,192,6,0,17,17,55,17,117,418,198,1171,843,1723,143,4500
POA2518,72,350,98,127,14,811,77,43,290,234,307,34,981,5,3,19,10,23,5,69,4,3,23,42,180,7,260,7,0,39,15,83,26,182,410,183,1374,1005,2432,210,5614
POA2519,78,327,77,93,20,834,119,44,322,161,189,32,870,5,7,17,15,17,0,66,12,3,38,28,139,6,232,8,4,32,22,73,19,158,609,213,1532,853,1812,195,5213
POA2522,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,24
POA2525,71,250,64,65,3,602,82,27,255,135,145,25,668,5,3,10,11,20,0,50,13,0,21,15,107,3,162,6,0,24,10,42,12,96,407,164,1103,654,1303,121,3757
POA2526,91,325,88,93,15,737,92,46,268,165,245,40,859,0,0,12,0,24,0,42,9,4,23,26,152,9,232,12,0,27,18,88,19,158,404,199,1295,871,2077,172,5024
POA2527,64,244,95,149,11,621,39,33,238,273,511,47,1139,3,0,6,13,33,5,56,7,0,18,36,290,11,363,3,3,20,29,131,46,224,193,136,935,1060,3734,284,6335
POA2528,57,169,63,106,10,446,55,38,187,244,454,44,1012,0,0,13,10,21,10,47,3,3,9,28,192,8,254,0,0,16,31,117,54,219,173,133,777,913,2936,328,5263
POA2529,95,393,148,144,21,915,119,61,396,326,485,53,1438,0,0,11,20,37,4,69,7,3,37,55,296,13,410,4,4,20,33,157,33,251,403,230,1624,1554,3956,332,8100
POA2530,79,309,130,227,22,904,82,55,405,444,725,53,1768,3,0,17,15,53,0,84,8,3,33,60,368,9,473,7,3,22,27,183,40,285,364,210,1462,1579,4929,358,8895
POA2533,99,356,96,93,14,805,120,51,319,171,178,34,872,3,0,17,21,26,3,83,5,4,20,22,120,6,173,3,0,40,24,76,13,145,422,246,1412,905,1930,160,5070
POA2534,51,160,39,35,7,323,46,32,109,54,68,12,321,0,3,9,9,9,0,29,3,3,11,11,30,0,54,5,0,14,3,22,3,49,152,106,572,338,661,69,1899
POA2535,27,104,28,32,5,236,39,14,139,74,70,11,347,3,0,8,3,17,0,34,6,3,5,8,53,3,78,7,0,7,9,18,4,54,163,76,539,347,830,76,2037
POA2536,60,149,54,70,7,377,31,38,179,118,288,24,689,0,0,14,8,26,5,59,8,0,19,25,157,3,209,5,0,20,19,69,36,149,133,140,686,579,2077,231,3855
POA2537,52,152,54,56,9,359,48,33,194,128,187,20,614,4,0,7,5,25,0,45,0,0,9,17,91,0,111,5,0,13,8,50,15,97,147,137,625,497,1435,122,2968
POA2538,16,21,3,6,0,56,9,3,39,24,25,3,107,0,0,3,3,3,0,13,3,0,3,0,21,0,29,0,0,3,6,11,3,29,37,36,138,89,291,30,623
POA2539,72,184,72,88,15,491,36,23,171,131,201,27,589,3,0,11,6,34,10,65,0,4,11,21,155,10,199,3,0,21,12,88,22,151,168,151,741,640,2203,240,4143
POA2540,120,463,191,220,23,1149,113,83,486,407,776,85,1961,8,0,40,18,74,6,156,9,4,23,55,371,23,491,13,3,39,35,219,78,388,489,358,1943,1896,5847,530,11063
POA2541,74,183,74,124,18,522,78,57,363,269,555,53,1381,4,3,13,11,35,3,65,10,0,24,34,219,9,292,6,3,15,19,106,47,195,249,215,1075,1073,3228,319,6153
POA2545,3,7,3,3,0,15,0,3,11,8,14,3,43,0,0,0,0,3,0,5,0,0,0,0,14,0,14,0,0,0,0,6,0,6,12,9,36,45,159,8,271
POA2546,23,96,33,31,6,228,27,16,93,50,121,10,317,6,4,15,9,23,0,50,7,0,10,3,70,3,88,3,0,3,6,31,12,55,111,76,403,302,986,111,1980
POA2548,20,71,22,15,3,155,24,23,132,70,105,17,371,0,3,8,3,18,0,27,0,0,8,6,51,3,72,0,0,3,3,23,10,44,77,77,433,297,950,105,1936
POA2549,18,41,29,18,7,114,12,10,56,41,60,5,178,3,0,5,8,9,0,20,0,0,0,6,34,0,47,0,0,3,0,19,0,27,33,41,195,165,535,46,1018
POA2550,69,201,49,72,11,456,71,50,278,191,272,41,896,7,5,14,12,26,3,64,7,0,11,10,128,4,161,4,3,13,17,56,22,121,218,185,959,639,2055,238,4298
POA2551,7,27,7,13,0,65,3,5,29,21,40,0,97,0,0,0,0,4,0,12,0,0,0,0,38,3,46,0,0,5,3,19,17,42,18,21,102,111,388,59,696
POA2555,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,3,17,0,28
POA2556,7,25,9,7,3,63,3,3,20,20,17,3,64,0,0,3,0,0,0,5,0,0,4,3,53,6,58,0,0,3,4,28,10,42,15,16,125,92,383,52,687
POA2557,17,127,29,35,8,269,21,13,116,80,68,15,310,3,0,7,3,15,0,29,5,0,5,16,114,11,154,4,0,20,22,71,30,139,160,49,667,518,1235,151,2787
POA2558,20,119,54,66,12,302,25,11,133,109,170,23,462,4,0,5,11,19,6,39,7,4,11,22,129,4,178,0,0,16,20,87,32,158,137,62,610,639,1645,182,3285
POA2559,3,5,4,3,0,22,0,0,9,13,17,5,46,0,0,0,0,3,0,3,0,0,4,4,6,0,16,0,0,0,3,4,8,22,3,10,42,51,132,37,273
POA2560,151,809,285,444,54,2115,227,119,1009,717,1035,159,3266,7,4,42,48,102,8,210,15,9,82,102,611,34,857,24,4,109,122,465,162,884,1210,473,4236,3584,9338,1096,19944
POA2563,0,0,0,3,0,6,0,0,3,0,3,0,8,0,0,0,0,3,0,3,0,0,0,3,4,0,5,0,0,0,0,0,0,0,3,0,11,15,36,3,68
POA2564,14,87,38,41,3,264,57,9,168,119,160,14,527,5,0,3,3,6,3,26,3,0,17,14,70,3,104,10,0,27,35,70,41,196,424,52,822,544,1175,178,3197
POA2565,35,207,65,71,10,504,97,25,365,181,199,28,898,6,0,14,5,20,0,49,8,0,28,36,142,10,219,22,5,58,43,100,32,269,713,140,1791,1002,1970,270,5874
POA2566,42,227,104,110,23,634,100,31,347,234,350,50,1116,4,0,21,13,38,6,83,5,0,46,28,209,14,298,24,0,50,40,152,57,329,645,158,1710,1323,3040,427,7306
POA2567,118,734,188,224,34,1555,140,82,537,374,451,60,1641,8,3,30,40,69,10,164,3,0,52,92,413,21,581,21,11,79,78,251,55,499,691,357,2740,2508,5685,477,12448
POA2568,3,27,7,14,0,59,4,5,9,9,12,3,38,0,0,0,3,6,0,14,0,0,3,5,6,0,16,0,0,3,3,7,3,15,21,10,81,62,161,21,359
POA2569,7,25,13,14,0,64,4,3,18,8,8,3,51,0,0,0,0,5,0,4,0,0,4,0,17,3,28,0,0,0,0,13,0,15,26,12,86,70,213,24,441
POA2570,130,818,254,277,30,1884,159,112,556,404,444,54,1723,7,3,33,29,71,4,144,12,4,53,79,484,18,653,16,6,72,84,295,86,554,864,399,3044,2521,6283,585,13701
POA2571,48,233,76,85,9,527,35,18,170,136,142,14,512,3,0,7,11,21,3,44,0,0,8,18,141,10,181,4,0,25,26,96,15,165,221,118,805,779,2034,177,4131
POA2572,7,60,26,24,3,160,11,7,36,45,70,7,180,0,0,3,3,13,0,17,0,0,3,6,57,3,74,0,0,9,7,29,4,49,86,28,217,197,697,64,1289
POA2573,11,53,23,27,0,142,9,7,51,61,95,12,229,0,0,3,0,15,5,25,3,3,0,3,47,0,60,0,0,3,0,36,11,48,47,34,188,214,796,86,1361
POA2574,15,76,26,26,8,169,5,9,39,62,76,7,206,3,0,3,0,3,0,9,0,0,5,4,88,3,106,0,0,3,14,53,10,75,55,37,225,291,982,68,1657
POA2575,55,201,81,90,13,541,62,32,219,161,216,33,724,9,4,14,13,15,0,52,5,3,18,34,192,3,252,10,3,34,33,99,18,197,315,140,969,804,2242,210,4676
POA2576,67,195,58,53,17,506,102,39,230,100,97,24,601,9,6,24,10,9,0,51,10,0,22,27,94,5,153,11,3,29,33,55,17,147,424,194,1156,680,1129,153,3730
POA2577,63,227,82,76,13,556,70,25,209,136,184,28,649,11,4,19,11,32,0,76,5,0,24,35,156,7,234,9,4,35,27,90,31,199,368,179,1094,747,2113,234,4728
POA2578,4,35,10,18,3,90,7,6,47,36,25,5,124,0,3,10,0,4,3,16,3,0,3,8,13,0,29,0,0,9,3,14,3,26,59,37,190,116,294,30,731
POA2579,16,64,16,24,0,146,12,10,47,37,48,3,148,3,0,4,3,3,0,11,0,0,4,6,44,3,63,0,0,3,8,27,10,43,79,41,254,193,549,57,1173
POA2580,84,330,145,143,15,814,105,54,385,342,569,64,1518,0,3,22,16,41,3,91,5,5,23,46,283,10,373,6,3,30,39,140,34,246,392,256,1479,1445,3999,402,7982
POA2581,6,33,13,7,0,70,7,11,14,17,24,4,73,0,0,0,3,0,0,7,0,0,0,4,21,3,31,0,0,3,5,3,4,22,51,39,170,138,316,30,742
POA2582,46,209,65,67,4,453,37,26,163,104,162,25,519,3,3,15,8,20,4,56,7,0,15,23,97,4,154,8,5,22,25,67,23,146,370,202,1125,715,1541,177,4139
POA2583,9,48,21,22,0,117,5,3,42,38,61,9,163,0,0,0,3,0,0,6,0,5,0,7,45,0,52,4,0,9,0,18,6,36,44,32,185,202,601,72,1133
POA2584,0,8,0,0,0,14,0,0,5,7,5,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,3,14,5,34,17,63,6,139
POA2585,0,3,0,0,0,3,0,0,0,6,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,15,12,28,7,55
POA2586,3,33,15,16,5,86,5,3,24,20,40,3,94,0,0,3,0,0,0,11,0,0,0,3,20,0,22,0,0,0,3,11,4,13,35,13,146,123,322,48,684
POA2587,9,34,12,6,3,67,6,5,24,26,35,3,97,0,0,0,0,5,0,7,0,0,0,8,20,0,30,0,0,4,0,8,8,19,21,16,140,119,347,49,697
POA2588,0,4,0,0,0,10,0,0,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,3,18,21,28,4,75
POA2590,22,75,40,39,7,208,12,5,66,80,106,10,274,0,0,3,0,7,0,9,0,0,0,3,68,3,75,0,0,0,3,13,7,30,47,46,279,278,891,99,1643
POA2594,30,154,38,61,4,303,20,10,118,94,188,18,445,0,0,4,0,18,0,22,0,0,12,22,115,5,155,3,0,4,10,65,28,112,71,69,557,408,1530,192,2815
POA2619,48,145,48,47,5,347,41,26,131,80,64,3,338,3,3,12,6,18,0,40,6,0,20,27,76,0,133,14,3,14,15,31,7,91,606,254,1048,724,1056,79,3758
POA2620,115,470,144,208,23,1178,136,118,568,327,411,65,1633,15,9,74,32,57,4,190,18,10,70,72,324,15,520,32,8,47,44,220,71,431,1351,651,3459,2351,5005,481,13291
POA2621,29,85,36,22,4,217,32,19,61,37,33,7,194,3,0,3,8,3,0,19,4,0,10,8,73,3,103,5,7,16,14,42,12,90,306,137,573,427,799,82,2324
