POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA2067,153,40,111,30,331,34,7,19,4,75,24,10,33,8,77,6,12,26,0,50,88,24,38,3,157,50,37,43,9,145,154,87,49,16,299,113,100,74,14,295,166,127,94,15,398,155,168,58,19,408,120,125,68,12,323,129,164,54,7,358,269,424,91,19,801,203,285,38,9,530,130,188,16,9,345,143,293,33,6,477,320,812,38,8,1170,175,398,62,3,643,26,16,4,0,45,2468,3320,951,196,6931
POA2068,26,4,12,3,46,10,4,8,0,17,11,0,13,0,23,3,3,12,0,19,43,8,15,3,68,17,17,23,0,53,79,23,24,4,133,66,23,27,3,125,74,39,47,8,165,61,58,42,10,165,37,62,34,7,134,48,79,30,0,162,154,184,74,3,419,100,194,12,0,303,77,148,6,6,240,62,259,52,0,373,314,1212,32,4,1558,102,321,64,0,490,16,25,11,3,52,1297,2663,531,50,4539
POA2069,35,18,15,4,71,10,3,5,0,20,3,3,10,0,15,0,3,7,0,11,16,4,5,0,28,17,15,18,0,44,52,15,15,0,87,48,28,22,6,99,91,49,34,5,170,83,43,31,0,157,50,58,24,3,135,59,59,36,6,162,114,157,47,4,320,113,137,27,3,274,76,116,11,0,200,66,210,27,0,296,272,1008,25,0,1311,84,290,43,5,430,18,26,5,0,43,1204,2241,397,40,3885
POA2070,22,17,15,3,61,18,7,9,3,35,7,0,5,4,14,6,8,5,0,17,21,14,8,0,47,22,7,21,0,51,48,11,17,0,79,44,31,14,3,93,72,37,22,9,138,70,62,33,9,176,40,62,32,3,137,53,55,22,3,136,131,135,32,10,308,95,115,17,3,238,79,139,7,0,225,55,212,30,0,295,205,936,31,3,1178,77,281,50,3,417,9,16,4,0,33,1081,2147,393,55,3673
POA2071,51,20,39,8,121,19,7,6,0,35,15,9,14,3,48,4,7,7,0,19,30,9,9,0,48,21,15,22,0,56,35,27,14,0,77,43,31,26,7,107,52,55,44,9,153,70,55,39,3,168,55,68,33,3,154,58,67,23,0,150,110,172,36,6,329,95,134,24,4,261,73,148,9,6,228,70,176,27,0,266,229,813,30,0,1075,68,320,47,3,440,22,18,0,0,43,1127,2150,452,56,3785
POA2072,30,13,27,0,75,15,3,8,3,23,6,0,8,0,23,3,3,7,0,13,6,8,5,0,25,7,19,18,0,42,29,16,8,3,56,28,22,18,0,68,53,32,21,0,107,40,33,15,4,95,28,32,15,0,77,36,41,21,3,94,77,106,24,5,217,54,92,10,6,165,45,71,4,0,123,40,115,20,0,172,125,389,14,0,536,33,155,23,3,222,6,13,0,0,23,665,1162,278,28,2136
POA2073,38,17,15,3,66,17,9,11,0,36,6,3,10,0,22,3,4,7,0,12,28,9,9,0,43,20,8,21,3,58,46,14,15,3,77,54,35,33,4,116,63,48,35,6,145,85,51,29,0,171,53,69,22,4,149,76,82,30,5,189,141,193,52,3,383,114,190,24,8,324,80,194,11,0,282,69,271,32,0,368,287,1217,35,3,1542,76,369,43,3,495,22,21,4,0,47,1272,2791,424,42,4539
POA2074,54,18,15,3,87,18,0,11,0,30,13,4,8,0,26,3,0,14,0,18,57,10,14,3,85,27,18,19,3,66,122,20,35,3,184,105,27,42,8,182,169,59,60,3,290,158,64,38,4,260,92,71,36,8,205,110,102,46,7,262,213,232,71,6,517,182,226,32,0,449,117,247,15,3,378,92,349,21,0,465,374,1469,28,3,1872,139,439,64,3,651,21,22,6,0,53,2081,3375,578,57,6092
POA2075,64,23,31,0,111,25,5,7,0,29,13,5,11,0,33,3,6,3,0,13,42,13,7,0,73,37,17,21,3,80,104,33,35,0,174,93,46,38,4,181,162,63,48,3,275,139,94,42,5,276,101,98,37,3,238,108,103,34,0,242,208,277,57,9,548,172,237,34,0,444,103,211,15,0,329,103,342,35,0,479,335,1309,31,3,1681,117,458,64,4,642,35,24,3,0,64,1949,3366,561,38,5908
POA2076,42,11,31,5,86,23,6,9,3,38,14,3,22,0,39,6,3,13,0,22,44,7,17,3,67,40,16,33,3,93,129,17,35,0,185,99,44,51,6,196,163,76,58,11,304,144,85,49,7,282,103,97,43,3,253,105,113,40,3,262,210,340,67,11,626,177,308,44,11,533,132,271,17,0,425,109,344,41,0,497,375,1432,37,6,1844,131,504,73,3,718,31,25,11,0,71,2077,3702,686,74,6543
POA2077,120,29,38,4,196,45,7,16,0,72,35,22,39,4,99,10,13,36,0,63,125,47,64,6,239,57,55,86,0,202,264,105,115,7,486,217,150,111,13,489,267,260,165,24,718,250,319,153,20,739,207,322,117,14,666,245,348,88,17,706,464,872,131,33,1497,311,631,66,9,1022,222,489,29,5,737,126,373,28,9,539,249,842,22,7,1124,185,498,130,8,825,41,35,14,3,93,3449,5421,1446,194,10509
POA2079,18,0,3,0,21,0,0,4,0,8,3,0,4,0,6,4,0,0,0,6,20,4,8,0,34,6,3,11,4,28,53,6,9,0,78,35,21,21,3,84,55,35,26,4,122,40,46,32,4,117,34,50,16,0,106,23,65,18,0,104,55,167,26,3,259,56,136,4,3,197,44,136,8,0,185,36,90,0,0,130,53,285,12,0,343,24,124,25,0,180,9,16,0,0,23,555,1196,241,23,2020
POA2080,8,0,0,0,8,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,12,0,12,3,0,4,0,6,9,3,0,0,21,17,8,7,0,34,13,14,3,0,29,10,13,7,0,32,6,13,5,0,22,22,47,0,0,65,7,41,4,0,52,3,23,3,0,29,5,23,3,0,26,19,50,0,0,66,7,32,5,0,46,0,0,0,0,8,145,269,51,3,470
POA2081,6,4,3,0,13,3,0,0,0,3,3,0,3,0,5,0,0,0,0,5,14,7,0,0,18,8,8,7,0,21,28,4,10,0,49,29,9,5,0,41,59,17,19,6,93,33,29,10,0,72,25,39,11,0,68,25,50,5,0,79,44,138,13,3,197,39,125,4,0,173,32,84,3,0,118,28,90,0,0,116,41,190,3,0,232,25,118,27,0,171,3,3,4,0,11,444,905,133,13,1491
POA2082,7,3,5,0,16,3,0,0,0,9,8,0,3,0,9,0,0,0,0,3,10,0,0,0,15,9,5,4,0,10,52,7,12,0,68,30,14,13,0,65,44,22,10,0,77,51,38,25,0,111,22,42,18,0,83,21,63,12,0,95,44,130,29,0,201,40,121,9,0,172,28,105,0,0,136,11,70,3,0,89,29,177,0,0,213,46,102,19,0,163,4,9,3,0,10,460,902,161,9,1535
POA2083,3,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,5,0,3,0,0,3,0,6,6,0,6,0,12,20,0,0,0,19,8,3,4,0,14,13,3,8,0,31,17,11,6,0,34,6,7,6,0,26,19,8,0,0,28,27,16,0,0,47,10,23,4,0,39,11,8,0,0,18,14,11,3,0,25,30,29,0,0,56,13,27,7,0,48,4,0,0,0,6,201,156,62,0,419
POA2084,7,0,3,0,15,4,0,4,0,9,3,0,0,0,3,0,0,0,0,3,10,3,4,0,17,3,0,3,0,10,22,0,5,0,29,23,9,9,0,39,35,14,5,0,50,28,22,3,0,50,24,13,6,0,47,17,18,9,0,43,47,61,4,0,111,18,54,5,3,78,19,45,4,0,66,10,52,0,0,66,37,181,7,0,222,16,75,18,0,108,9,6,0,0,17,326,547,89,8,974
POA2085,23,3,4,0,34,9,0,3,0,15,9,4,4,0,21,4,0,3,0,8,42,3,13,0,52,23,5,12,0,40,110,12,17,3,136,84,18,18,0,124,125,39,29,0,194,104,35,23,0,159,54,48,24,3,132,68,74,14,0,151,95,174,43,3,317,78,156,20,3,253,33,195,11,3,241,51,164,18,0,231,107,583,19,0,706,61,206,34,0,308,10,25,8,0,37,1084,1748,307,17,3159
POA2086,23,3,11,0,36,8,4,0,0,16,9,3,5,3,21,6,0,8,0,12,29,4,8,0,45,31,4,22,0,57,73,15,28,0,123,65,25,30,4,126,108,41,35,8,187,87,55,30,4,182,54,68,29,7,157,60,82,23,0,161,123,258,60,3,442,72,280,18,0,371,59,199,9,0,266,32,203,14,0,249,113,749,22,0,877,78,259,36,4,382,14,11,3,0,32,1043,2268,389,34,3735
POA2087,25,4,5,0,35,8,5,5,4,17,7,4,8,0,21,4,0,9,0,11,43,3,9,3,64,22,13,22,0,52,107,9,20,0,140,71,17,19,0,109,101,49,36,5,186,85,53,36,4,185,52,73,21,0,144,55,71,38,0,165,92,198,58,6,352,65,172,19,3,258,42,191,10,0,247,36,201,16,0,252,124,729,22,0,877,51,218,35,3,310,19,18,9,0,45,1011,2040,393,32,3473
POA2088,23,12,28,3,70,14,3,4,0,26,9,3,14,0,31,3,0,16,0,27,30,0,14,3,48,25,15,30,3,70,64,17,35,4,115,93,31,40,6,168,115,48,58,11,228,159,52,56,3,273,99,55,54,6,212,131,60,50,3,247,355,190,77,14,635,292,159,36,12,497,213,145,17,0,375,233,389,85,3,708,975,1757,64,6,2800,245,557,107,3,916,30,27,15,0,71,3114,3511,807,86,7525
POA2089,11,5,10,4,29,6,0,3,3,14,3,0,3,4,12,3,0,7,0,15,8,3,5,3,24,17,0,15,3,33,20,6,17,4,47,21,9,16,3,49,57,24,23,0,108,54,27,25,3,112,46,30,13,3,91,47,28,11,3,95,182,100,55,15,348,180,76,18,7,279,163,73,5,9,258,127,112,47,6,295,479,373,25,8,889,128,116,27,4,277,17,8,0,0,28,1596,992,338,74,3003
POA2090,16,8,7,0,31,6,0,5,0,14,7,3,12,0,18,3,0,4,0,10,21,3,11,0,41,10,3,7,0,27,38,13,7,3,63,35,10,17,7,67,72,13,29,5,116,82,28,25,9,147,82,23,29,9,140,67,29,33,0,127,205,117,44,13,377,182,96,16,12,308,161,91,10,4,261,141,168,40,0,357,526,609,35,11,1183,131,148,36,0,314,8,7,3,0,24,1787,1380,373,76,3620
POA2092,6,3,7,0,20,0,0,0,0,5,0,0,8,0,4,0,0,3,0,3,7,0,3,0,14,5,4,14,3,21,35,11,11,0,53,24,6,11,0,42,32,13,17,0,58,30,17,13,3,68,20,23,8,3,55,23,28,9,0,70,43,76,21,0,147,44,75,8,0,128,36,56,7,0,94,27,135,16,0,178,136,592,6,0,734,31,159,20,0,214,4,6,4,0,16,513,1215,184,20,1930
POA2093,20,6,17,0,45,9,3,3,0,20,7,4,14,0,25,3,6,12,0,21,34,9,21,0,69,28,10,45,3,90,82,8,47,0,134,79,36,54,3,171,135,49,73,4,266,116,73,67,5,260,92,106,46,8,256,112,101,49,4,268,230,295,80,16,622,210,285,30,8,533,126,231,7,3,364,114,348,41,6,507,313,1363,25,3,1701,140,479,96,3,710,27,22,10,0,61,1878,3437,740,75,6125
POA2094,3,4,3,0,9,3,0,0,0,4,3,0,0,0,3,0,0,4,0,4,10,3,3,0,16,7,0,3,0,12,25,6,7,0,35,17,5,13,3,41,21,10,18,0,51,28,14,18,0,56,34,9,15,0,61,40,15,15,0,69,89,69,16,3,171,77,46,10,3,139,56,50,6,3,114,53,81,11,3,148,193,317,5,0,515,61,81,16,0,164,7,3,3,0,20,724,706,175,18,1629
POA2095,19,4,14,0,37,4,0,4,0,8,4,3,6,0,15,3,0,5,0,10,22,3,14,3,40,18,3,10,3,37,43,12,16,0,75,44,13,30,4,86,86,29,29,5,145,93,30,28,3,150,81,33,13,3,136,84,40,15,4,142,228,116,46,13,396,196,89,15,7,306,186,88,4,3,280,158,162,39,3,359,636,591,26,5,1266,188,186,46,0,427,31,13,6,0,45,2126,1407,363,65,3965
POA2096,12,5,8,0,27,3,3,3,0,6,4,0,0,0,4,0,0,8,0,8,20,9,4,0,34,16,5,19,0,40,40,13,28,0,81,43,18,25,0,90,77,32,43,5,156,85,49,43,11,188,75,62,31,6,167,89,89,30,6,208,233,150,48,10,445,195,181,14,5,388,150,135,9,3,293,120,193,29,0,342,296,650,16,0,966,125,217,36,0,374,19,19,7,0,44,1604,1820,395,45,3867
POA2097,18,12,7,0,33,12,3,0,0,18,8,0,14,0,19,0,0,6,0,13,29,5,11,3,45,18,4,35,3,62,85,11,24,3,123,70,18,40,0,131,110,60,40,7,213,95,60,55,10,225,65,89,37,4,192,93,109,36,4,244,193,268,60,4,523,139,268,27,8,439,83,234,3,3,328,74,166,21,0,258,162,656,26,0,842,104,262,42,3,408,40,15,7,3,68,1395,2242,486,55,4177
POA2099,50,21,23,0,91,30,10,8,0,45,19,8,23,3,56,4,13,34,0,48,121,25,53,4,207,51,36,107,0,192,291,55,99,7,449,230,100,146,12,492,325,204,146,20,696,313,262,159,11,743,207,274,115,14,607,259,319,100,15,703,585,698,157,22,1468,362,602,68,8,1045,222,457,18,3,703,124,410,33,0,564,304,1032,29,7,1373,237,529,152,3,930,51,46,18,3,127,3785,5105,1490,143,10528
POA2100,34,9,8,3,56,12,6,3,3,26,14,7,16,0,32,3,0,10,0,15,56,8,19,6,89,30,8,24,3,67,126,14,35,3,180,100,48,57,7,207,172,84,54,4,310,141,107,61,11,313,98,109,60,12,275,91,156,41,6,295,209,348,76,9,636,139,380,33,3,555,110,284,19,8,416,72,318,17,0,405,170,858,25,5,1054,116,365,80,6,567,32,20,12,0,66,1722,3133,655,74,5583
POA2101,18,12,7,0,36,18,3,3,0,27,6,5,4,0,15,7,3,11,0,21,52,5,20,0,75,23,8,23,0,58,131,19,40,3,193,119,33,50,4,208,163,78,71,3,319,146,87,76,7,315,103,110,53,0,262,113,123,45,4,280,247,327,73,9,659,184,296,23,3,506,129,247,13,6,393,94,198,12,3,310,207,592,21,0,824,162,279,77,0,524,34,18,12,0,67,1969,2444,630,44,5085
POA2102,4,0,5,0,9,3,0,3,0,12,3,3,0,3,8,0,0,3,0,5,12,4,4,0,21,14,0,11,0,23,45,12,16,0,64,42,12,22,0,82,63,26,41,3,133,48,57,37,0,144,25,52,20,0,100,36,60,22,0,117,63,151,43,7,265,70,136,20,4,236,34,102,10,3,149,29,103,4,0,143,59,248,9,0,314,43,124,39,3,202,10,4,0,0,18,624,1106,293,25,2044
POA2103,12,3,3,0,22,4,0,6,0,10,3,3,5,0,14,3,0,4,0,5,37,0,12,0,53,15,5,14,0,31,86,7,15,3,109,56,18,29,0,100,116,34,38,3,190,89,48,24,4,158,77,78,21,3,180,71,78,20,0,173,143,161,45,0,356,87,143,21,0,255,58,137,12,3,213,47,122,22,0,195,113,390,14,0,514,80,173,33,0,289,21,14,8,0,45,1126,1412,340,23,2899
POA2104,6,0,0,0,6,3,0,0,0,0,3,3,0,0,10,3,0,0,0,4,20,0,3,0,18,5,7,0,0,11,36,3,4,0,44,30,3,3,3,38,51,3,10,4,65,33,13,9,0,52,22,7,0,0,32,27,14,0,0,38,39,45,9,0,92,24,33,6,0,64,18,35,0,0,59,16,33,0,0,53,65,150,6,0,218,38,71,13,0,125,11,0,0,0,15,444,418,62,13,933
POA2105,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,0,3,5,0,0,0,5,3,0,3,0,3,10,0,3,0,16,8,3,4,0,13,18,11,3,0,28,24,12,3,0,36,10,9,7,0,27,11,8,0,0,21,18,18,6,0,48,20,28,0,0,48,15,12,0,0,27,8,16,0,0,27,61,69,0,0,122,22,46,4,0,76,3,3,0,0,8,235,234,42,0,514
POA2106,10,3,8,0,26,3,0,3,0,5,3,0,6,0,14,3,0,4,0,14,18,3,4,0,33,11,3,13,0,36,48,15,17,0,77,37,10,29,0,78,81,25,34,4,140,75,54,31,4,162,52,45,31,5,124,67,56,16,0,147,131,138,31,8,303,98,126,9,6,238,46,121,9,0,176,41,107,15,0,167,129,359,9,0,500,59,188,57,3,313,18,9,7,0,33,941,1268,350,31,2589
POA2107,26,3,8,0,35,5,0,7,0,12,8,3,8,0,15,5,0,7,0,17,31,8,17,3,53,18,5,25,0,52,90,11,20,0,125,95,27,27,3,148,152,48,42,3,241,138,51,39,4,231,82,75,29,0,185,94,87,28,0,215,158,211,41,6,416,130,255,22,0,409,59,196,10,0,265,76,192,16,0,285,235,569,16,3,824,117,351,63,0,531,20,18,12,0,50,1528,2113,430,29,4094
POA2108,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,5,0,4,0,5,9,3,3,0,15,10,0,5,0,18,9,4,3,0,17,13,6,5,0,22,10,4,7,0,25,14,6,4,0,29,18,13,0,0,30,20,9,4,0,28,15,11,0,0,20,9,12,3,0,23,68,39,0,0,112,28,28,8,0,65,4,0,0,0,10,246,148,58,0,444
POA2109,14,0,4,3,21,3,0,0,0,3,5,0,0,3,11,0,0,0,0,4,3,0,0,0,3,5,4,5,0,15,8,5,0,0,23,16,8,0,0,25,17,5,3,0,23,9,11,0,0,25,21,9,3,0,35,15,13,6,0,34,52,19,7,0,75,27,12,0,0,40,24,9,0,0,34,11,8,0,0,22,29,12,3,0,37,18,12,0,0,25,0,0,0,0,0,279,122,38,17,459
POA2110,19,3,15,0,40,3,0,0,0,11,0,0,7,0,8,3,0,5,0,10,10,4,11,0,25,13,3,8,0,25,37,10,22,3,73,32,9,18,0,59,41,10,16,5,71,44,29,15,0,86,23,28,14,3,69,39,36,9,3,87,67,85,28,3,184,84,70,11,0,167,50,70,3,3,131,45,108,25,0,179,217,661,20,3,905,69,207,32,0,303,18,15,3,0,32,816,1348,265,27,2459
POA2111,28,12,11,3,50,11,0,0,0,22,8,3,11,0,28,10,0,7,0,17,55,4,12,3,75,20,10,16,3,49,114,15,23,4,155,69,22,44,6,140,91,38,52,5,193,77,59,33,10,167,65,70,32,7,169,75,78,37,8,197,150,188,44,8,395,145,152,27,10,332,101,166,9,0,285,68,153,30,3,253,206,672,19,7,909,87,212,35,3,343,19,11,4,0,35,1389,1877,466,79,3817
POA2112,121,35,42,16,204,49,9,13,3,70,31,6,23,4,66,16,14,21,4,45,129,31,38,9,198,56,48,74,13,186,261,89,72,5,422,168,97,99,22,386,211,180,113,27,525,237,222,99,21,579,165,228,89,17,496,192,247,71,19,530,360,615,109,23,1106,254,458,64,18,792,182,351,32,12,575,143,332,32,6,515,230,965,38,7,1241,187,518,108,8,814,37,34,16,4,99,3010,4469,1145,224,8848
POA2113,52,15,12,8,88,17,0,3,0,29,18,7,4,3,32,9,3,10,0,25,76,8,27,3,112,38,24,28,8,95,142,29,48,9,227,102,35,44,16,196,130,98,73,11,321,128,90,59,12,287,79,129,46,4,263,96,124,43,8,272,179,312,68,11,577,154,283,28,9,476,106,233,10,0,353,75,217,17,3,302,147,642,27,0,815,101,238,54,3,403,21,23,18,0,56,1680,2499,631,121,4927
POA2114,95,18,27,16,158,25,6,8,3,45,26,11,15,3,55,10,13,17,4,49,74,19,29,3,135,48,35,49,7,136,187,72,57,9,323,146,101,60,17,328,201,180,74,19,469,186,185,74,15,456,155,189,73,20,433,169,187,46,8,404,362,443,66,22,892,274,287,49,10,609,148,275,11,11,451,107,250,22,3,390,191,561,27,10,785,150,283,55,10,500,29,13,10,0,50,2590,3131,767,163,6658
POA2115,37,0,18,0,57,9,3,11,0,21,4,6,15,3,26,9,3,11,0,27,44,18,31,0,89,23,21,30,0,79,92,40,37,3,166,32,62,38,4,134,59,90,55,0,207,52,79,52,3,187,47,106,30,0,181,41,114,25,3,180,93,215,36,4,348,68,194,16,6,283,39,124,8,0,176,21,101,6,0,128,50,179,9,0,245,72,188,34,0,298,18,21,16,0,53,800,1572,465,35,2871
POA2116,20,3,14,0,37,4,5,0,0,12,7,3,10,0,17,3,0,7,0,15,32,6,18,0,58,16,18,26,0,66,66,29,28,0,131,24,35,24,6,94,53,54,32,5,139,45,57,22,5,124,19,60,23,0,106,26,63,16,0,106,60,137,30,5,231,48,118,12,0,182,25,78,3,0,106,15,63,7,0,90,24,98,4,0,129,25,86,28,0,138,8,3,3,0,14,527,920,306,32,1777
POA2117,81,19,21,4,131,29,3,5,0,38,15,12,31,0,51,13,11,31,3,51,94,25,49,7,174,42,53,65,4,162,156,102,60,5,332,100,119,77,11,303,132,189,65,8,393,121,195,66,6,390,98,210,75,9,386,84,212,51,6,350,185,409,70,10,672,122,312,34,5,483,86,236,16,8,339,63,192,18,0,274,98,405,19,0,525,98,274,72,3,440,30,23,8,0,59,1630,2983,842,83,5545
POA2118,131,37,50,0,217,46,15,14,3,73,24,19,34,3,80,14,20,23,3,55,84,33,30,3,153,59,65,51,5,182,192,87,73,8,359,130,165,58,5,365,157,216,80,10,459,163,252,75,8,499,99,232,53,4,389,98,234,54,3,386,213,533,89,9,835,140,423,57,7,622,91,314,4,0,419,75,275,15,3,368,116,604,12,0,740,119,420,61,3,602,30,22,4,0,67,1976,3960,842,71,6857
POA2119,34,5,12,0,50,14,0,0,0,19,8,4,10,0,26,3,0,5,0,7,27,6,5,0,48,18,5,11,3,40,63,14,16,8,93,46,11,14,3,78,89,36,22,3,149,97,53,19,3,167,38,50,24,8,111,58,63,25,3,154,101,159,28,3,293,72,152,25,3,252,51,134,6,0,185,48,182,13,0,240,187,786,18,0,991,54,239,28,0,321,12,13,3,3,31,1029,1910,291,42,3263
POA2120,41,4,6,5,59,19,4,5,0,29,10,6,7,4,31,3,4,12,0,15,34,13,21,0,71,22,16,26,3,67,133,31,37,4,209,109,36,44,3,192,145,74,50,5,277,154,93,48,5,304,98,106,50,3,249,96,141,50,5,292,180,399,65,12,657,140,363,29,5,535,91,329,25,8,453,96,298,29,0,425,211,920,21,0,1152,102,348,78,9,529,18,21,8,0,45,1693,3207,610,67,5580
POA2121,125,41,55,5,229,46,9,22,7,84,28,12,24,8,69,16,8,23,0,48,78,39,25,3,145,58,45,49,4,151,175,78,54,7,310,129,113,56,5,309,189,180,79,11,466,182,179,72,9,446,127,207,72,7,419,104,215,54,8,382,260,531,100,11,905,194,435,43,16,690,134,351,26,4,519,95,331,27,4,453,238,1046,27,0,1318,160,461,69,3,691,22,26,8,0,61,2360,4325,886,119,7696
POA2122,167,48,53,10,280,64,11,17,3,89,47,11,31,8,93,10,16,34,3,63,126,27,41,3,194,77,56,69,5,211,243,85,70,10,409,148,138,92,12,390,208,206,96,7,523,190,232,99,24,537,144,246,73,7,474,149,252,48,18,461,342,536,99,18,1000,227,404,44,13,689,123,371,28,9,532,110,240,21,4,370,177,632,27,12,847,164,403,71,6,642,25,27,5,0,60,2748,3930,1011,174,7865
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,48,5,8,4,70,14,0,7,3,23,16,4,8,0,28,4,3,10,0,17,39,7,13,0,59,22,15,17,0,55,91,16,14,0,124,80,40,17,3,143,112,61,29,6,213,122,88,24,3,236,67,105,23,6,196,78,88,30,4,186,165,275,39,4,481,125,236,26,3,387,95,250,18,0,361,70,272,25,3,373,193,1005,25,3,1226,91,344,37,3,482,19,19,3,0,40,1452,2828,367,38,4687
POA2126,50,15,18,3,86,19,6,3,0,28,9,7,12,0,36,7,10,4,0,22,54,13,15,0,77,28,20,17,4,61,149,42,24,0,210,92,57,29,4,172,127,77,43,3,245,119,98,40,4,264,72,107,35,6,222,69,156,42,4,266,152,363,61,4,576,92,364,49,3,512,60,325,30,4,413,62,312,20,0,398,158,958,36,3,1151,103,383,59,0,543,10,14,8,0,28,1423,3301,553,43,5319
POA2127,60,19,23,7,104,12,5,3,0,17,15,9,14,0,40,9,4,3,3,22,28,15,19,0,57,27,25,25,4,83,64,43,23,0,134,67,68,39,3,176,103,89,36,6,234,126,105,36,9,280,92,92,30,0,220,96,111,19,6,231,267,258,48,22,593,235,178,20,11,442,182,121,10,9,316,126,135,6,8,274,175,285,14,7,475,123,144,38,0,304,4,8,3,0,16,1809,1718,401,84,4020
POA2128,5,0,3,0,15,0,0,0,0,0,3,0,4,0,7,0,0,0,0,3,4,10,8,0,20,3,8,4,0,17,11,13,4,0,33,11,23,7,0,38,14,28,6,3,49,17,31,12,0,62,22,19,3,0,45,11,14,4,3,24,40,39,4,3,89,23,31,3,4,58,11,16,3,0,24,4,17,0,0,17,16,5,0,0,18,9,27,3,0,38,0,3,0,0,3,203,291,70,13,574
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
