POA_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2731,2569,2716,5282,1089,586,1673,252,622,876,81,92,169,69,47,108,1491,1345,2834,886,1160,2050,4.6,3.5,3.8,58,49.5,53.7,55.4,47.9,51.5,32,33,67,15,62,69,180,293,480,153,237,387,725,277,1001,12,40,55,41,54,97,782,363,1144,2366,2462,4828,469,539,1007,1557,1589,3144,1144,1275,2421
POA2732,738,787,1527,287,146,435,79,167,246,24,24,48,14,8,23,408,348,754,267,367,631,3.4,2.3,3.1,55.3,44.2,49.4,52.8,42.8,47.7,3,12,15,3,13,17,29,72,101,42,73,114,183,67,248,4,10,14,14,13,26,201,92,294,679,692,1368,100,98,196,490,503,996,260,272,531
POA2733,222,215,439,108,44,149,13,63,84,7,10,22,0,3,3,135,124,250,66,71,140,0,2.4,1.2,60.8,57.7,56.9,57.7,54.4,58.1,3,0,3,0,4,4,7,20,30,6,24,33,58,24,81,0,6,6,4,4,3,61,34,93,219,202,421,22,25,49,154,149,307,65,61,130
POA2734,189,181,374,93,56,145,12,48,62,10,7,15,0,0,7,117,113,227,51,47,99,0,0,3.1,61.9,62.4,60.7,60.8,61.3,59.4,0,6,6,0,5,5,12,21,36,17,19,42,32,17,49,0,0,0,7,4,7,33,27,59,172,171,349,29,25,54,127,120,251,66,70,130
POA2735,196,173,372,84,28,117,16,49,68,5,6,14,9,6,20,123,84,209,56,69,125,7.3,7.1,9.6,62.8,48.6,56.2,53.6,48,53.5,0,0,0,0,0,0,5,10,13,7,6,17,43,22,62,0,0,4,3,6,4,44,21,70,187,162,354,25,20,46,149,116,269,58,61,112
POA2736,159,162,325,70,35,106,16,29,45,4,4,14,3,3,7,95,74,172,48,64,107,3.2,4.1,4.1,59.7,45.7,52.9,56.6,42,50.8,0,0,0,0,0,3,9,18,26,8,13,25,34,14,54,3,3,3,0,6,6,39,24,64,140,134,274,23,22,40,103,99,205,43,47,91
POA2737,316,313,626,160,72,230,24,75,100,18,4,21,3,4,12,201,157,360,60,106,163,1.5,2.5,3.3,63.6,50.2,57.5,63.9,48.2,56.1,0,8,8,0,3,3,10,25,31,3,16,23,58,35,90,0,3,3,0,4,8,61,40,100,322,308,631,35,50,82,240,233,470,89,97,193
POA2738,653,613,1270,342,163,511,65,186,252,30,23,50,19,13,29,456,384,833,154,194,352,4.2,3.4,3.5,69.8,62.6,65.6,66.9,60.7,64,6,17,21,3,22,24,49,86,132,48,70,120,203,79,280,3,8,17,7,13,24,220,102,323,695,654,1352,79,93,168,475,449,929,248,246,500
POA2739,557,548,1102,232,134,363,64,149,208,13,24,38,20,15,41,328,324,658,159,174,330,6.1,4.6,6.2,58.9,59.1,59.7,55.5,56,55.3,3,14,14,8,7,12,39,59,96,34,65,101,144,74,220,11,7,17,5,10,17,164,91,252,513,510,1025,97,107,208,356,322,679,218,265,480
POA2745,10959,11552,22511,6767,3963,10732,1205,3239,4443,296,415,710,302,338,642,8571,7957,16528,1925,3049,4979,3.5,4.2,3.9,78.2,68.9,73.4,75.4,65.9,70.6,372,402,776,90,210,299,1029,1682,2714,1007,1353,2359,3075,1396,4474,70,176,245,179,296,480,3326,1868,5191,11625,12115,23739,1715,1848,3563,7447,7697,15145,5240,5620,10862
POA2747,16104,16954,33062,8752,5259,14018,1635,3772,5410,464,614,1077,644,708,1347,11501,10349,21849,3670,5727,9399,5.6,6.8,6.2,71.4,61,66.1,67.4,56.9,62,540,589,1129,124,202,325,1282,1982,3265,1057,1662,2717,4255,2300,6550,130,321,454,288,446,730,4669,3067,7743,15581,16108,31688,3381,3575,6960,9632,9820,19451,8195,8789,16982
POA2748,840,752,1593,428,216,645,123,177,295,27,28,56,27,20,47,605,442,1045,191,270,466,4.5,4.5,4.5,72,58.8,65.6,68.8,56,62.5,21,22,43,3,9,18,105,81,188,42,67,107,204,75,281,8,14,17,11,34,43,222,117,345,834,757,1589,79,60,138,708,629,1339,201,167,363
POA2749,6358,6698,13055,3666,2163,5830,678,1632,2311,193,270,458,219,219,437,4749,4282,9036,1277,2028,3309,4.6,5.1,4.8,74.7,63.9,69.2,71.4,60.7,65.9,139,168,310,43,106,141,458,757,1211,455,701,1156,1870,988,2860,52,122,177,102,170,273,2024,1282,3306,6716,6934,13654,848,920,1762,4591,4694,9286,2564,2743,5308
POA2750,17297,18916,36214,8745,5220,13968,1708,4148,5860,470,605,1073,691,620,1312,11616,10597,22217,4665,7311,11973,5.9,5.9,5.9,67.2,56,61.3,63.1,52.7,57.7,499,649,1154,178,305,484,1424,2136,3560,1303,1857,3164,4692,2356,7048,130,332,457,356,561,909,5178,3244,8419,16939,18027,34969,2865,2876,5740,11631,12370,24000,7250,7766,15016
POA2752,1944,1901,3845,1139,607,1747,179,527,711,61,52,112,54,60,108,1436,1251,2685,406,566,971,3.8,4.8,4,73.9,65.8,69.8,70.9,62.4,66.8,23,41,63,6,20,25,96,197,287,107,195,297,703,280,983,17,33,51,32,73,109,751,387,1139,2076,2020,4100,250,207,457,1527,1477,3011,692,660,1350
POA2753,6845,7114,13959,3418,1908,5326,833,1694,2527,220,202,414,212,221,436,4689,4017,8704,1705,2599,4299,4.5,5.5,5,68.5,56.5,62.4,65.3,53.5,59.2,188,215,404,66,125,190,430,802,1235,479,742,1221,2111,907,3020,49,111,164,123,215,334,2286,1232,3521,6724,6876,13597,987,1022,2013,4732,4803,9531,2698,2848,5550
POA2754,2152,2466,4617,1066,678,1744,229,577,807,52,62,115,65,65,127,1411,1383,2790,637,977,1612,4.6,4.7,4.6,65.6,56.1,60.4,62.6,53.4,57.7,49,44,96,17,37,50,150,298,448,187,277,468,629,339,969,16,47,58,48,87,141,692,475,1168,2112,2387,4501,360,398,759,1398,1531,2934,980,1154,2133
POA2755,157,74,230,92,28,122,4,3,8,3,7,10,0,0,3,100,39,139,0,5,10,0,0,2.2,63.7,52.7,60.4,63.1,51.4,60.9,6,0,10,0,0,4,9,9,18,11,3,12,32,10,43,0,3,3,0,0,0,33,16,44,49,22,71,58,33,90,13,0,13,99,52,150
POA2756,13133,13520,26651,7465,4042,11507,1383,3609,4989,427,458,890,330,410,733,9594,8522,18121,2786,4217,6999,3.4,4.8,4,73.1,63,68,70.6,60,65.2,191,299,486,83,223,304,691,1435,2124,868,1517,2386,4539,1991,6529,104,281,387,235,402,640,4883,2670,7556,13421,13541,26959,1950,1969,3919,9273,9244,18514,5358,5579,10936
POA2757,346,340,690,169,89,252,55,91,148,8,12,19,4,12,14,231,200,430,90,126,218,1.7,6,3.3,66.8,58.8,62.3,67.1,56.5,60.7,9,6,11,3,3,10,30,59,88,28,46,72,114,39,149,0,3,6,12,6,21,124,50,173,352,350,704,42,37,82,251,242,492,145,142,289
POA2758,3486,3562,7051,1840,1015,2853,393,996,1393,115,106,216,96,74,168,2437,2197,4628,786,1103,1887,3.9,3.4,3.6,69.9,61.7,65.6,67.4,59.4,63.3,119,141,258,42,102,144,324,541,859,323,467,786,1176,426,1602,23,60,90,73,110,178,1275,596,1865,3519,3499,7022,405,432,838,2595,2601,5197,1198,1220,2419
POA2759,10325,10622,20942,5970,3641,9612,1156,2517,3678,291,337,625,354,379,734,7776,6878,14648,2085,3259,5340,4.6,5.5,5,75.3,64.8,69.9,71.8,61.1,66.4,224,247,465,51,117,170,823,1180,2000,685,1068,1753,2841,1458,4306,96,174,272,196,303,506,3141,1939,5079,10928,10992,21917,1168,1233,2397,8472,8477,16951,3104,3275,6385
POA2760,12840,13451,26286,6195,3624,9820,1271,2352,3623,378,423,800,648,647,1292,8496,7042,15539,3360,5334,8702,7.6,9.2,8.3,66.2,52.4,59.1,61.1,47.6,54.2,410,380,788,76,115,194,1026,1336,2363,760,1141,1896,2690,1635,4325,123,244,367,204,306,507,3022,2182,5204,12233,12544,24774,2651,2777,5424,7248,7316,14563,6679,7091,13773
POA2761,11536,12081,23623,6251,3920,10176,1332,2523,3860,340,374,715,528,568,1097,8450,7386,15839,2580,4187,6771,6.2,7.7,6.9,73.2,61.1,67,68.7,56.4,62.4,428,453,881,75,132,213,1513,2101,3610,992,1194,2185,2257,1218,3476,115,213,329,198,272,465,2573,1699,4274,12371,12739,25105,1737,1849,3586,8628,8803,17432,4743,5053,9795
POA2762,1882,1875,3761,1115,645,1754,217,453,666,57,61,119,59,77,137,1448,1230,2673,339,551,896,4.1,6.3,5.1,76.9,65.6,71.1,73.8,61.8,67.5,116,123,238,33,36,68,275,364,641,143,195,335,439,205,641,20,38,56,38,49,87,493,294,787,1650,1602,3250,659,665,1323,998,947,1949,1151,1163,2315
POA2763,11551,12180,23728,6677,4144,10818,1337,2979,4315,306,388,692,477,542,1018,8792,8050,16845,2363,3739,6107,5.4,6.7,6,76.1,66.1,71,72,61.7,66.7,836,813,1647,166,228,395,1906,2561,4463,1072,1314,2392,2319,1171,3489,96,196,290,201,315,518,2619,1677,4291,12446,12777,25231,1805,1830,3636,8558,8696,17255,4901,5099,10005
POA2765,6849,6271,13119,3091,1646,4738,676,1456,2131,156,171,330,175,182,356,4103,3453,7553,2294,2410,4702,4.3,5.3,4.7,59.9,55.1,57.6,57.3,52.2,54.9,131,146,277,40,83,119,444,705,1152,353,589,944,1835,695,2533,42,106,147,104,193,293,1981,991,2977,5763,5663,11420,1137,1107,2239,4151,3995,8146,2445,2457,4898
POA2766,5992,6383,12378,2920,1810,4730,724,1141,1861,180,208,381,283,256,542,4108,3414,7522,1614,2667,4283,6.9,7.5,7.2,68.6,53.5,60.8,63.8,49.5,56.3,260,195,459,37,56,93,893,1153,2044,451,514,970,1094,592,1685,47,79,127,106,155,259,1248,826,2072,6069,6282,12351,998,1024,2016,4103,4290,8397,2613,2704,5311
POA2767,8692,9145,17831,4138,2854,6997,1087,1613,2700,263,287,553,427,431,858,5915,5189,11104,2422,3551,5975,7.2,8.3,7.7,68.1,56.7,62.3,63.1,52,57.5,530,485,1014,96,105,196,1458,1902,3358,746,754,1500,1320,772,2093,67,146,206,135,158,292,1521,1075,2589,9046,9369,18415,1263,1226,2485,5955,6268,12219,3855,3845,7699
POA2768,11299,10794,22097,5988,3777,9758,1246,2662,3907,299,331,631,438,438,870,7963,7205,15171,3067,3336,6401,5.5,6.1,5.7,70.5,66.8,68.7,66.7,62.7,64.7,1085,889,1974,157,184,342,2153,2715,4871,1041,1171,2210,1523,851,2369,63,110,174,158,247,402,1739,1203,2945,11451,11846,23295,1525,1503,3026,7671,7868,15539,4651,4839,9489
POA2769,4053,4244,8293,2663,1589,4255,378,1004,1384,106,173,284,125,147,271,3274,2917,6186,627,1173,1797,3.8,5,4.4,80.8,68.7,74.6,77.6,65.2,71.4,527,485,1013,76,99,175,1012,1179,2189,421,489,916,573,324,893,12,35,55,53,73,128,640,433,1071,4394,4411,8804,1029,1073,2107,1146,1149,2291,3786,3897,7686
POA2770,22103,23976,46079,8530,4772,13308,2387,3705,6089,717,615,1334,1344,1407,2751,12979,10495,23476,7420,11585,19008,10.4,13.4,11.7,58.7,43.8,50.9,52.6,37.9,45,514,516,1027,104,147,253,1565,2070,3632,1273,1686,2959,3666,2364,6027,214,476,685,395,602,1003,4271,3445,7712,23203,24210,47421,3491,3684,7167,16259,16969,33225,8730,9196,17929
POA2773,2384,2461,4844,1186,692,1878,334,688,1022,56,72,125,54,51,104,1626,1505,3132,643,870,1511,3.3,3.4,3.3,68.2,61.2,64.7,66.1,59,62.4,194,201,393,64,109,174,474,571,1044,270,305,572,535,198,736,16,27,42,37,73,108,588,304,890,2510,2561,5067,256,267,521,1898,1976,3875,793,786,1585
POA2774,4977,5288,10263,2533,1516,4050,650,1499,2141,139,167,315,141,142,279,3459,3319,6782,1335,1803,3136,4.1,4.3,4.1,69.5,62.8,66.1,66.7,60.2,63.4,316,345,658,118,227,348,789,1095,1876,498,682,1180,1306,575,1885,40,85,126,100,203,302,1449,869,2316,5286,5482,10766,634,648,1282,3839,3985,7828,1875,1965,3841
POA2775,696,619,1320,230,132,363,76,124,205,28,18,41,21,17,35,351,294,643,205,207,413,6,5.8,5.4,50.4,47.5,48.7,48,44.3,46.1,15,19,32,4,11,17,53,62,108,40,58,100,189,78,268,4,12,16,12,24,35,209,109,315,534,503,1033,81,71,156,383,367,751,221,208,428
POA2776,1531,1661,3192,771,467,1238,202,469,675,42,67,104,52,36,87,1069,1038,2110,423,571,995,4.9,3.5,4.1,69.8,62.5,66.1,66.3,60.4,63.2,100,110,211,44,71,117,211,380,590,138,206,346,378,184,561,16,23,35,31,54,85,427,253,680,1651,1747,3401,186,179,364,1190,1273,2466,569,603,1175
POA2777,6709,7534,14245,3318,1971,5290,858,2031,2893,144,210,350,179,168,347,4507,4374,8880,1975,2915,4888,4,3.8,3.9,67.2,58.1,62.3,64.4,55.9,59.9,403,453,861,140,280,421,899,1386,2286,771,1010,1775,1788,816,2608,53,100,153,169,247,412,2014,1165,3174,7038,7686,14722,834,920,1754,5241,5693,10935,2386,2686,5075
POA2778,998,1009,2009,471,261,727,115,299,410,22,31,58,45,32,75,652,624,1275,297,348,648,6.9,5.1,5.9,65.3,61.8,63.5,60.9,58.6,59.5,56,94,150,32,47,75,147,209,356,107,124,233,255,119,375,10,12,24,20,35,49,284,166,444,1023,1017,2034,114,109,225,795,785,1585,312,318,631
POA2779,1776,2098,3874,840,513,1356,269,603,866,59,63,120,52,55,101,1212,1234,2449,505,798,1298,4.3,4.5,4.1,68.2,58.8,63.2,65.8,56.2,60.5,76,135,210,42,86,125,247,396,645,193,301,491,518,268,785,19,20,40,45,53,99,582,341,926,1962,2228,4190,230,239,469,1407,1574,2984,669,793,1462
POA2780,5357,5984,11338,1709,1097,2806,906,1541,2442,150,158,308,199,200,394,2959,2992,5952,2029,2568,4599,6.7,6.7,6.6,55.2,50,52.5,51.6,46.7,49,373,417,787,107,225,331,821,1094,1915,500,793,1296,1017,584,1602,60,83,140,117,175,293,1190,843,2035,4753,5218,9978,898,984,1887,3081,3384,6468,2407,2698,5106
POA2782,2345,2724,5076,874,524,1403,328,643,971,53,75,131,85,55,144,1346,1303,2651,882,1285,2168,6.3,4.2,5.4,57.4,47.8,52.2,53.5,45.6,49.3,186,202,387,72,109,178,362,572,932,217,361,575,514,236,754,19,27,47,62,107,174,595,374,966,2279,2557,4837,373,359,730,1560,1712,3269,1010,1148,2156
POA2783,985,1147,2135,435,279,716,155,306,456,26,34,61,34,41,71,648,655,1305,292,428,716,5.2,6.3,5.4,65.8,57.1,61.1,62.5,54,57.8,57,81,138,12,55,68,122,209,335,85,141,220,276,131,407,7,14,21,15,23,40,301,170,477,1014,1125,2139,117,138,259,689,781,1471,400,443,841
POA2784,501,497,994,212,102,312,80,151,230,13,21,34,15,6,23,315,279,596,155,193,352,4.8,2.2,3.9,62.9,56.1,60,60.9,55.1,57.9,25,36,57,11,21,34,70,94,163,56,73,128,127,69,195,3,4,10,9,12,23,139,90,232,492,487,977,70,68,134,338,347,683,204,200,407
POA2785,1813,2020,3832,611,378,989,299,525,825,43,49,89,57,49,101,1014,996,2006,675,903,1575,5.6,4.9,5,55.9,49.3,52.3,52.6,47.1,49.7,126,165,294,45,74,123,313,415,734,165,273,441,367,191,564,22,26,45,46,62,104,437,277,711,1681,1847,3526,296,306,599,1100,1247,2351,814,841,1660
POA2786,556,533,1090,177,79,252,75,132,208,16,9,25,20,17,41,286,240,520,199,224,421,7,7.1,7.9,51.4,45,47.7,48.2,41.3,44.5,23,25,44,13,18,33,70,95,159,47,58,108,129,58,188,12,6,18,12,15,25,150,83,235,474,440,914,82,89,174,309,293,601,224,218,439
POA2787,1923,1766,3689,798,364,1166,156,406,560,58,56,113,62,53,117,1074,878,1954,646,701,1345,5.8,6,6,55.9,49.7,53,52.6,46.8,49.9,23,32,48,13,24,32,82,147,233,88,150,236,515,168,681,17,51,67,30,56,91,566,273,841,1627,1602,3226,272,263,543,1153,1131,2282,661,633,1292
POA2790,6659,6519,13176,2313,1171,3480,599,1426,2026,167,201,368,293,194,486,3377,2982,6365,2699,2937,5631,8.7,6.5,7.6,50.7,45.7,48.3,46.2,42.9,44.6,88,90,182,44,104,146,318,571,890,355,515,874,1880,795,2672,65,153,216,104,191,296,2046,1134,3184,5845,5929,11782,804,914,1716,4278,4212,8489,2097,2353,4446
POA2791,148,149,300,58,26,86,10,29,45,4,8,9,5,5,8,77,71,143,59,70,133,6.5,7,5.6,52,47.7,47.7,48.6,42.3,46.7,3,3,10,0,3,3,8,19,31,4,11,13,41,20,59,0,3,3,5,3,9,46,25,74,146,141,280,14,22,35,111,100,210,37,58,95
POA2792,170,152,320,71,36,112,15,26,39,7,9,10,5,3,10,97,74,176,50,68,118,5.2,4.1,5.7,57.1,48.7,55,54.7,46.7,50.3,3,4,7,0,3,7,12,22,34,12,16,33,37,18,57,0,3,7,0,3,4,41,20,64,153,159,316,18,13,35,116,117,228,53,42,95
POA2793,451,396,844,155,68,225,31,69,101,13,16,31,19,19,31,217,169,391,189,190,376,8.8,11.2,7.9,48.1,42.7,46.3,44.1,38.6,42.3,4,3,3,3,0,4,20,37,61,26,43,64,116,42,157,8,6,13,3,9,11,125,65,184,412,348,754,44,62,101,302,256,558,137,126,264
POA2794,4139,4438,8571,1567,796,2361,416,981,1399,108,123,232,160,133,296,2253,2030,4278,1550,2029,3578,7.1,6.6,6.9,54.4,45.7,49.9,50.5,42.8,46.6,41,41,81,26,67,94,204,375,577,168,370,544,1075,548,1626,33,94,134,64,131,200,1177,780,1955,3980,4139,8120,581,648,1228,2844,2878,5720,1488,1696,3187
POA2795,17016,17176,34192,7237,4302,11545,1844,4279,6121,482,615,1102,661,523,1184,10235,9719,19948,5547,6174,11719,6.5,5.4,5.9,60.1,56.6,58.3,56.2,53.5,54.9,472,515,991,233,430,670,1402,2458,3859,1045,1697,2737,4600,2113,6713,176,360,540,275,578,851,5052,3050,8100,15429,15820,31248,3039,3205,6239,10007,10085,20093,7592,8166,15765
POA2797,163,181,344,80,39,114,15,50,67,4,7,11,3,5,7,106,98,205,56,70,123,2.8,5.1,3.4,65,54.1,59.6,60.7,53,55.8,0,3,3,0,3,3,4,19,21,6,18,27,48,32,86,0,4,4,6,6,11,53,42,98,174,195,368,18,21,37,118,136,256,59,64,118
POA2798,766,804,1567,388,218,604,85,240,326,32,32,59,20,21,41,523,499,1029,176,242,420,3.8,4.2,4,68.3,62.1,65.7,65.9,60.9,63.1,35,34,72,19,24,41,92,171,262,60,88,150,200,98,299,6,12,16,10,30,40,223,133,353,854,853,1705,92,118,210,583,575,1157,309,348,653
POA2799,1618,1677,3297,740,370,1112,157,422,579,43,52,98,76,55,132,1022,904,1923,454,660,1116,7.4,6.1,6.9,63.2,53.9,58.3,58.1,50.3,54.3,14,22,37,15,27,36,70,150,221,67,145,215,467,239,700,13,37,52,33,59,94,515,332,848,1566,1608,3171,274,285,559,1096,1112,2212,652,685,1338
POA2800,16979,18400,35379,7965,4892,12858,1806,4389,6199,520,604,1122,700,579,1277,10991,10475,21462,4825,6769,11592,6.4,5.5,6,64.7,56.9,60.7,60.6,53.7,57,578,559,1133,214,430,645,1739,2750,4492,1151,1891,3042,4374,2412,6784,196,327,527,285,600,887,4849,3347,8200,16400,17256,33657,3431,3618,7048,10567,10937,21505,8167,8947,17112
POA2803,126,119,246,50,20,70,18,26,39,9,0,11,5,0,5,74,53,126,44,50,88,6.8,0,4,58.7,44.5,51.2,61.1,38.7,48.8,0,0,3,0,0,0,4,6,14,9,15,25,31,20,51,0,0,0,0,4,4,31,24,58,124,101,222,10,13,20,92,83,176,36,25,59
POA2804,1036,1099,2135,428,207,635,120,276,397,34,28,55,27,35,61,606,548,1146,359,489,841,4.5,6.4,5.3,58.5,49.9,53.7,56.2,46.5,50.9,11,18,32,5,16,26,62,138,207,65,95,159,256,124,381,11,13,26,15,25,42,286,170,454,1051,1097,2150,131,130,263,765,761,1531,375,415,789
POA2805,174,144,316,67,28,89,20,33,60,6,3,4,5,0,4,95,68,162,67,70,134,5.3,0,2.5,54.6,47.2,51.3,53.4,44.4,48.4,0,0,0,0,0,0,5,15,22,11,16,25,50,13,60,0,3,7,7,10,9,57,21,74,169,162,329,22,14,38,124,120,240,60,46,105
POA2806,334,325,660,153,73,221,28,70,96,6,14,22,10,7,13,193,156,355,117,146,264,5.2,4.5,3.7,57.8,48,53.8,56,48.3,51.4,0,3,7,0,5,8,6,30,37,9,35,43,89,37,130,7,7,13,9,17,20,104,59,160,322,293,612,48,50,98,258,228,482,97,107,208
POA2807,191,167,360,60,24,81,13,41,51,3,0,6,11,3,10,81,72,154,83,79,162,13.6,4.2,6.5,42.4,43.1,42.8,39.8,38.9,38.3,0,3,6,0,0,4,6,12,20,9,14,23,27,15,45,3,0,3,4,4,8,36,22,61,179,155,325,26,22,46,130,113,249,62,55,111
POA2808,95,74,173,29,14,42,6,9,12,0,3,6,4,0,4,37,28,64,46,40,83,10.8,0,6.3,38.9,37.8,37,36.8,35.1,34.7,0,0,3,0,0,0,4,3,7,0,5,9,32,5,34,8,5,9,0,4,4,34,8,49,79,66,146,6,6,9,62,43,109,23,23,49
POA2809,99,94,197,27,13,41,17,25,35,4,4,5,0,4,6,44,40,84,37,31,66,0,10,7.1,44.4,42.6,42.6,48.5,44.7,41.1,0,0,0,0,0,0,4,8,20,5,12,16,14,15,32,0,0,0,0,0,0,19,14,37,93,86,176,8,4,14,74,59,139,22,28,43
POA2810,1291,1333,2618,523,252,774,111,287,398,40,45,80,33,33,63,703,617,1319,492,601,1097,4.7,5.3,4.8,54.5,46.3,50.4,52.2,43.8,47.8,8,20,27,3,21,26,65,138,207,53,113,162,310,143,454,17,40,55,25,38,64,349,225,574,1262,1267,2534,154,162,312,968,940,1905,397,422,818
POA2817,132,113,244,77,36,118,19,28,40,3,3,10,3,3,3,97,69,172,24,33,58,3.1,4.3,1.7,73.5,61.1,70.5,75,59.3,68.9,0,0,0,0,3,3,4,19,24,7,12,18,25,15,38,3,3,4,0,0,0,30,17,42,132,115,251,10,13,24,100,87,187,33,38,69
POA2818,330,338,669,159,110,271,45,83,127,9,11,24,12,9,23,226,208,439,70,96,171,5.3,4.3,5.2,68.5,61.5,65.6,64.5,60.4,63.1,3,10,17,0,4,4,18,37,58,21,38,62,114,48,164,8,16,21,15,11,23,130,80,209,336,330,666,52,45,94,247,241,485,123,128,253
POA2820,3197,2840,6037,853,521,1372,254,468,721,66,80,144,137,117,249,1314,1182,2489,1569,1336,2901,10.4,9.9,10,41.1,41.6,41.2,36.7,37.6,37.1,14,30,45,11,32,47,92,226,317,119,212,333,605,331,937,31,47,78,47,79,124,689,448,1140,2438,2502,4940,332,390,715,1758,1782,3539,853,943,1797
POA2821,1805,1931,3737,785,446,1237,157,414,571,64,47,112,99,65,156,1103,974,2080,538,781,1320,9,6.7,7.5,61.1,50.4,55.7,55.7,47,51.4,18,12,29,6,21,29,79,218,296,88,148,236,465,241,708,26,32,65,28,52,79,523,326,844,1853,1851,3698,242,323,559,1330,1318,2645,623,707,1330
POA2822,196,159,351,77,44,120,25,35,58,5,4,12,8,3,13,120,93,211,53,51,108,6.7,3.2,6.2,61.2,58.5,60.1,54.6,52.2,54.1,0,0,0,0,0,0,13,13,20,5,17,27,49,22,72,3,3,6,3,5,7,51,28,86,176,153,328,14,18,31,147,115,261,39,46,87
POA2823,589,553,1139,260,146,404,45,103,146,17,16,31,21,22,38,342,277,621,175,205,382,6.1,7.9,6.1,58.1,50.1,54.5,54.7,47.9,51,0,4,4,3,8,8,30,60,87,23,48,77,116,60,180,3,17,20,7,12,22,130,87,212,577,535,1110,57,54,114,446,410,862,145,158,304
POA2824,864,872,1743,380,212,598,52,162,214,34,27,64,44,34,79,507,441,946,276,338,613,8.7,7.7,8.4,58.7,50.6,54.3,53.9,46,50.3,8,4,12,3,5,11,47,97,145,28,72,102,190,65,255,3,16,19,9,23,36,204,106,310,832,872,1705,104,90,197,633,618,1252,268,277,539
POA2825,943,947,1892,462,234,698,78,210,286,25,18,40,35,22,52,598,481,1083,251,375,619,5.9,4.6,4.8,63.4,50.8,57.2,59.9,48.8,54.1,10,11,20,3,12,18,49,93,149,36,68,104,225,99,323,7,12,18,15,21,36,240,141,381,926,911,1835,106,132,244,699,654,1354,285,326,613
POA2826,80,75,151,50,30,74,11,14,21,0,0,0,3,3,6,59,43,106,13,21,33,5.1,7,5.7,73.8,57.3,70.2,76.3,58.7,62.9,3,3,4,0,0,0,3,7,13,0,7,10,16,9,24,0,3,4,3,4,4,24,15,33,89,81,172,0,4,3,65,65,135,15,12,28
POA2827,1466,1545,3005,594,314,907,143,318,468,47,52,104,63,38,101,844,726,1579,475,688,1162,7.5,5.2,6.4,57.6,47,52.5,53.5,44.3,49.2,14,13,33,0,15,13,50,145,197,43,115,156,345,211,558,14,26,43,29,40,63,390,277,663,1407,1495,2902,197,194,396,990,1033,2024,525,578,1102
POA2828,329,321,652,133,62,188,17,58,75,11,11,17,21,11,28,179,141,316,99,129,234,11.7,7.8,8.9,54.4,43.9,48.5,48.9,40.8,42.9,0,3,3,0,4,4,17,26,38,8,17,26,57,36,93,3,4,7,5,10,15,62,52,113,320,306,617,38,42,79,241,236,472,89,95,186
